Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
SEVENTH DAY ADVENTIST PRIVATE SCHOOL,616 CAPITAL CIR NE,TALLAHASSEE,32301,LEON,"-84.22747947,30.44384806",16R GU 66256 71234,,142730  A0030,PRIVATE SCHOOL,-9376160.125555696,3560730.9128602133
WOODLAND HALL ACADEMY,5746 CENTERVILLE RD,TALLAHASSEE,32309,LEON,"-84.19998462,30.51764551",16R GU 68694 79482,,,PRIVATE SCHOOL,-9373099.412193038,3570263.4017667496
NEW TESTAMENT CHRISTIAN CENTER,2558 US HWY 90,MADISON,32340,MADISON,"-83.37414846,30.46753651",17R KP 72067 72989,,,PRIVATE SCHOOL,-9281167.751805246,3563789.9849100052
MADISON ACADEMY,2812 W US HWY 90,MADISON,32340,MADISON,"-83.45488259,30.48614269",17R KP 64359 75217,,,PRIVATE SCHOOL,-9290155.03464824,3566193.2671892345
BRADENTON PREPARATORY ACADEMY,7900 40TH AVE W,BRADENTON,34209,MANATEE,"-82.64149587,27.46728615",17R LL 37804 39265,,,PRIVATE SCHOOL,-9199609.23903609,3181975.267969072
COMMUNITY CHRISTIAN SCHOOL,5500 18TH ST E,BRADENTON,34203,MANATEE,"-82.54105822,27.44305002",17R LL 47696 36452,,,PRIVATE SCHOOL,-9188428.570594175,3178934.8813703577
GUTI THE PREMIER BEAUTY & WELLNESS ACADEMY,4212 CORTEZ RD WEST,BRADENTON,34210,MANATEE,"-82.60227712,27.46287247",17R LL 41673 38725,,,PRIVATE SCHOOL,-9195243.426949248,3181421.529381266
WEST COAST CHRISTIAN ACADEMY,1112 E 49TH AVE,BRADENTON,34203,MANATEE,"-82.55125562,27.45457458",17R LL 46704 37742,,,PRIVATE SCHOOL,-9189563.740296656,3180380.5376754077
CENTER ACADEMY HIGH - BRADENTON,2611 26TH STREET WEST,BRADENTON,34205,MANATEE,"-82.58702994,27.47639203",17R LL 43199 40203,,,PRIVATE SCHOOL,-9193546.118962793,3183117.760671405
BRADENTON CHRISTIAN SCHOOL,3304 W 43RD ST,BRADENTON,34209,MANATEE,"-82.60519635,27.47137223",17R LL 41397 39670,,,PRIVATE SCHOOL,-9195568.394389568,3182487.926660657
ALPHA-OMEGA PRIVATE SCHOOL,7810 15TH AVENUE NW,BRADENTON,32409,MANATEE,"-82.64006746,27.51263116",17R LL 38011 44287,,,PRIVATE SCHOOL,-9199450.228277719,3187665.529087828
IMG PENDLETON SCHOOL,5500 34TH STREET WEST,BRADENTON,34207,MANATEE,"-82.59714275,27.44191324",17R LL 42151 36396,,,PRIVATE SCHOOL,-9194671.871857008,3178792.2909827232
SAINT STEPHEN'S EPISCOPAL SCHOOL,315 W 41ST ST,BRADENTON,34205,MANATEE,"-82.60163210,27.49735042",17R LL 41786 42544,,,PRIVATE SCHOOL,-9195171.624178099,3185747.716268933
TABERNACLE CHRISTIAN SCHOOL,1308 E 7TH AVE,BRADENTON,34208,MANATEE,"-82.54972605,27.49360289",17R LL 46909 42064,,3245200005,PRIVATE SCHOOL,-9189393.46901814,3185277.4213283835
BRADENTON PREPARATORY ACADEMY,5412 E STATE ROAD 64,BRADENTON,34208,MANATEE,"-82.49367441,27.49310451",17R LL 52447 41941,,1117300002,PRIVATE SCHOOL,-9183153.829358773,3185214.8793808036
SAINT JOSEPH CATHOLIC SCHOOL,2990 W 26TH ST,BRADENTON,34205,MANATEE,"-82.58822037,27.47322795",17R LL 43077 39854,,4974100002,PRIVATE SCHOOL,-9193678.637411842,3182720.7601379985
TRINITY CATHOLIC HIGH SCHOOL,2600 SW 42ND STREET,OCALA,34474,MARION,"-82.16766782,29.14554681",17R LN 86424 24674,,,PRIVATE SCHOOL,-9146862.941413036,3394183.9573142035
HERITAGE JUNIOR ACADEMY,415 NE 41ST AVENUE,OCALA,34470,MARION,"-82.07817672,29.19111360",17R LN 95176 29640,,,PRIVATE SCHOOL,-9136900.83721423,3399993.0733961756
THE READING CLINIC,3241 E SILVERSPRING BLVD,OCALA,34471,MARION,"-82.09102500,29.19584696",17R LN 93931 30176,,,PRIVATE SCHOOL,-9138331.102181165,3400596.6573991855
FLORIDA AUCTION SCHOOL,5305 S PINE AVENUE,OCALA,34480,MARION,"-82.10586124,29.13403196",17R LN 92424 23340,,,PRIVATE SCHOOL,-9139982.664895851,3392716.385900455
HALE ACADEMY,3443 SW 20TH ST,OCALA,34474,MARION,"-82.17867435,29.16940515",17R LN 85380 27329,,,PRIVATE SCHOOL,-9148088.182251055,3397225.2343590655
"MEADOWBROOK ACADEMY, INC",4741 SW 20TH ST,OCALA,34474,MARION,"-82.19920614,29.16982557",17R LN 83384 27395,,,PRIVATE SCHOOL,-9150373.771577172,3397278.8324982575
SAMARITAN HOUSE SCHOOL,1490 SE COVE ROAD,STUART,34997,MARTIN,"-80.23413213,27.11845089",17R NK 75907 99786,,,PRIVATE SCHOOL,-8931622.732579553,3138278.432552259
HOPE RURAL SCHOOL INC.,15929 SW 150TH ST,INDIANTOWN, ,MARTIN,"-80.47128836,27.02823218",17R NK 52443 89672,,,PRIVATE SCHOOL,-8958022.843897412,3126999.430336887
THE PINE SCHOOL,1300 SE 10TH ST,STUART,34996,MARTIN,"-80.22960391,27.18965291",17R NL 76307 07675,,103841000000001208,PRIVATE SCHOOL,-8931118.654047024,3147186.42156515
FIRST BAPTIST SCHOOL,200 W OCEAN BLVD,STUART,34994,MARTIN,"-80.25489265,27.19789737",17R NL 73797 08573,,053841014012000100,PRIVATE SCHOOL,-8933933.78363263,3148218.241156847
ST. JOSEPH CATHOLIC SCHOOL,1200 E 10TH ST,STUART,34996,MARTIN,"-80.23229864,27.18944728",17R NL 76040 07651,,103841000000001002,PRIVATE SCHOOL,-8931418.629830657,3147160.686695943
REDEEMER LUTHERAN SCHOOL,2450 E OCEAN BLVD,STUART,34996,MARTIN,"-80.21942460,27.19585004",17R NL 77311 08368,,023841000000000402,PRIVATE SCHOOL,-8929985.498216914,3147962.0043721977
BARRINGTON ACADEMY,1013 REDLAND RD,HOMESTEAD,33034,MIAMI-DADE,"-80.49313894,25.45796105",17R NJ 50956 15755,,1678240060260,PRIVATE SCHOOL,-8960455.23968971,2932100.510047787
DIAMOND MINDS TRANSFORMATIONAL LEADERSHIP ACADEMY,1160 NW 159TH DR,MIAMI,33169,MIAMI-DADE,"-80.21848244,25.92105255",17R NJ 78266 67174,,3421140080380,PRIVATE SCHOOL,-8929880.617102263,2989306.2449029805
GRATIGNY PRIMARY SCHOOL,1800 W 68TH ST,HIALEAH,33012,MIAMI-DADE,"-80.32054531,25.88312995",17R NJ 68066 62917,,0420350010181,PRIVATE SCHOOL,-8941242.204157662,2984613.2723579616
LINCOLN-MARTI SCHOOLS,904 SW 23RD AVE,MIAMI,33135,MIAMI-DADE,"-80.23302081,25.76427391",17R NJ 76911 49802,,0141100140470,PRIVATE SCHOOL,-8931499.021529824,2969914.4285631105
MOTHER OF CHRIST CATHOLIC SCHOOL,14141 SW 26TH ST,MIAMI,33175,MIAMI-DADE,"-80.42316843,25.74445413",17R NJ 57852 47510,,3049101060010,PRIVATE SCHOOL,-8952666.157583764,2967464.7646550583
GOD'S PLACE 4 KIDS,5700 W 12TH AVE,HIALEAH,33012,MIAMI-DADE,"-80.30789706,25.87472684",17R NJ 69338 61993,,0420350010420,PRIVATE SCHOOL,-8939834.206954401,2983573.5811948236
SAINT BRENDAN ELEMENTARY SCHOOL,8755 SW 32ND ST,MIAMI,33165,MIAMI-DADE,"-80.33795466,25.74103381",17R NJ 66401 47172,,3040160030010,PRIVATE SCHOOL,-8943180.203572411,2967042.0638152654
THE THINKING CHILD ACADEMY,155 NW 4TH ST,HOMESTEAD,33030,MIAMI-DADE,"-80.48062895,25.47371444",17R NJ 52207 17504,,1078130120140,PRIVATE SCHOOL,-8959062.633506183,2934042.887633983
PERRINE SDA SCHOOL,9762 W DATURA ST,MIAMI,33157,MIAMI-DADE,"-80.34919727,25.60703965",17R NJ 65346 32327,,3350320042580,PRIVATE SCHOOL,-8944431.726027323,2950491.9631518954
ST. FRANCIS XAVIER SCHOOL,1698 NW 4TH AVE,MIAMI,33136,MIAMI-DADE,"-80.20191786,25.79103360",17R NJ 80012 52784,,0131360670001,PRIVATE SCHOOL,-8928036.656662751,2973222.4946274967
MIAMI COUNTRY DAY SCHOOL,601 NE 107TH ST,MIAMI,33161,MIAMI-DADE,"-80.18344162,25.87440714",17R NJ 81807 62029,,3022310240050,PRIVATE SCHOOL,-8925979.89173793,2983534.0265206057
LITTLE VILLAGE DAY CARE AND LEARNING CENTER,9485 W FLAGLER ST,MIAMI,33172,MIAMI-DADE,"-80.35057708,25.76977603",17R NJ 65119 50348,,3040040090030,PRIVATE SCHOOL,-8944585.325933881,2970594.54647254
CHILDREN'S RAINBOW DAYSCHOOL & ACADEMY,22940 OLD DIXIE HWY,MIAMI,33170,MIAMI-DADE,"-80.39591782,25.55437369",17R NJ 60682 26473,,3069130200010,PRIVATE SCHOOL,-8949632.63378486,2943992.0834412025
BET BREIRA SCHOOL,9400 SW 87TH AVE,MIAMI,33176,MIAMI-DADE,"-80.33648289,25.68201157",17R NJ 66581 40636,,3050040000490,PRIVATE SCHOOL,-8943016.367642129,2959749.7213672553
U.S. INTERNATIONAL CHRISTIAN ACADEMY,5805 BLUE LAGOON DR,MIAMI,33126,MIAMI-DADE,"-80.29242219,25.78362884",17R NJ 70943 51913,,3030360030050,PRIVATE SCHOOL,-8938111.55321485,2972307.0346230827
THE CHILDREN'S HOUSE,7701 SW 76TH AVE,MIAMI,33143,MIAMI-DADE,"-80.31590993,25.69842553",17R NJ 68637 42464,,3040350000500,PRIVATE SCHOOL,-8940726.196538739,2961777.343809792
SAINT THERESA CATHOLIC SCHOOL,2701 INDIAN MOUND TRL,MIAMI,33134,MIAMI-DADE,"-80.28087587,25.74553159",17R NJ 72123 47700,,0341180020450,PRIVATE SCHOOL,-8936826.22262354,2967597.9238291816
IT'S A SMALL WORLD LEARNING CENTER III,405 HIALEAH DR,HIALEAH,33010,MIAMI-DADE,"-80.27264879,25.82358549",17R NJ 72901 56348,,0431170141490,PRIVATE SCHOOL,-8935910.38836867,2977247.6059415326
LINCOLN-MARTI SCHOOLS 15,1523 SW 3RD ST,MIAMI,33135,MIAMI-DADE,"-80.22022803,25.77060283",17R NJ 78190 50511,,0141020062780,PRIVATE SCHOOL,-8930074.935976006,2970696.7506288504
TEMPLE BETH AM DAY SCHOOL,5950 N KENDALL DR,MIAMI,33156,MIAMI-DADE,"-80.28920750,25.68883556",17R NJ 71321 41416,,2050010010010,PRIVATE SCHOOL,-8937753.695338387,2960592.657314609
SAINT AGNES ACADEMY,122 HARBOR DR,KEY BISCAYNE,33149,MIAMI-DADE,"-80.16523197,25.69978574",17R NJ 83754 42702,,2442320060030,PRIVATE SCHOOL,-8923952.801785484,2961945.382893746
HOLY FAMILY CATHOLIC SCHOOL,14650 NE 12TH AVE,MIAMI,33161,MIAMI-DADE,"-80.17686627,25.91038766",17R NJ 82441 66018,,0622200000240,PRIVATE SCHOOL,-8925247.926146025,2987986.2985680695
SCHOOLHOUSE ACADEMY,3800 SW 108TH AVE,MIAMI,33165,MIAMI-DADE,"-80.37043953,25.73302257",17R NJ 63147 46268,,3040180080010,PRIVATE SCHOOL,-8946796.403008666,2966052.0436914754
GRACE LUTHERAN LEARNING CENTER,254 CURTISS PKWY,MIAMI,33166,MIAMI-DADE,"-80.28415406,25.81926132",17R NJ 71750 55863,,0530240061900,PRIVATE SCHOOL,-8937191.148541855,2976712.850206325
PARENT PARTNER'S,13301 SW 132ND AVE,MIAMI,33186,MIAMI-DADE,"-80.40642600,25.64394023",17R NJ 59582 36387,,3059141210010,PRIVATE SCHOOL,-8950802.399197513,2955047.8313760106
GOSPEL TABERNACLE CHRISTIAN ACADEMY,3311 NW 189TH ST,OPA LOCKA,33056,MIAMI-DADE,"-80.25595663,25.94658410",17R NJ 74497 69980,,3421040010280,PRIVATE SCHOOL,-8934052.224785715,2992466.6577094365
MCGLANNAN SCHOOL,10770 SW 84TH ST,MIAMI,33173,MIAMI-DADE,"-80.36714868,25.69026576",17R NJ 63500 41535,,3040310000100,PRIVATE SCHOOL,-8946430.067930024,2960769.329987425
JACOBSON SINAI ACADEMY,18801 NE 22ND AVE,NORTH MIAMI BEACH,33180,MIAMI-DADE,"-80.15617516,25.94896859",17R NJ 84486 70304,,3022040000730,PRIVATE SCHOOL,-8922944.603134617,2992761.8568798043
LIVELY STONES FOR JESUS SCHOOL OF THE FUTURE,831 NW 119TH ST,MIAMI,33168,MIAMI-DADE,"-80.21319674,25.88423038",17R NJ 78819 63099,,0621260290010,PRIVATE SCHOOL,-8929292.215888973,2984749.431649668
GULLIVER SOUTH MIAMI CAMPUS,8530 SW 57TH AVE,MIAMI,33143,MIAMI-DADE,"-80.28563768,25.69188700",17R NJ 71678 41756,,0940360000900,PRIVATE SCHOOL,-8937356.304163033,2960969.604048426
SMALL WORLD MONTESSORI SCHOOL,4888 NW 183RD ST,OPA LOCKA,33055,MIAMI-DADE,"-80.28070951,25.93878312",17R NJ 72023 69102,,3021070220040,PRIVATE SCHOOL,-8936807.70328283,2991500.9440766554
IMMACULATE CONCEPTION CATHOLIC SCHOOL,125 W 45TH ST,HIALEAH,33012,MIAMI-DADE,"-80.28577383,25.86366372",17R NJ 71561 60780,,0431060430130,PRIVATE SCHOOL,-8937371.460658085,2982204.8869373053
VALOR ACADEMY OF FLORIDA,6911 NW 51ST ST,MIAMI,33166,MIAMI-DADE,"-80.31035637,25.82008546",17R NJ 69123 55940,,3030230160100,PRIVATE SCHOOL,-8940107.977043612,2976814.767494721
UNITED CEREBRAL PALSY TRANSITIONAL LEARNING,1411 NW 14TH AVE,MIAMI,33125,MIAMI-DADE,"-80.21829163,25.78805394",17R NJ 78372 52445,COUNTY,0131350640010,PRIVATE SCHOOL,-8929859.37666813,2972854.1083200197
LINCOLN-MARTI SCHOOLS,2111 NW 103RD ST,MIAMI,33147,MIAMI-DADE,"-80.23247953,25.86866610",17R NJ 76898 61364,COUNTY,3021340130041,PRIVATE SCHOOL,-8931438.766189225,2982823.7492893306
LITTLE PROMISES DAYCARE LEARNING CENTER,15194 SW 56TH ST,MIAMI,33193,MIAMI-DADE,"-80.43869054,25.71231486",17R NJ 56311 43944,,3049280190010,PRIVATE SCHOOL,-8954394.070927544,2963493.3157962146
THE CUSHMAN SCHOOL,592 NE 60TH ST,MIAMI,33137,MIAMI-DADE,"-80.18458894,25.83157791",17R NJ 81722 57285,,0132180340010,PRIVATE SCHOOL,-8926107.610696372,2978236.0550744487
HIGHPOINT ACADEMY,12101 SW 34TH ST,MIAMI,33175,MIAMI-DADE,"-80.39055774,25.73748288",17R NJ 61127 46753,,3049130000052,PRIVATE SCHOOL,-8949035.952430375,2966603.2363927388
EASTER SEALS ACADEMY,1475 NW 14TH AVE,MIAMI,33125,MIAMI-DADE,"-80.21820455,25.78871937",17R NJ 78381 52518,COUNTY,0131350000155,PRIVATE SCHOOL,-8929849.682429206,2972936.376856171
DEBBIE SCHOOL,1601 NW 12TH AVE,MIAMI,33136,MIAMI-DADE,"-80.21406403,25.79074638",17R NJ 78795 52745,COUNTY,0131350030040,PRIVATE SCHOOL,-8929388.762518082,2973186.984601344
CONCHITA ESPINOSA ACADEMY,12975 SW 6TH ST,MIAMI,33184,MIAMI-DADE,"-80.40554832,25.76276952",17R NJ 59610 49546,,3049010011210,PRIVATE SCHOOL,-8950704.696023855,2969728.477169381
CARROLLTON SCHOOL OF THE SACRED HEART,3747 MAIN HWY,MIAMI,33133,MIAMI-DADE,"-80.24695017,25.71996903",17R NJ 75542 44888,,0141280040050,PRIVATE SCHOOL,-8933049.630895393,2964439.043283552
NORTH HIALEAH CHRISTIAN SCHOOL,5800 PALM AVE,HIALEAH,33012,MIAMI-DADE,"-80.28434124,25.87527265",17R NJ 71698 62066,,0421310050030,PRIVATE SCHOOL,-8937211.985105434,2983641.1099279094
AMERICAN ACADEMY OF PINECREST,12651 S DIXIE HWY,MIAMI,33156,MIAMI-DADE,"-80.32847788,25.65212628",17R NJ 67402 37330,,2050150490010,PRIVATE SCHOOL,-8942125.25379866,2956058.698968309
RICHARD ALLEN LEADERSHIP ACADEMY,940 CALIPH ST,OPA LOCKA,33054,MIAMI-DADE,"-80.25071156,25.90417672",17R NJ 75049 65286,,0821210030050,PRIVATE SCHOOL,-8933468.3470922,2987217.6523953904
IVES DAIRY ROAD CHRISTIAN SCHOOL,1121 NE 205TH TER,MIAMI,33179,MIAMI-DADE,"-80.17977037,25.96525482",17R NJ 82112 72093,,3012320000100,PRIVATE SCHOOL,-8925571.209833635,2994778.240319879
SAINT BRENDAN HIGH SCHOOL,2950 SW 87TH AVE,MIAMI,33165,MIAMI-DADE,"-80.33696123,25.74258689",17R NJ 66500 47344,,3040160030010,PRIVATE SCHOOL,-8943069.615501238,2967234.000385869
SAMUEL ARA AND SISEL KLURMAN ELEMENTARY SCHOOL,1051 N MIAMI BEACH BLVD,MIAMI,33162,MIAMI-DADE,"-80.17837452,25.92645176",17R NJ 82279 67796,,0722170130850,PRIVATE SCHOOL,-8925415.824259674,2989974.5271388614
WESTMINSTER CHRISTIAN SCHOOL,6855 SW 152ND ST,MIAMI,33158,MIAMI-DADE,"-80.30437202,25.63168605",17R NJ 69833 35079,,3350230000830,PRIVATE SCHOOL,-8939441.801672103,2953534.733001707
MASTER PREPARATORY SCHOOL,3580 W 84TH ST,HIALEAH,33018,MIAMI-DADE,"-80.35574314,25.89822464",17R NJ 64532 64571,,0420280930010,PRIVATE SCHOOL,-8945160.409145933,2986481.0803635065
REM LEARNING CENTER SOUTH,16400 SW 147TH AVE,MIAMI,33187,MIAMI-DADE,"-80.43077538,25.61400547",17R NJ 57152 33061,,3059280000010,PRIVATE SCHOOL,-8953512.959095126,2951351.879128902
LITTLE COLLEGE AT ROYAL OAKS PLAZA,15502 NW 77TH  CT,HIALEAH,33016,MIAMI-DADE,"-80.32850397,25.91510323",17R NJ 67250 66454,,3220150060010,PRIVATE SCHOOL,-8942128.158369806,2988569.908364793
THE CARRIE BRAZER CENTER,7425 SW 42ND ST,MIAMI,33155,MIAMI-DADE,"-80.31549917,25.73177884",17R NJ 68659 46158,,3040230120130,PRIVATE SCHOOL,-8940680.470390687,2965898.35089432
LINCOLN-MARTI COMMUNITY AGENCY 77,510 N KROME AVE,HOMESTEAD,33030,MIAMI-DADE,"-80.47766353,25.47455913",17R NJ 52505 17599,,1078130130040,PRIVATE SCHOOL,-8958732.524480067,2934147.0446026335
BRIDGEPOINT ACADEMY,10700 SW 56TH ST,MIAMI,33173,MIAMI-DADE,"-80.36774089,25.71356562",17R NJ 63428 44115,,3040300000081,PRIVATE SCHOOL,-8946495.991605619,2963647.851823382
CALVARY BAPTIST CHURCH SCHOOL,226 SW 17TH AVE,MIAMI,33135,MIAMI-DADE,"-80.22295047,25.77028987",17R NJ 77917 50475,,0141030141330,PRIVATE SCHOOL,-8930377.995987292,2970658.0648051803
TAMIAMI UNITED METHODIST ELEMENTARY SCHOOL,726 SW 14TH AVE,MIAMI,33135,MIAMI-DADE,"-80.21803273,25.76612076",17R NJ 78413 50016,,0141020066220,PRIVATE SCHOOL,-8929830.555556659,2970142.714870636
LITTLE RASCALS LEARNING CENTER,2750 NW 167TH ST,OPA LOCKA,33054,MIAMI-DADE,"-80.24644186,25.92526374",17R NJ 75463 67624,,3421160040010,PRIVATE SCHOOL,-8932993.045291016,2989827.4780427483
LINCOLN-MARTI SCHOOLS (K-12),953 SW 1ST ST,MIAMI,33130,MIAMI-DADE,"-80.21051764,25.77293613",17R NJ 79162 50775,,0141380031160,PRIVATE SCHOOL,-8928993.980140079,2970985.181873415
SAINT THOMAS EPISCOPAL PARISH SCHOOL,5692 N KENDALL DR,MIAMI,33156,MIAMI-DADE,"-80.28373914,25.68898916",17R NJ 71870 41436,,0351060060020,PRIVATE SCHOOL,-8937144.959963346,2960611.6310942955
SECOND HOME LEARNING CENTER,118 W 7TH ST,HIALEAH,33010,MIAMI-DADE,"-80.28394837,25.82777767",17R NJ 71766 56806,,0431180013260,PRIVATE SCHOOL,-8937168.25113898,2977766.0592857096
MONTESSORI CHILDRENS HOUSE,6381 MIAMI LAKEWAY N,HIALEAH,33014,MIAMI-DADE,"-80.30459892,25.91763336",17R NJ 69643 66747,,3220130140010,PRIVATE SCHOOL,-8939467.059779793,2988883.0536374105
ARCHBISHOP CURLEY/NOTRE DAME HIGH SCHOOL,4949 NE 2ND AVE,MIAMI,33137,MIAMI-DADE,"-80.19032704,25.82144952",17R NJ 81153 56160,,0132190100010,PRIVATE SCHOOL,-8926746.372768454,2976983.455433825
ST. LOUIS COVENANT SCHOOL,7270 SW 120TH ST,MIAMI,33156,MIAMI-DADE,"-80.31117248,25.65878623",17R NJ 69135 38077,,2050140000280,PRIVATE SCHOOL,-8940198.825362496,2956881.165067532
DADE CHRISTIAN SCHOOL,6601 NW 167TH ST,HIALEAH,33015,MIAMI-DADE,"-80.30603516,25.92607689",17R NJ 69494 67681,,3020130010310,PRIVATE SCHOOL,-8939626.941822903,2989928.1267674146
LITTLE ANGELS CHRISTIAN CHILDCARE,6491 W 2ND AVE,HIALEAH,33012,MIAMI-DADE,"-80.28693225,25.88102350",17R NJ 71435 62702,,0421310050010,PRIVATE SCHOOL,-8937500.414945131,2984352.640405331
ALEXANDER SCHOOL,14850 SW 67TH AVE,MIAMI,33158,MIAMI-DADE,"-80.30263908,25.63290086",17R NJ 70006 35215,,3350230000881,PRIVATE SCHOOL,-8939248.891291592,2953684.726708346
LINDAMOOD BELL LEARNING PROCESSES,806 DOUGLAS RD STE 100,MIAMI,33134,MIAMI-DADE,"-80.25678248,25.76380092",17R NJ 74528 49736,,0341080400020,PRIVATE SCHOOL,-8934144.158788998,2969855.9646298285
LINCOLN-MARTI SCHOOLS 35,1335 SW 67TH AVE,MIAMI,33144,MIAMI-DADE,"-80.30322860,25.75783973",17R NJ 69874 49051,,1540120410030,PRIVATE SCHOOL,-8939314.516533848,2969119.138511285
KIDCO CHILD CARE,3630 NE 1ST CT,MIAMI,33137,MIAMI-DADE,"-80.19246205,25.81116219",17R NJ 80946 55019,,0131240220210,PRIVATE SCHOOL,-8926984.040580593,2975711.3077722793
INTERNATIONAL CHRISTIAN SCHOOL,609 BRICKELL AVE,MIAMI,33131,MIAMI-DADE,"-80.18959069,25.76767192",17R NJ 81264 50205,,0102100301010,PRIVATE SCHOOL,-8926664.402528241,2970334.4532571156
LINCOLN-MARTI SCHOOLS,10201 NW 21ST CT,MIAMI,33147,MIAMI-DADE,"-80.23251433,25.86777334",17R NJ 76895 61265,,3031030190081,PRIVATE SCHOOL,-8931442.640756458,2982713.300629057
ATLANTIC SOUTHEASTERN ACADEMY,7890 W FLAGLER ST,MIAMI,33144,MIAMI-DADE,"-80.32417624,25.76954573",17R NJ 67767 50336,,3040030010330,PRIVATE SCHOOL,-8941646.39759606,2970566.078500424
KINGS CHRISTIAN SCHOOL,8951 SW 44TH ST,MIAMI,33165,MIAMI-DADE,"-80.34078460,25.72835466",17R NJ 66124 45766,,3040210000100,PRIVATE SCHOOL,-8943495.231441846,2965475.2191683836
SUNSET PREPARATORY SCHOOL,11925 SUNSET DR,MIAMI,33183,MIAMI-DADE,"-80.38671454,25.70127226",17R NJ 61531 42745,,3049250000860,PRIVATE SCHOOL,-8948608.128907163,2962129.029199687
BRITO MIAMI PRIVATE SCHOOL,2732 SW 32ND AVE,MIAMI,33133,MIAMI-DADE,"-80.24637718,25.74120923",17R NJ 75586 47240,,0141160160920,PRIVATE SCHOOL,-8932985.845904907,2967063.743760392
ST LAWRENCE CATHOLIC SCHOOL,2200 NE 191ST ST,MIAMI,33180,MIAMI-DADE,"-80.15610840,25.95109219",17R NJ 84491 70539,,3022040000670,PRIVATE SCHOOL,-8922937.170866841,2993024.761545354
ROBLANCA ACADEMY,1174 W 70TH PL,HIALEAH,33014,MIAMI-DADE,"-80.30699986,25.88609328",17R NJ 69421 63252,,0420250090030,PRIVATE SCHOOL,-8939734.331018865,2984979.9342815056
MONTESSORI CHILDREN'S ACADEMY,9400 SW 16TH ST,MIAMI,33165,MIAMI-DADE,"-80.34828047,25.75425234",17R NJ 65358 48630,,3040090000210,PRIVATE SCHOOL,-8944329.66857416,2968675.7424193886
BOLA CHILDCARE & LEARNING CENTER,70 NE 80TH TER,MIAMI,33138,MIAMI-DADE,"-80.19562310,25.84836314",17R NJ 80604 59137,,0131120120660,PRIVATE SCHOOL,-8927335.927887259,2980312.158560645
GREATER LOVE MISSIONARY BAPTIST CHURCH,18200 NW 22ND AVE,OPA LOCKA,33056,MIAMI-DADE,"-80.23763224,25.93999905",17R NJ 76336 69261,,3421100020010,PRIVATE SCHOOL,-8932012.363768758,2991651.464626765
MATER BEACH ACADEMY,8625 BYRON AVE,MIAMI BEACH,33141,MIAMI-DADE,"-80.12356637,25.87149212",17R NJ 87808 61745,,0232020050170,PRIVATE SCHOOL,-8919314.609299457,2983173.3778490457
GOOD SHEPHERD SCHOOL,14187 SW 72ND ST,MIAMI,33183,MIAMI-DADE,"-80.42184114,25.70035130",17R NJ 58007 42627,,3049270021160,PRIVATE SCHOOL,-8952518.404148031,2962015.253445294
GULLIVER SCHOOLS-PINECREST HIGH SCHOOL,8000 SW 56TH ST,MIAMI,33143,MIAMI-DADE,"-80.32548559,25.71692442",17R NJ 67665 44508,,3040270050170,PRIVATE SCHOOL,-8941792.15309163,2964062.853399682
BISCAYNE ACADEMY,2785 NE 183RD ST,NORTH MIAMI BEACH,33160,MIAMI-DADE,"-80.14480592,25.94576172",17R NJ 85627 69956,,2822030000250,PRIVATE SCHOOL,-8921678.984934019,2992364.848999112
EARLY START DAY CARE,11895 SW 56TH ST,MIAMI,33175,MIAMI-DADE,"-80.38670779,25.71594635",17R NJ 61524 44370,,3049240012491,PRIVATE SCHOOL,-8948607.378092322,2963942.0045660646
THE GLORY OF GOD CHRISTIAN SCHOOL,440 E 13TH ST,HIALEAH,33010,MIAMI-DADE,"-80.27277763,25.83364554",17R NJ 72882 57462,,0431170120122,PRIVATE SCHOOL,-8935924.730236655,2978491.7764816084
SAINT MICHAEL THE ARCHANGEL SCHOOL,300 NW 28TH AVE,MIAMI,33125,MIAMI-DADE,"-80.24225221,25.77515156",17R NJ 75978 51002,,0141040720030,PRIVATE SCHOOL,-8932526.655892331,2971259.0477077607
LA PRIMA CASA MONTESSORI SCHOOL,2733 SW 3RD AVE,MIAMI,33129,MIAMI-DADE,"-80.20942708,25.75416563",17R NJ 79284 48697,,0141380091480,PRIVATE SCHOOL,-8928872.57883486,2968665.025335633
KID'S KOLLEGE,200 CANAL ST,MIAMI SPRINGS,33166,MIAMI-DADE,"-80.28314220,25.82364200",17R NJ 71849 56349,,0530240070870,PRIVATE SCHOOL,-8937078.509414515,2977254.5944455173
SMART STARTS DAY SCHOOL,7450 W 4TH AVE,HIALEAH,33014,MIAMI-DADE,"-80.29322641,25.89048574",17R NJ 70798 63746,,0420250010500,PRIVATE SCHOOL,-8938201.07774549,2985523.4436831293
EDUCATIONAL ALTERNATIVES,10950 SW 34TH ST,MIAMI,33165,MIAMI-DADE,"-80.37295554,25.73726374",17R NJ 62892 46737,,3040180000960,PRIVATE SCHOOL,-8947076.484572975,2966576.154642339
KEY BISCAYNE PRESBYTERIAN SCHOOL,160 HARBOR DR,KEY BISCAYNE,33149,MIAMI-DADE,"-80.16704165,25.69952096",17R NJ 83573 42671,,2442320060020,PRIVATE SCHOOL,-8924154.254549647,2961912.6727794674
