Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,ADDRESSCITYZIP,x,y
LEROY COLLINS PUBLIC LIBRARY,200 W PARK AVE,TALLAHASSEE,32624,LEON,"-84.28373187,30.44263997",16R GU 60855 70969,,,DISASTER RECOVERY CENTER,"200 W PARK AVE TALLAHASSEE , FL 32624",-9382422.113522008,3560574.9218716687
SUSAN HERNDON MCCOLLUM COMMUNITY CENTER,501 INGLESIDE DR,TALLAHASSEE,32303,LEON,"-84.27434275,30.45338624",16R GU 61728 72182,,,DISASTER RECOVERY CENTER,"501 INGLESIDE DR TALLAHASSEE , FL 32303",-9381376.921641551,3561962.5621047406
TROUSDELL GYMNASTICS CENTER,326 JOHN KNOX RD,TALLAHASSEE,32303,LEON,"-84.28499329,30.47555545",16R GU 60646 74616,,2124202080000,DISASTER RECOVERY CENTER,"326 JOHN KNOX RD TALLAHASSEE , FL 32303",-9382562.534905171,3564825.7011627154
CHARLES STRICKLAND RECREATIONAL PARK,2340 NW OLD FANNING RD,CHIEFLAND,32626,LEVY,"-82.87928743,29.50626796",17R LN 17839 65549,,,DISASTER RECOVERY CENTER,"2340 NW OLD FANNING RD CHIEFLAND , FL 32626",-9226080.074474832,3440241.764436683
LEVY COUNTY AG EXTENSION,625 N HATHAWAY AVE,BRONSON,32621,LEVY,"-82.64967199,29.45185642",17R LN 40014 59181,,,DISASTER RECOVERY CENTER,"625 N HATHAWAY AVE BRONSON , FL 32621",-9200519.400135182,3433283.904373678
LEVY-TOMMY USHER CENTER,506 SW 4TH AVE,CHIEFLAND,32626,LEVY,"-82.86468470,29.47500760",17R LN 19199 62062,,,DISASTER RECOVERY CENTER,"506 SW 4TH AVE CHIEFLAND , FL 32626",-9224454.505511224,3436243.8983392245
ALVA COMMUNITY CENTER,21471 N RIVER RD,ALVA,33920,LEVY,,,,,DISASTER RECOVERY CENTER,"21471 N RIVER RD ALVA , FL 33920",-9084570.495625082,3088662.0234323684
CITY OF INGLIS TOWN HALL,129 HWY 40 W ,INGLIS, ,LEVY,"-82.67273684,29.03287196",17R LN 37114 12781,,,DISASTER RECOVERY CENTER,"129 HWY 40 W  INGLIS , FL  ",-9203086.967506489,3379830.5647616424
WOODMEN OF THE WORLD,22564 NE WOODMAN OF THE WORLD RD,HOSFORD,32334,LIBERTY,"-84.77721546,30.39561635",16R GU 13553 64720,,,DISASTER RECOVERY CENTER,"22564 NE WOODMAN OF THE WORLD RD HOSFORD , FL 32334",-9437356.455532411,3554504.6748995082
HOSFORD TELOGIA FIRE DEPT.,20458 NE KEVER RD,HOSFORD,32334,LIBERTY,"-84.81853271,30.36423630",16R GU 09649 61164,,027-1S-6W-00769 000,DISASTER RECOVERY CENTER,"20458 NE KEVER RD HOSFORD , FL 32334",-9441955.871616324,3550455.4715560907
VETERANS MEMORIAL PARK,10405 NW THEO JACOBS WAY,BRISTOL,32321,LIBERTY,"-84.98118871,30.42230426",16R FU 93899 67311,STATE,006-1S-7W-01743 004,DISASTER RECOVERY CENTER,"10405 NW THEO JACOBS WAY BRISTOL , FL 32321",-9460062.654704977,3557949.4398121457
"NORTH FLORIDA COMMUNITY COLLEGE, VAN H. PRIEST AUDITORIUM",325 NW TURNER DAVIS DRIVE,MADISON,32340,MADISON,"-83.41922235,30.47336429",17R KP 67753 73727,SPECIAL TAXING DISTRICT,21-1N-09-3863-001-000,DISASTER RECOVERY CENTER,"325 NW TURNER DAVIS DRIVE MADISON , FL 32340",-9286185.354265723,3564542.6857298887
MADISON COURTHOUSE ANNEX,229 SW PINCKNEY ST,MADISON,32340,MADISON,"-83.41242917,30.46834871",17R KP 68393 73157,COUNTY,00-00-00-3713-000-000,DISASTER RECOVERY CENTER,"229 SW PINCKNEY ST MADISON , FL 32340",-9285429.140695877,3563894.883762809
MADISON COURTHOUSE ANNEX,229 SW PINCKNEY ST,MADISON,32340,MADISON,"-83.41242917,30.46834871",17R KP 68393 73157,COUNTY,00-00-00-3713-000-000,DISASTER RECOVERY CENTER,"229 SW PINCKNEY ST MADISON , FL 32340",-9285429.140695877,3563894.883762809
MADISON COURTHOUSE ANNEX,229 SW PINCKNEY ST,MADISON,32340,MADISON,"-83.41242917,30.46834871",17R KP 68393 73157,COUNTY,00-00-00-3713-000-000,DISASTER RECOVERY CENTER,"229 SW PINCKNEY ST MADISON , FL 32340",-9285429.140695877,3563894.883762809
DRC 13 - MANATEE COUNTY CONVENTION CENTER,1 HABEN BLVD,PALMETTO,34221,MANATEE,"-82.56165036,27.51498730",17R LL 45761 44448,COUNTY,2604500005,DISASTER RECOVERY CENTER,"1 HABEN BLVD PALMETTO , FL 34221",-9190720.87670245,3187961.2607163074
BRADENTON Y.M.C.A.,3805 59TH STREET WEST,BRADENTON,34209,MANATEE,"-82.61935451,27.46754720",17R LL 39992 39265,,5111110002,DISASTER RECOVERY CENTER,"3805 59TH STREET WEST BRADENTON , FL 34209",-9197144.473875938,3182008.0202256893
BLAKE LIBRARY,2351 SE MONTEREY RD,STUART,34996,MARTIN,"-80.22355465,27.19450341",17R NL 76903 08216,,,DISASTER RECOVERY CENTER,"2351 SE MONTEREY RD STUART , FL 34996",-8930445.253172701,3147793.467364088
ROBERT MORGADE LIBRARY,5851 SE COMMUNITY DR,STUART,34997,MARTIN,"-80.22062692,27.13418717",17R NL 77235 01537,,,DISASTER RECOVERY CENTER,"5851 SE COMMUNITY DR STUART , FL 34997",-8930119.33934722,3140246.688732631
JENSEN BEACH RECREATION CENTER,2369 NE DIXIE HWY,JENSEN BEACH,34957,MARTIN,"-80.22184696,27.22446315",17R NL 77052 11536,,,DISASTER RECOVERY CENTER,"2369 NE DIXIE HWY JENSEN BEACH , FL 34957",-8930255.154123053,3151543.552302183
PORT SALERNO ELEMENTARY SCHOOL,4890 SE JACK AVE,STUART,34997,MARTIN,"-80.20711687,27.14625385",17R NL 78565 02882,COUNTY,523841000000010003,DISASTER RECOVERY CENTER,"4890 SE JACK AVE STUART , FL 34997",-8928615.407782657,3141756.1478948877
JOSEPH CALEB COMMUNITY CENTER,5400 NW 22ND AVE STE 301,MIAMI,33142,MIAMI-DADE,"-80.23321580,25.82526356",17R NJ 76852 56557,,,DISASTER RECOVERY CENTER,"5400 NW 22ND AVE STE 301 MIAMI , FL 33142",-8931520.728110647,2977455.132919679
MD-GOULD'S PARK (FIXED),11350 SW 216TH ST ,MIAMI,33170,MIAMI-DADE,"-80.37709250,25.56554270",17R NJ 62567 27718,,,DISASTER RECOVERY CENTER,"11350 SW 216TH ST  MIAMI , FL 33170",-8947537.008512506,2945370.291316749
MD-WEST KENDALL REGIONAL LIBRARY,10201 HAMMOCKS BLVD,MIAMI,33196,MIAMI-DADE,"-80.44193580,25.67169590",17R NJ 56004 39445,,,DISASTER RECOVERY CENTER,"10201 HAMMOCKS BLVD MIAMI , FL 33196",-8954755.331642387,2958475.5664579086
MD-NFL YET CENTER,7090 NW 22ND AVE,MIAMI, ,MIAMI-DADE,"-80.23540700,25.83790500",17R NJ 76624 57955,,,DISASTER RECOVERY CENTER,"7090 NW 22ND AVE MIAMI , FL  ",-8931764.650829095,2979018.59511605
MIAMI-DADE COLLEGE KENDALL CAMPUS BLDG. K (FIXED),11011 SW 104TH ST,MIAMI,33146,MIAMI-DADE,"-80.37405330,25.67373600",17R NJ 62816 39701,,,DISASTER RECOVERY CENTER,"11011 SW 104TH ST MIAMI , FL 33146",-8947198.686317174,2958727.543686753
MD-STEPHEN P CLARK (FIXED),111 NW 1ST ST,MIAMI ,33128,MIAMI-DADE,"-80.19666210,25.77525290",17R NJ 80550 51040,,,DISASTER RECOVERY CENTER,"111 NW 1ST ST MIAMI  , FL 33128",-8927451.588257708,2971271.5750829806
E. DARWIN FUCHS PAVILION AT TAMIAMI PARK,10901 SW 24TH STREET,MIAMI,33165,MIAMI-DADE,"-80.37076382,25.74826960",17R NJ 63106 47957,COUNTY,3040070000010,DISASTER RECOVERY CENTER,"10901 SW 24TH STREET MIAMI , FL 33165",-8946832.502584185,2967936.3127635624
SAN PABLO CATHOLIC CHURCH,550 122ND ST OCEAN,MARATHON,33050,MONROE,"-81.02700239,24.72926148",17R MH 97269 34970,,0566 33 00100450000000,DISASTER RECOVERY CENTER,"550 122ND ST OCEAN MARATHON , FL 33050",-9019884.64625031,2842526.956888838
SAINT PETER'S CATHOLIC CHURCH,31300 OVERSEAS HWY,BIG PINE KEY,33043,MONROE,"-81.34287723,24.66803640",17R MH 65307 28234,,2566 29 00110400000000,DISASTER RECOVERY CENTER,"31300 OVERSEAS HWY BIG PINE KEY , FL 33043",-9055047.672596214,2835025.12982906
HABITAT FOR HUMANITY,30233 OVERSEAS HWY,BIG PINE KEY,33043,MONROE,"-81.35852250,24.66870971",17R MH 63725 28312,,2666 29 00111690000300,DISASTER RECOVERY CENTER,"30233 OVERSEAS HWY BIG PINE KEY , FL 33043",-9056789.296253342,2835107.6094746734
OLD BANK OF AMERICA BLDG. (FIXED),30572 OVERSEAS HWY.,BIG PINE KEY,33043,MONROE,"-81.35455496,24.66929155",17R MH 64126 28376,,,DISASTER RECOVERY CENTER,"30572 OVERSEAS HWY. BIG PINE KEY , FL 33043",-9056347.631461954,2835178.8845472503
MONROE COUNTY PUBLIC LIBRARY,81850 OVERSEAS HWY,ISLAMORADA,33036,MONROE,"-80.63675808,24.91753414",17R NH 36679 55865,COUNTY,3263 37 00095080000000,DISASTER RECOVERY CENTER,"81850 OVERSEAS HWY ISLAMORADA , FL 33036",-8976442.84878749,2865618.9452720094
MARATHON AIRPORT BASE CAMP,9400 OVERSEAS HWY,MARATHON,33050,MONROE,"-81.04964044,24.72554452",17R MH 94979 34559,COUNTY,0166 32 00101160000000,DISASTER RECOVERY CENTER,"9400 OVERSEAS HWY MARATHON , FL 33050",-9022404.70292393,2842071.4175434173
BIG PINE VOL FIRE STATION/EMS #13,400 KEY DEER BLVD,BIG PINE KEY,33043,MONROE,"-81.35974257,24.67448990",17R MH 63603 28952,COUNTY,2666 29 00111460000000,DISASTER RECOVERY CENTER,"400 KEY DEER BLVD BIG PINE KEY , FL 33043",-9056925.114358097,2835815.695280141
BIG PINE MOOSE LODGE #1585,21 WILDER RD,BIG PINE KEY,33043,MONROE,"-81.35600169,24.67508763",17R MH 63981 29018,,2666 29 00111680000000,DISASTER RECOVERY CENTER,"21 WILDER RD BIG PINE KEY , FL 33043",-9056508.681577327,2835888.9198515043
ST. JUSTIN THE MARTYR CATHOLIC CHURCH,105500 OVERSEAS HWY,KEY LARGO,33037,MONROE,"-80.38317406,25.16204100",17R NH 62162 83032,,,DISASTER RECOVERY CENTER,"105500 OVERSEAS HWY KEY LARGO , FL 33037",-8948214.00518921,2895660.8717153687
MRIC, , , ,MONROE,"-81.80142800,24.55614200",17R MH 18838 16037,,,DISASTER RECOVERY CENTER,"    , FL  ",-9106093.311154734,2821324.3604899105
"3126 FLAGLER AVE, KEY WEST, FL 33040 (FIXED)",3126 FLAGLER AVE,KEY WEST,33040,MONROE,"-81.76450403,24.56117346",17R MH 22580 16573,,,DISASTER RECOVERY CENTER,"3126 FLAGLER AVE KEY WEST , FL 33040",-9101982.953674011,2821940.1684616166
"6805 OVERSEAS HWY, MARATHON, FL 33050 (FIXED)",6805 OVERSEAS HWY,MARATHON,33050,MONROE,,,,,DISASTER RECOVERY CENTER,"6805 OVERSEAS HWY MARATHON , FL 33050",-9024142.75965297,2841236.462030302
KEY WEST FIRE ST 3,1525 KENNEDY DR,KEY WEST,33040,MONROE,"-81.76562295,24.56159055",17R MH 22467 16620,MUNICIPAL,3367 25 00064570000000,DISASTER RECOVERY CENTER,"1525 KENNEDY DR KEY WEST , FL 33040",-9102107.51099466,2821991.2181680766
KEY WEST FIRE ST 1,1600 N ROOSEVELT BLVD,KEY WEST,33040,MONROE,"-81.78681180,24.55812877",17R MH 20319 16248,MUNICIPAL,0568 25 00064920000000,DISASTER RECOVERY CENTER,"1600 N ROOSEVELT BLVD KEY WEST , FL 33040",-9104466.243518962,2821567.520874587
KEY WEST FIRE ST 1,1600 N ROOSEVELT BLVD,KEY WEST,33040,MONROE,"-81.78681180,24.55812877",17R MH 20319 16248,MUNICIPAL,0568 25 00064920000000,DISASTER RECOVERY CENTER,"1600 N ROOSEVELT BLVD KEY WEST , FL 33040",-9104466.243518962,2821567.520874587
PECK CENTER (TENTATIVE - AGREEMENT BEING OBTAINED),516 S 10TH ST,FERNANDINA BEACH,32034,NASSAU,"-81.45774946,30.66396317",17R MP 56147 92450,MUNICIPAL,00-00-31-1800-0143-0082,DISASTER RECOVERY CENTER,"516 S 10TH ST FERNANDINA BEACH , FL 32034",-9067835.191380931,3589184.830223293
BRYCEVILLE COMMUNITY CENTER,7280 MOTES RD,BRYCEVILLE,32009,NASSAU,"-81.93478845,30.39213612",17R MP 10196 62609,,,DISASTER RECOVERY CENTER,"7280 MOTES RD BRYCEVILLE , FL 32009",-9120938.928970903,3554055.530148935
NASSAU COUNTY EOC,77150 CITIZENS CIR,YULEE,32097,NASSAU,"-81.63018519,30.61265568",17R MP 39596 86844,COUNTY,08-2N-27-0000-0003-0040,DISASTER RECOVERY CENTER,"77150 CITIZENS CIR YULEE , FL 32097",-9087030.64881497,3582546.622652681
FWB SENIOR COMMUNITY CENTER,31 MEMORIAL SW,FORT WALTON BEACH,32548,OKALOOSA,"-86.63075100,30.40951900",16R EU 35466 64222,,14-2S-24-2180-000A-0010,DISASTER RECOVERY CENTER,"31 MEMORIAL SW FORT WALTON BEACH , FL 32548",-9643691.088363806,3556299.054041899
ST. MARY'S CATHOLIC CHURCH & SCHOOL,110 ROBINWOOD DR SW,FORT WALTON BEACH,32548,OKALOOSA,"-86.61881066,30.40731030",16R EU 36613 63981,,14-2S-24-221E-000H-0010,DISASTER RECOVERY CENTER,"110 ROBINWOOD DR SW FORT WALTON BEACH , FL 32548",-9642361.89612611,3556013.9654276078
SENIOR PARK CENTER,205 STILLWELL BLVD,CRESTVIEW,32536,OKALOOSA,"-86.56036720,30.77493836",16R EV 42068 04742,MUNICIPAL,08-3N-23-0000-0001-002A,DISASTER RECOVERY CENTER,"205 STILLWELL BLVD CRESTVIEW , FL 32536",-9635855.999917207,3603554.9690633314
HEDRICK REC CENTER,132 JET DR. NW,FORT WALTON BEACH,32548,OKALOOSA,"-86.62328800,30.41601100",16R EU 36180 64944,MUNICIPAL,14-2S-24-1190-0000-00L1,DISASTER RECOVERY CENTER,"132 JET DR. NW FORT WALTON BEACH , FL 32548",-9642860.311019767,3557137.047355742
OKEECHOBEE COUNTY CIVIC CENTER,1750 HWY 98N,OKEECHOBEE,34974,OKEECHOBEE,"-80.82821900,27.22242900",17R NL 17009 11083,,2-27-37-35-0A00-00012-A000,DISASTER RECOVERY CENTER,"1750 HWY 98N OKEECHOBEE , FL 34974",-8997756.180799598,3151288.9038877357
OKEECHOBEE COUNTY EOC,707 NW 6TH ST,OKEECHOBEE,34972,OKEECHOBEE,"-80.83716658,27.24854672",17R NL 16119 13975,COUNTY,,DISASTER RECOVERY CENTER,"707 NW 6TH ST OKEECHOBEE , FL 34972",-8998752.22035054,3154558.8433413156
"2250 N ORANGE BLOSSOM TRAIL, ORLANDO, FL 32804 (FIXED)",2250 N ORANGE BLOSSOM TRAIL,ORLANDO,32804,ORANGE,"-81.40559183,28.57132923",17R MM 60333 60561,,,DISASTER RECOVERY CENTER,"2250 N ORANGE BLOSSOM TRAIL ORLANDO , FL 32804",-9062029.030512365,3321198.1687718006
ORANGE-RENAISSANCE SENIOR CENTER,3800 S ECONLOCKHATCHEE TRL,ORLANDO,32829,ORANGE,"-81.25866410,28.49689900",17R MM 74685 52275,,,DISASTER RECOVERY CENTER,"3800 S ECONLOCKHATCHEE TRL ORLANDO , FL 32829",-9045673.11014464,3311767.0627601696
ORANGE-CENTRAPLEX, , , ,ORANGE,"-81.38425100,28.54893800",17R MM 62412 58073,,,DISASTER RECOVERY CENTER,"    , FL  ",-9059653.379920209,3318360.2595395967
GOLDENROD FACILITY,1602 N GOLDENROD RD,ORLANDO,32807,ORANGE,"-81.28696303,28.56564319",17R MM 71933 59897,,,DISASTER RECOVERY CENTER,"1602 N GOLDENROD RD ORLANDO , FL 32807",-9048823.332879916,3320477.4513700726
ORANGE-VALENCIA STATE COLLEGE (FIXED),,ORLANDO,32801,ORANGE,"-81.45931720,28.52077770",17R MM 55057 54979,,,DISASTER RECOVERY CENTER," ORLANDO , FL 32801",-9068009.711085515,3314792.023688665
ORANGE-APOPKA SERVICE CENTER,1111 ROCK SPRINGS RD,APOPKA,32712,ORANGE,"-81.50778840,28.69993810",17R MM 50398 74847,,,DISASTER RECOVERY CENTER,"1111 ROCK SPRINGS RD APOPKA , FL 32712",-9073405.500351569,3337510.0311011244
VALENCIA COMMUNITY COLLEGE - WEST CAMPUS,,ORLANDO,32835,ORANGE,"-81.46481018,28.52120108",17R MM 54520 55028,STATE,282301000000002,DISASTER RECOVERY CENTER," ORLANDO , FL 32835",-9068621.186736865,3314845.6642099656
BALL FIELD BEHIND SENIOR CENTER,3101 17TH ST,SAINT CLOUD,34769,OSCEOLA,"-81.30611619,28.24045522",17R MM 69968 23877,OTHER PUBLIC,10-26-30-00U0-0030-0000,DISASTER RECOVERY CENTER,"3101 17TH ST SAINT CLOUD , FL 34769",-9050955.453064106,3279323.6546255327
GYMNASIUM-B,3001 17TH ST,SAINT CLOUD,34769,OSCEOLA,"-81.30682115,28.24175382",17R MM 69900 24021,OTHER PUBLIC,10-26-30-00U0-0030-0000,DISASTER RECOVERY CENTER,"3001 17TH ST SAINT CLOUD , FL 34769",-9051033.928343555,3279487.747643916
OSCEOLA COUNTY PUBLIC LIBRARY HART MEMORIAL,211 E DAKIN AVE,KISSIMMEE,34741,OSCEOLA,"-81.40378618,28.29190882",17R MM 60406 29605,MUNICIPAL,22-25-29-1591-0001-0020,DISASTER RECOVERY CENTER,"211 E DAKIN AVE KISSIMMEE , FL 34741",-9061828.025706416,3285826.9112626957
PARTIN TRIANGLE PARK,2830 NEPTUNE RD,KISSIMMEE,34744,OSCEOLA,"-81.32907323,28.25411775",17R MM 67720 25396,COUNTY,05-26-30-5210-0008-0080,DISASTER RECOVERY CENTER,"2830 NEPTUNE RD KISSIMMEE , FL 34744",-9053511.018869955,3281050.1654191576
OSCEOLA-HERITAGE PARK,1875 SILVER SPUR LN,KISSIMMEE ,34741,OSCEOLA,"-81.36902060,28.29895000",17R MM 63817 30374,,,DISASTER RECOVERY CENTER,"1875 SILVER SPUR LN KISSIMMEE  , FL 34741",-9057957.93950818,3286717.09587555
OSCEOLA COUNTY PUBLIC LIBRARY (BVL),405 BUENAVENTURA BLVD,KISSIMMEE,34743,OSCEOLA,"-81.35123052,28.33095110",17R MM 65572 33914,COUNTY,07-25-30-2703-0113-0070,DISASTER RECOVERY CENTER,"405 BUENAVENTURA BLVD KISSIMMEE , FL 34743",-9055977.557064177,3290763.5904885093
BUENAVENTURA COMMUNITY CENTER,501 FLORIDA PKWY,KISSIMMEE,34743,OSCEOLA,"-81.35231779,28.32714554",17R MM 65464 33493,COUNTY,07-25-30-2677-0001-00A0,DISASTER RECOVERY CENTER,"501 FLORIDA PKWY KISSIMMEE , FL 34743",-9056098.591222804,3290282.319173165
BUENAVENTURA COMMUNITY CENTER,419 BUENAVENTURA BLVD,KISSIMMEE,34743,OSCEOLA,"-81.35296567,28.33322544",17R MM 65402 34166,COUNTY,07-25-30-2703-0114-0380,DISASTER RECOVERY CENTER,"419 BUENAVENTURA BLVD KISSIMMEE , FL 34743",-9056170.712965675,3291051.224489522
OREN BROWN PARK,3511 BAKER DR,KISSIMMEE,34741,OSCEOLA,"-81.43934433,28.27548893",17R MM 56912 27798,COUNTY,29-25-29-4700-0001-1130,DISASTER RECOVERY CENTER,"3511 BAKER DR KISSIMMEE , FL 34741",-9065786.341296406,3283751.2489762045
OSCEOLA COUNTY PUBLIC LIBRARY VETERANS MEMORIAL,810 13TH ST,SAINT CLOUD,34769,OSCEOLA,"-81.27864825,28.24678063",17R MM 72665 24571,COUNTY,01-26-30-0001-0224-0010,DISASTER RECOVERY CENTER,"810 13TH ST SAINT CLOUD , FL 34769",-9047897.735917088,3280122.95962971
OSCEOLA COUNTY PUBLIC LIBRARY POINCIANA,101 N DOVERPLUM AVE,KISSIMMEE,34758,OSCEOLA,"-81.45275370,28.15129753",17R MM 55546 14045,COUNTY,25-26-28-6120-000A-0010,DISASTER RECOVERY CENTER,"101 N DOVERPLUM AVE KISSIMMEE , FL 34758",-9067279.065205937,3268062.3722467683
BELLE GLADE MUNICIPAL COMPLEX,SW 2ND STREET,BELLE GLADE,33430,PALM BEACH,"-80.66890547,26.68126415",17R NK 32941 51175,COUNTY,04374342010060013,DISASTER RECOVERY CENTER,"SW 2ND STREET BELLE GLADE , FL 33430",-8980021.4797272,3083706.042718325
CAROLYN SIMS CENTER (FIXED),225 NW 12th AVE,BOYNTON BEACH,33435,PALM BEACH,"-80.06753317,26.53807787",17R NK 92892 35612,,,DISASTER RECOVERY CENTER,"225 NW 12th AVE BOYNTON BEACH , FL 33435",-8913077.021753013,3065878.2715546554
WELLINGTON COMMUNITY CENTER,12165 W FOREST HILL BLVD,WEST PALM BEACH,33414,PALM BEACH,"-80.23828733,26.65310123",17R NK 75805 48240,MUNICIPAL,73414410000005020,DISASTER RECOVERY CENTER,"12165 W FOREST HILL BLVD WEST PALM BEACH , FL 33414",-8932085.287620049,3080197.7819658676
JUPITER COMMUNITY CENTER,210 MILITARY TRAIL,JUPITER,33458,PALM BEACH,"-80.10312746,26.93175506",17R NK 89039 79192,MUNICIPAL,30424101000007210,DISASTER RECOVERY CENTER,"210 MILITARY TRAIL JUPITER , FL 33458",-8917039.35934546,3114948.0294322595
PASCO-WELLS FARGO,11938 CURLEY ST,SAN ANTONIO,33576,PASCO,"-82.27385380,28.33153630",17R LM 75131 34588,,,DISASTER RECOVERY CENTER,"11938 CURLEY ST SAN ANTONIO , FL 33576",-9158683.510619804,3290837.5995804197
LAND O LAKE RECREATION CENTER,3032 COLLIER PARKWAY,LAND O LAKES,34639,PASCO,"-82.43215936,28.19933183",17R LM 59438 20113,COUNTY,1926290000007000020,DISASTER RECOVERY CENTER,"3032 COLLIER PARKWAY LAND O LAKES , FL 34639",-9176306.00478957,3274128.2960925237
TROUBLE CREEK SQUARE SHOPPING CENTER,4444 GRAND BLVD,NEW PORT RICHEY,34652,PASCO,"-82.72098333,28.22366042",17R LM 31125 23178,,1626170040037000034,DISASTER RECOVERY CENTER,"4444 GRAND BLVD NEW PORT RICHEY , FL 34652",-9208457.742213914,3277201.62785346
PASCO-VAC SUPER TARGET,16400 FL-54,ODESSA,33556,PASCO,"-82.54450540,28.18640800",17R LM 48392 18817,,,DISASTER RECOVERY CENTER,"16400 FL-54 ODESSA , FL 33556",-9188812.308870792,3272495.9662285913
PASCO COUNTY COMMUNITY SERVICES DEPT. (DADE CITY),13853 15TH ST,DADE CITY,33525,PASCO,"-82.19820333,28.36026164",17R LM 82579 37694,COUNTY,2124340010003000010,DISASTER RECOVERY CENTER,"13853 15TH ST DADE CITY , FL 33525",-9150262.139350666,3294470.9372114353
COMMUNITY SERVICE COMPLEX,8620 GALEN WILSON BLVD,PORT RICHEY,34668,PASCO,"-82.68193543,28.28313703",17R LM 35048 29714,COUNTY,1625260010024000020,DISASTER RECOVERY CENTER,"8620 GALEN WILSON BLVD PORT RICHEY , FL 34668",-9204110.95009362,3284718.0167015726
PALM HARBOR COMMUNITY ACTIVITY CENTER,1500 16TH STREET,PALM HARBOR,34683,PINELLAS,"-82.75726400,28.08159700",17R LM 27336 07487,COUNTY,15 28 01 13068 000 0010,DISASTER RECOVERY CENTER,"1500 16TH STREET PALM HARBOR , FL 34683",-9212496.48784852,3259265.2048047422
PINELLAS COUNTY EXTENSION,12520 ULMERTON ROAD,LARGO,33774,PINELLAS,"-82.81244500,27.88565900",17R LL 21591 85856,,15 30 08 70470 400 1601,DISASTER RECOVERY CENTER,"12520 ULMERTON ROAD LARGO , FL 33774",-9218639.208754387,3234565.638666711
EPICENTER/ST. PETERSBURG COLLEGE,13805 58th St N,CLEARWATER,33760,PINELLAS,"-82.71134081,27.89742955",17R LL 31563 87017,,,DISASTER RECOVERY CENTER,"13805 58th St N CLEARWATER , FL 33760",-9207384.342110846,3236048.145868325
"2431 TAMPA ROAD, PALM HARBOR, FL 34683 (FIXED)",2431 TAMPA ROAD,PALM HARBOR,34683,PINELLAS,"-82.74040191,28.06778076",17R LM 28971 05933,,,DISASTER RECOVERY CENTER,"2431 TAMPA ROAD PALM HARBOR , FL 34683",-9210619.40845909,3257522.083654517
DRC 10 - PARK STATION (PINELLAS PARK CHAMBER OF COMMERCE),5851 PARK BLVD,PINELLAS PARK,33781,PINELLAS,"-82.71424358,27.83958364",17R LL 31188 80612,MUNICIPAL,16 30 28 71064 000 0030,DISASTER RECOVERY CENTER,"5851 PARK BLVD PINELLAS PARK , FL 33781",-9207707.47705915,3228763.9696602463
HARDEE COUNTY AGRI-CIVIC CENTER,515 CIVIC CENTER DRIVE,WINTER HAVEN,33880,POLK,"-81.83470000,28.00000000",17R ML 17928 97483,STATE,252832000000011010,DISASTER RECOVERY CENTER,"515 CIVIC CENTER DRIVE WINTER HAVEN , FL 33880",-9109797.133182738,3248973.789538171
BARTOW CIVIC CENTER,2250 S FLORAL AVE,BARTOW,33830,POLK,"-81.84439000,27.87249900",17R ML 16878 83364,MUNICIPAL,253018000000012010,DISASTER RECOVERY CENTER,"2250 S FLORAL AVE BARTOW , FL 33830",-9110875.819157992,3232908.3198000705
POLK-WH STUART CONF CENTER, 1710 US HWY 17,BARTOW,33830,POLK,"-81.82631230,27.91306340",17R ML 18688 87846,,,DISASTER RECOVERY CENTER," 1710 US HWY 17 BARTOW , FL 33830",-9108863.41873104,3238017.488136765
ZOLFO SPRINGS CIVIC CENTER, ,WINTER HAVEN,33880,POLK,"-81.80573900,27.99999900",17R ML 20776 97463,,252834000000011010,DISASTER RECOVERY CENTER,"  WINTER HAVEN , FL 33880",-9106573.209483946,3248973.663443883
W. H. STUART CONFERENCE CENTER (FIXED),1702 US HWY 17,BARTOW,33830,POLK,"-81.82790688,27.87784098",17R ML 18504 83945,,,DISASTER RECOVERY CENTER,"1702 US HWY 17 BARTOW , FL 33830",-9109040.926100086,3233581.043247004
LAKELAND CIVIC CENTER,700 WEST LEMON ST,LAKELAND,33815,POLK,"-81.96293900,28.04184900",17R MM 05355 02212,,232813065000000011,DISASTER RECOVERY CENTER,"700 WEST LEMON ST LAKELAND , FL 33815",-9124072.633373287,3254251.016202136
EAGLE RIDGE MALL,451 EAGLE RIDGE DRIVE,LAKE WALES,33859,POLK,"-81.61586900,27.95411000",17R ML 39419 92271,,272916000000021010,DISASTER RECOVERY CENTER,"451 EAGLE RIDGE DRIVE LAKE WALES , FL 33859",-9085436.97774518,3243189.341501407
ST JOHNS RIVER STATE COLLEGE,5001 ST JOHNS AVE,PALATKA,32177,PUTNAM,"-81.68131598,29.64664699",17R MN 34056 79825,,10-10-26-0000-0010-0000,DISASTER RECOVERY CENTER,"5001 ST JOHNS AVE PALATKA , FL 32177",-9092722.502507152,3458209.9921978805
MELROSE PUBLIC LIBRARY,312 WYNNWOOD AVE,MELROSE,32666,PUTNAM,"-82.04565211,29.71248360",17R LN 98856 87384,COUNTY,05-09-23-005293-004-01,DISASTER RECOVERY CENTER,"312 WYNNWOOD AVE MELROSE , FL 32666",-9133280.21416031,3466645.57063676
