Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,x,y
LAKE CO EMS ST 261,306 W HERMOSA ST,LADY LAKE,32159,LAKE,"-81.92560352,28.91952071",17R MM 09774 99421,COUNTY,171824000400003500,EMERGENCY MEDICAL SERVICE,-9119916.467319185,3365406.806739183
LAKE CO EMS ST 131,26201 STATE ROAD 44,EUSTIS,32736,LAKE,"-81.52464466,28.85379234",17R MM 48827 91900,COUNTY,371928010000000012,EMERGENCY MEDICAL SERVICE,-9075281.93038631,3357050.204501062
LAKE CO EMS ST 351,101 N MAIN AVE,MINNEOLA,34715,LAKE,"-81.75165650,28.57970253",17R MM 26493 61652,,,EMERGENCY MEDICAL SERVICE,-9100552.772932306,3322259.5721767694
LAKE CO EMS ST 271,506 BERCKMAN ST,FRUITLAND PARK,34731,LAKE,"-81.91274399,28.85874518",17R MM 10976 92678,,,EMERGENCY MEDICAL SERVICE,-9118484.950450879,3357679.7164520132
LAKE CO EMS ST 211,725 GRIFFIN AVE,LADY LAKE,32159,LAKE,"-81.94054862,28.93820937",17R MN 08333 01503,COUNTY,061824037000E00000,EMERGENCY MEDICAL SERVICE,-9121580.14766242,3367783.8206901387
LAKE CO EMS ST 151,2753 W OLD HWY 441,MOUNT DORA,32757,LAKE,"-81.67339258,28.80958320",17R MM 34290 87075,COUNTY,251926052500000100,EMERGENCY MEDICAL SERVICE,-9091840.473455233,3351432.4941711784
LAKE CO EMS ST 141,702 S GROVE ST ,EUSTIS,32726,LAKE,"-81.68327953,28.84670200",17R MM 33349 91193,COUNTY,111926010011200008,EMERGENCY MEDICAL SERVICE,-9092941.083922049,3356149.065009325
LAKE CO EMS ST 241,9400 VETERANS HWY,LEESBURG,34788,LAKE,"-81.80240362,28.82584769",17R MM 21713 88955,MUNICIPAL,221925000200000500,EMERGENCY MEDICAL SERVICE,-9106201.916245006,3353498.9661840783
LAKE CO EMS ST 331,16240 COUNTY ROAD 474,CLERMONT,34714,LAKE,"-81.68554049,28.36957595",17R MM 32826 38334,COUNTY,262426000200004000,EMERGENCY MEDICAL SERVICE,-9093192.77196848,3295649.2730967714
LAKE CO EMS ST 101,1 CASSADY ST,UMATILLA,32784,LAKE,"-81.66752957,28.92664279",17R MN 34936 00041,MUNICIPAL,131826290001100301,EMERGENCY MEDICAL SERVICE,-9091187.806216754,3366312.6144070514
LAKE CO EMS ST 361,2200 HARTWOOD MARSH RD,CLERMONT,34711,LAKE,"-81.71530093,28.50007247",17R MM 29996 52808,MUNICIPAL,092326000200001100,EMERGENCY MEDICAL SERVICE,-9096505.689333398,3312169.0391259952
LAKE CO EMS ST 121,1300 N DONNELLY ST,MOUNT DORA,32757,LAKE,"-81.64429998,28.80816212",17R MM 37128 86902,MUNICIPAL,301927000100003000,EMERGENCY MEDICAL SERVICE,-9088601.89941077,3351251.955961055
LAKE CO EMS ST 161,1720 LANE PARK CUTOFF,TAVARES,32778,LAKE,"-81.74563196,28.77235543",17R MM 27215 82992,MUNICIPAL,062026000400006500,EMERGENCY MEDICAL SERVICE,-9099882.124565294,3346703.7641103645
LAKE CO EMS ST 311,529 E MYERS BLVD,MASCOTTE,34753,LAKE,"-81.88084678,28.57222154",17R MM 13852 60909,MUNICIPAL,142224020001100100,EMERGENCY MEDICAL SERVICE,-9114934.169604888,3321311.274031051
LAKE CO EMS ST 321,2180 LEGENDS WAY,CLERMONT,34711,LAKE,"-81.71437625,28.54871390",17R MM 30118 58196,MUNICIPAL,092226120500400000,EMERGENCY MEDICAL SERVICE,-9096402.754764097,3318331.859535811
LAKE CO EMS ST 231,3714 ROGERS INDUSTRIAL PARK RD,OKAHUMPKA,34762,LAKE,"-81.89242810,28.74105706",17R MM 12859 79623,MUNICIPAL,142024010000000101,EMERGENCY MEDICAL SERVICE,-9116223.39636827,3342729.501592128
LAKE CO EMS ST 171,4300 N HWY 19A,MOUNT DORA,32757,LAKE,"-81.68238517,28.81540744",17R MM 33417 87725,MUNICIPAL,231926000300009300,EMERGENCY MEDICAL SERVICE,-9092841.523932278,3352172.451709792
MEDIC 16,360 E RAILROAD AVE,BOCA GRANDE,33921,LEE,"-82.26092070,26.74991252",17R LK 74615 59357,MUNICIPAL,14432001000140070,EMERGENCY MEDICAL SERVICE,-9157243.804505987,3092261.2171043977
LEHIGH ACRES ALS - RESCUE 102,11 S HOMESTEAD RD,LEHIGH ACRES,33936,LEE,"-81.63993782,26.59835674",17R MK 36283 42110,MUNICIPAL,05452700000100010,EMERGENCY MEDICAL SERVICE,-9088116.306470826,3073380.725383306
LEHIGH ACRES ALS - RESCUE 104,3102 SW 16TH ST,LEHIGH ACRES,33971,LEE,"-81.67960311,26.59874280",17R MK 32334 42173,MUNICIPAL,02452609000840000,EMERGENCY MEDICAL SERVICE,-9092531.826074371,3073428.788385208
LEHIGH ACRES ALS - RESCUE 105,636 THOMAS SHERWIN AVE S,LEHIGH ACRES,33936,LEE,"-81.60426912,26.56278244",17R MK 39816 38152,MUNICIPAL,15452710000630120,EMERGENCY MEDICAL SERVICE,-9084145.6848176,3068952.5846406794
MEDIC 13,25001 CHAMBER OF COMMERCE DR,BONITA SPRINGS,34135,LEE,"-81.80703500,26.37582486",17R MK 19490 17557,MUNICIPAL,214725B2000011020,EMERGENCY MEDICAL SERVICE,-9106717.479588605,3045703.4134074487
T01,636 DEL PRADO BLVD,CAPE CORAL,33990,LEE,"-81.94217712,26.63922027",17R MK 06222 46822,PRIVATE,,EMERGENCY MEDICAL SERVICE,-9121761.431235136,3078468.947118302
MEDIC 34,636 DEL PRADO BLVD,CAPE CORAL,33990,LEE,"-81.94217712,26.63922027",17R MK 06222 46822,PRIVATE,,EMERGENCY MEDICAL SERVICE,-9121761.431235136,3078468.947118302
MEDIC 3,1035 TERRY ST,FORT MYERS,33916,LEE,"-81.84424454,26.65759064",17R MK 15984 48788,MUNICIPAL,074425P3000020000,EMERGENCY MEDICAL SERVICE,-9110859.626013909,3080756.970552763
T03,2776 CLEVELAND AVE,FORT MYERS,33901,LEE,"-81.87404774,26.62839039",17R MK 12995 45574,PRIVATE,,EMERGENCY MEDICAL SERVICE,-9114177.303405065,3077120.2602856904
MEDIC 37,28055 MANGO DR,BONITA SPRINGS,34134,LEE,"-81.81645288,26.32973602",17R MK 18519 12458,MUNICIPAL,044825B1000030290,EMERGENCY MEDICAL SERVICE,-9107765.8728518,3039977.810691497
ALS AT FMB FIRE STATION 32,17891 SAN CARLOS BLVD,FORT MYERS BEACH,33931,LEE,"-81.94797338,26.48160224",17R MK 05516 29368,MUNICIPAL,07462401000010270,EMERGENCY MEDICAL SERVICE,-9122406.668731129,3058852.7527018175
ALVA MEDIC,2660 STYLES RD,ALVA,33920,LEE,"-81.60755189,26.70618246",17R MK 39565 54036,MUNICIPAL,27432700000540010,EMERGENCY MEDICAL SERVICE,-9084511.121618863,3086810.84422349
LEHIGH ACRES ALS - RESCUE 101,1000 JOEL BLVD,LEHIGH ACRES,33972,LEE,"-81.59778174,26.63684493",17R MK 40500 46352,MUNICIPAL,23442707000250020,EMERGENCY MEDICAL SERVICE,-9083423.512624953,3078173.125154311
LEHIGH ACRES ALS - RESCUE 103,308 GUNNERY RD S,LEHIGH ACRES,33971,LEE,"-81.71443518,26.60902093",17R MK 28872 43330,MUNICIPAL,33442607000070270,EMERGENCY MEDICAL SERVICE,-9096409.314776188,3074708.427509276
MEDIC 2,2404 DR MARTIN LUTHER KING BLVD,FORT MYERS,33901,LEE,"-81.86513260,26.64057832",17R MK 13892 46918,MUNICIPAL,244424P1010000070,EMERGENCY MEDICAL SERVICE,-9113184.874913873,3078638.0786917843
MEDIC 28,707 SW 1ST ST,CAPE CORAL,33993,LEE,"-81.98924676,26.65064644",17R MK 01547 48123,MUNICIPAL,144423C1025500110,EMERGENCY MEDICAL SERVICE,-9127001.199793296,3079892.0295720873
ALS AT FMB FIRE ST 33,121 LENELL RD,FORT MYERS BEACH,33931,LEE,"-81.89984961,26.41555882",17R MK 10262 22019,MUNICIPAL,034724W1000070010,EMERGENCY MEDICAL SERVICE,-9117049.554444838,3050641.3857473154
MEDIC 4,4610 CORONADO PKWY,CAPE CORAL,33904,LEE,"-81.95838281,26.56660588",17R MK 04549 38791,MUNICIPAL,124523C3003190240,EMERGENCY MEDICAL SERVICE,-9123565.440807207,3069428.444580284
LEE COUNTY EMS - PINE ISLAND FIRE ST 152,5015 STRINGFELLOW RD,SAINT JAMES CITY,33956,LEE,"-82.08858566,26.53298528",17R LK 91549 35171,MUNICIPAL,23452200010020020,EMERGENCY MEDICAL SERVICE,-9138059.555128759,3065244.6150722867
MEDIC 24,1029 DIPLOMAT PKWY E,CAPE CORAL,33909,LEE,"-81.95138156,26.68316746",17R MK 05342 51696,MUNICIPAL,314324C4021110010,EMERGENCY MEDICAL SERVICE,-9122786.065532615,3083943.1694285134
MEDIC 21,21510 THREE OAKS PKWY,ESTERO,33928,LEE,"-81.78886493,26.42592055",17R MK 21337 23094,MUNICIPAL,34462500000230010,EMERGENCY MEDICAL SERVICE,-9104694.796458976,3051929.377100845
MEDIC 10,5700 PINE ISLAND RD,BOKEELIA,33922,LEE,"-82.11985740,26.61390219",17R LK 88511 44160,MUNICIPAL,284422030000F004B,EMERGENCY MEDICAL SERVICE,-9141540.710087592,3075316.1905413624
MEDIC 23,9700 TREELINE AVE,FORT MYERS,33913,LEE,"-81.78613089,26.60276894",17R MK 21730 42679,MUNICIPAL,354425P4000010000,EMERGENCY MEDICAL SERVICE,-9104390.444844738,3073930.033680204
MEDIC 5,2351 PALM RIDGE RD,SANIBEL,33957,LEE,"-82.07793780,26.43777804",17R LK 92521 24616,MUNICIPAL,264622T20030B0020,EMERGENCY MEDICAL SERVICE,-9136874.241034493,3053403.439028724
MEDIC 33,16901 ISLAND PARK RD,FORT MYERS,33908,LEE,"-81.85799356,26.49780585",17R MK 14497 31100,MUNICIPAL,0146240000001002A,EMERGENCY MEDICAL SERVICE,-9112390.160158161,3060868.114501843
MEDIC 18,3980 VERONICA S SHOEMAKER BLVD,FORT MYERS,33916,LEE,"-81.84043128,26.60982515",17R MK 16328 43495,MUNICIPAL,314425P2005000030,EMERGENCY MEDICAL SERVICE,-9110435.136745706,3074808.558844126
MEDIC 9,8013 SANIBEL BLVD,FORT MYERS,33912,LEE,"-81.82330945,26.46820999",17R MK 17932 27799,MUNICIPAL,17462507000360010,EMERGENCY MEDICAL SERVICE,-9108529.14344434,3057187.275686951
MEDIC 19,17350 NALLE RD,NORTH FORT MYERS,33917,LEE,"-81.80112988,26.71653989",17R MK 20315 55290,MUNICIPAL,22432500000140010,EMERGENCY MEDICAL SERVICE,-9106060.125015214,3088101.5710945814
MEDIC 14,4540 CHIQUITA BLVD S,CAPE CORAL,33914,LEE,"-82.00724801,26.56649337",17R LK 99682 38816,MUNICIPAL,094523C3047450010,EMERGENCY MEDICAL SERVICE,-9129005.089884022,3069414.440764676
MEDIC 25,19591 BEN HILL GRIFFIN PKWY,FORT MYERS,33913,LEE,"-81.78047096,26.45754898",17R MK 22195 26592,MUNICIPAL,23462500000010070,EMERGENCY MEDICAL SERVICE,-9103760.383597054,3055861.596574155
MEDIC 1,2100 CRYSTAL DR,FORT MYERS,33907,LEE,"-81.87050744,26.56413740",17R MK 13299 38455,COUNTY,1345240100007001A,EMERGENCY MEDICAL SERVICE,-9113783.199273808,3069121.2188376514
MEDIC 30,1627 EVEREST PKWY,CAPE CORAL,33904,LEE,"-81.93911926,26.60689005",17R MK 06500 43239,MUNICIPAL,324424C1012030130,EMERGENCY MEDICAL SERVICE,-9121421.032479495,3074443.1202380904
MEDIC 6,27701 BONITA GRANDE DR,BONITA SPRINGS,34135,LEE,"-81.73742297,26.33580170",17R MK 26410 13082,MUNICIPAL,324726B4000010150,EMERGENCY MEDICAL SERVICE,-9098968.303233745,3040731.2183053032
MEDIC 31,2900 TRAIL DAIRY CIR,NORTH FORT MYERS,33917,LEE,"-81.90951181,26.73496761",17R MK 09549 57403,MUNICIPAL,16432400000040040,EMERGENCY MEDICAL SERVICE,-9118125.145462887,3090398.296692979
ALS AT FMB FIRE STATION 31,3043 ESTERO BLVD,FORT MYERS BEACH,33931,LEE,"-81.93528556,26.44523628",17R MK 06751 25331,MUNICIPAL,294624W10120C009A,EMERGENCY MEDICAL SERVICE,-9120994.266104566,3054330.687128826
MEDIC 35,14750 SIX MILE CYPRESS PKWY,FORT MYERS,33912,LEE,"-81.86232313,26.52885981",17R MK 14088 34542,COUNTY,2545240000005001A,EMERGENCY MEDICAL SERVICE,-9112872.125592599,3064731.3160448615
MEDIC 15,16551 MCGREGOR BLVD,FORT MYERS,33908,LEE,"-81.96309409,26.50241242",17R MK 04026 31684,COUNTY,01462300000090000,EMERGENCY MEDICAL SERVICE,-9124089.898136582,3061441.118626027
MEDIC 8,15961 WINKLER RD,FORT MYERS,33908,LEE,"-81.89849490,26.51026468",17R MK 10470 32507,COUNTY,34452400000100040,EMERGENCY MEDICAL SERVICE,-9116898.749039449,3062417.903101036
MEDIC 26,9351 WORKMEN WAY,FORT MYERS,33905,LEE,"-81.80253735,26.67205614",17R MK 20144 50364,COUNTY,03442512000000070,EMERGENCY MEDICAL SERVICE,-9106216.803683108,3082558.9033873416
MEDIC 12,2307 HANCOCK BRIDGE PKWY,CAPE CORAL,33909,LEE,"-81.92590541,26.65303686",17R MK 07853 48340,COUNTY,084424C3015160010,EMERGENCY MEDICAL SERVICE,-9119950.073347159,3080189.764967633
T02,14750 SIX MILE CYPRESS PKWY,FORT MYERS,33912,LEE,"-81.86232313,26.52885981",17R MK 14088 34542,COUNTY,2545240000005001A,EMERGENCY MEDICAL SERVICE,-9112872.125592599,3064731.3160448615
MEDIC 7,121 PONDELLA RD,NORTH FORT MYERS,33903,LEE,"-81.88490855,26.66675646",17R MK 11944 49831,COUNTY,11442400000170020,EMERGENCY MEDICAL SERVICE,-9115386.323558846,3081898.7090992066
MEDIC 20,6061 S POINTE BLVD,FORT MYERS,33919,LEE,"-81.90480693,26.55483703",17R MK 09876 37449,COUNTY,16452400000131040,EMERGENCY MEDICAL SERVICE,-9117601.401119852,3067963.760357124
MEDSTAR OPERATIONS MCC 20,4682-4700 TERMINAL DR,FORT MYERS,33907,LEE,"-81.86647671,26.59233045",17R MK 13722 41575,COUNTY,01452400000070000,EMERGENCY MEDICAL SERVICE,-9113334.500626422,3072630.5014125705
LEE COUNTY SHERIFF HEADQUARTERS,14750 SIX MILE CYPRESS PKWY,FORT MYERS,33912,LEE,"-81.86232313,26.52885981",17R MK 14088 34542,COUNTY,2545240000005001A,EMERGENCY MEDICAL SERVICE,-9112872.125592599,3064731.3160448615
MEDIC 17,2860 GARDEN ST,NORTH FORT MYERS,33917,LEE,"-81.88487098,26.70838698",17R MK 11979 54442,COUNTY,26432400000260030,EMERGENCY MEDICAL SERVICE,-9115382.140973479,3087085.558383594
MEDIC 27,15650 PINE RIDGE RD,FORT MYERS,33908,LEE,"-81.93621038,26.51392857",17R MK 06715 32940,COUNTY,31452400000120000,EMERGENCY MEDICAL SERVICE,-9121097.217060512,3062873.69718425
LEON COUNTY EMERGENCY MEDICAL SERVICES HQ,911 EASTERWOOD DR,TALLAHASSEE,32311,LEON,"-84.22295920,30.45155998",16R GU 66669 72100,COUNTY,2133208510000,EMERGENCY MEDICAL SERVICE,-9375656.931686783,3561726.73032166
WOODVILLE EMS POST,1555 OAK RIDGE RD E,TALLAHASSEE,32305,LEON,"-84.25309477,30.32108197",16R GU 64125 57562,MUNICIPAL,3308208010000,EMERGENCY MEDICAL SERVICE,-9379011.607504597,3544889.0652568555
CHAIRES-CAPITOLA EMS POST,4701 CHAIRES CROSS RD,TALLAHASSEE,32317,LEON,"-84.12531834,30.43870998",16R GU 76085 70910,MUNICIPAL,1234208020000,EMERGENCY MEDICAL SERVICE,-9364787.599956445,3560067.4902935047
MEDIC 2,16 NE 1ST ST,CHIEFLAND,32626,LEVY,"-82.85893076,29.47915881",17R LN 19765 62513,MUNICIPAL,0692700000,EMERGENCY MEDICAL SERVICE,-9223813.979938934,3436774.7222996936
MEDIC 4,800 S MAIN ST,WILLISTON,32696,LEVY,"-82.44875964,29.37729939",17R LN 59398 50660,COUNTY,,EMERGENCY MEDICAL SERVICE,-9178153.939567992,3423755.999504757
MEDIC 5,9991 SW COUNTY ROAD 347,CEDAR KEY,32625,LEVY,"-83.01915084,29.18288182",17R LN 03660 29934,COUNTY,,EMERGENCY MEDICAL SERVICE,-9241649.597079022,3398943.448318627
MEDIC 1 & 6,9150 NE 80TH AVE,BRONSON,32621,LEVY,"-82.64318851,29.46405335",17R LN 40662 60524,,,EMERGENCY MEDICAL SERVICE,-9199797.662641173,3434843.2588162557
MEDIC 3,18152 SE US HWY 19,INGLIS,34449,LEVY,"-82.64931595,29.06466832",17R LN 39445 16273,,,EMERGENCY MEDICAL SERVICE,-9200479.766501285,3383879.4401348694
LIBERTY COUNTY EMS,12503 NW VIRGINIA WEAVER ST,BRISTOL,32321,LIBERTY,"-84.98069559,30.43236581",16R FU 93927 68427,COUNTY,031-1N-7W-01379 000,EMERGENCY MEDICAL SERVICE,-9460007.760598144,3559248.3879156555
MADISON COUNTY EMERGENCY MEDICAL SERVICES,1314 W BASE ST,MADISON,32340,MADISON,"-83.43338473,30.47608446",17R KP 66399 74058,COUNTY,,EMERGENCY MEDICAL SERVICE,-9287761.903080778,3564894.030416754
MANATEE COUNTY EMS ST 2,1225 14TH AVE W,PALMETTO,34221,MANATEE,"-82.58167575,27.52429422",17R LL 43796 45504,COUNTY,2803810009,EMERGENCY MEDICAL SERVICE,-9192950.092995137,3189129.4842203497
MANATEE COUNTY EMS ST 13,6100 15TH ST E,BRADENTON,34203,MANATEE,"-82.54714709,27.43250301",17R LL 47080 35291,COUNTY,6554800509,EMERGENCY MEDICAL SERVICE,-9189106.380992273,3177611.98375632
MANATEE COUNTY EMS ST 4,6001 MARINA DR,BRADENTON BEACH,34217,MANATEE,"-82.71538937,27.51153638",17R LL 30569 44266,COUNTY,7244000001,EMERGENCY MEDICAL SERVICE,-9207835.02500225,3187528.12056023
MANATEE COUNTY EMS ST 8,407 67TH ST W,BRADENTON,34209,MANATEE,"-82.62818117,27.49681319",17R LL 39163 42519,COUNTY,3766900058,EMERGENCY MEDICAL SERVICE,-9198127.05281654,3185680.295335109
MANATEE COUNTY EMS ST 11,5200 26TH ST W,BRADENTON,34207,MANATEE,"-82.58799448,27.44876782",17R LL 43065 37144,COUNTY,5269600051,EMERGENCY MEDICAL SERVICE,-9193653.491585197,3179652.11142428
MANATEE COUNTY EMS ST 17,15015 59TH AVE E,BRADENTON,34211,MANATEE,"-82.39148229,27.43596454",17R LL 62472 35493,COUNTY,582310209,EMERGENCY MEDICAL SERVICE,-9171777.853711478,3178046.1450382024
MANATEE COUNTY EMS ST 5,1501 DAM RD,BRADENTON,34212,MANATEE,"-82.35136641,27.48410367",17R LL 66495 40782,,,EMERGENCY MEDICAL SERVICE,-9167312.17442016,3184085.3950077114
MANATEE COUNTY EMS ST 16,206 2ND ST E,BRADENTON,34206,MANATEE,"-82.56150385,27.49760304",17R LL 45751 42521,,,EMERGENCY MEDICAL SERVICE,-9190704.567621987,3185779.419446803
MANATEE COUNTY EMS ST 9,10350 CORTEZ RD W,BRADENTON,34210,MANATEE,"-82.66485680,27.46231417",17R LL 35488 38744,COUNTY,7577100055,EMERGENCY MEDICAL SERVICE,-9202209.765351914,3181351.486285615
MANATEE COUNTY EMS ST 15,8800 E STATE ROAD 70,BRADENTON,34202,MANATEE,"-82.44766567,27.43699534",17R LL 56920 35670,COUNTY,1730930003,EMERGENCY MEDICAL SERVICE,-9178032.159955561,3178175.435873566
MANATEE COUNTY EMS ST 1,908 36TH AVE W,BRADENTON,34205,MANATEE,"-82.57100347,27.46818800",17R LL 44772 39274,COUNTY,4925310007,EMERGENCY MEDICAL SERVICE,-9191762.061021492,3182088.416683383
MANATEE COUNTY EMS ST 18,823 49TH ST E,PALMETTO,34221,MANATEE,"-82.55550885,27.55766110",17R LL 46427 49168,COUNTY,2274900059,EMERGENCY MEDICAL SERVICE,-9190037.207846915,3193318.5752957747
MANATEE COUNTY EMS ST 12,803 60TH ST CT E,BRADENTON,34208,MANATEE,"-82.48485361,27.49137131",17R LL 53316 41738,COUNTY,1122510009,EMERGENCY MEDICAL SERVICE,-9182171.901709111,3184997.3785782806
MANATEE COUNTY EMS ST 7,7611 PROSPECT RD,SARASOTA,34243,MANATEE,"-82.51734522,27.40439554",17R LL 49988 32141,COUNTY,1974500109,EMERGENCY MEDICAL SERVICE,-9185788.850976078,3174087.1157546854
MANATEE COUNTY EMS ST 6,3220 LAKEWOOD RANCH BLVD,BRADENTON,34211,MANATEE,"-82.43284223,27.47067543",17R LL 58428 39385,COUNTY,579100159,EMERGENCY MEDICAL SERVICE,-9176382.021546017,3182400.502306087
MANATEE COUNTY EMS ST 3,7415 N TAMIAMI TRL,SARASOTA,34243,MANATEE,"-82.56972521,27.40870463",17R LL 44815 32683,COUNTY,6764100001,EMERGENCY MEDICAL SERVICE,-9191619.76493628,3174627.446249734
MANATEE COUNTY EMS ST 10,2905 59TH ST W,BRADENTON,34209,MANATEE,"-82.61998400,27.47514602",17R LL 39941 40107,MUNICIPAL,5110200002,EMERGENCY MEDICAL SERVICE,-9197214.548784414,3182961.421258474
MANATEE COUNTY EMS ST 14,10215 WAUCHULA RD,MYAKKA CITY,34251,MANATEE,"-82.16205568,27.35498862",17R LL 85066 26290,MUNICIPAL,178300109,EMERGENCY MEDICAL SERVICE,-9146238.200701077,3167893.3240173836
OCALA FIRE/RESCUE SERVICE,410 NE 3RD ST,OCALA,34470,MARION,"-82.13311177,29.18943966",17R LN 89833 29505,MUNICIPAL,2820-050-001,EMERGENCY MEDICAL SERVICE,-9143016.179512883,3399779.6244067606
VILLAGE CENTER COMMUNITY DEVELOPMENT DISTRICT AMB #42,17202 SE 86TH BELLE MEADE CIR,LADY LAKE,32162,MARION,"-82.00001630,28.96694982",17R MN 02564 04735,MUNICIPAL,6755-000-008,EMERGENCY MEDICAL SERVICE,-9128200.059136607,3371440.159811022
EMS ALLIANCE,325 SW 60TH AVE,OCALA,34474,MARION,"-82.21783943,29.18397315",17R LN 81588 28982,PRIVATE,2318-007-101,EMERGENCY MEDICAL SERVICE,-9152448.01910523,3399082.597270545
COASTAL CARE ADV LIFE SUPORT,524 SE OSCEOLA ST,STUART,34994,MARTIN,"-80.24415757,27.19816719",17R NL 74860 08610,PRIVATE,043841020002001203,EMERGENCY MEDICAL SERVICE,-8932738.760122998,3148252.011775265
MED TRANS SPEC AMBULANCE,1501 SE DECKER AVE STE 103,STUART,34994,MARTIN,"-80.24245316,27.18583117",17R NL 75037 07244,PRIVATE,093841012000000000,EMERGENCY MEDICAL SERVICE,-8932549.025506372,3146708.1440988216
MARTIN COUNTY FIRE RESC,6000 SE TOWER DR,STUART,34997,MARTIN,"-80.22529178,27.13149907",17R NL 76774 01236,COUNTY,553841000065000804,EMERGENCY MEDICAL SERVICE,-8930638.629531564,3139910.4484695243
BAPTIST AIR TRANSPORT,8900 N KENDALL DR,MIAMI,33176,MIAMI-DADE,"-80.33848889,25.68609167",17R NJ 66378 41087,,,EMERGENCY MEDICAL SERVICE,-8943239.67426042,2960253.7114138347
AMERICAN AMBULANCE SERVICE INC,6605 NW 74TH AVE,MIAMI,33166,MIAMI-DADE,"-80.31762604,25.83377925",17R NJ 68387 57453,PRIVATE,3030140100393,EMERGENCY MEDICAL SERVICE,-8940917.232345197,2978508.314396596
FLORIDA MEDI-VAN AMB SVC INC,2950 NW 7TH AVE,MIAMI,33127,MIAMI-DADE,"-80.20765070,25.80468278",17R NJ 79428 54293,PRIVATE,0131260060010,EMERGENCY MEDICAL SERVICE,-8928674.833298935,2974910.1105704703
SKYSERVICE LIFEGUARD AMB,1521 ALTON RD STE 400,MIAMI BEACH,33139,MIAMI-DADE,"-80.14080968,25.78777979",17R NJ 86141 52463,PRIVATE,0232340180480,EMERGENCY MEDICAL SERVICE,-8921234.125619523,2972820.2149747387
TRINITY AIR AMB INTERNATIONAL,464 OCEAN BLVD,NORTH MIAMI BEACH,33160,MIAMI-DADE,"-80.11990481,25.96842024",17R NJ 88103 72482,PRIVATE,1912350020130,EMERGENCY MEDICAL SERVICE,-8918907.00586082,2995170.1803902644
VLG KEY BISCAYNE FIRE RESCUE,560 CRANDON BLVD,KEY BISCAYNE,33149,MIAMI-DADE,"-80.16435726,25.69088860",17R NJ 83848 41717,MUNICIPAL,2442320010060,EMERGENCY MEDICAL SERVICE,-8923855.429707604,2960846.2689531306
MIAMI BEACH FIRE AND RESCUE,2300 PINETREE DR,MIAMI BEACH,33140,MIAMI-DADE,"-80.13044394,25.79965151",17R NJ 87172 53784,MUNICIPAL,0232270000100,EMERGENCY MEDICAL SERVICE,-8920080.216051133,2974288.0102488836
HIALEAH FIRE RESCUE,83 E 5TH ST,HIALEAH,33010,MIAMI-DADE,"-80.28034033,25.82677052",17R NJ 72128 56697,MUNICIPAL,0431180012300,EMERGENCY MEDICAL SERVICE,-8936766.605773155,2977641.501054637
HIALEAH FIRE DEPARTMENT STATION 4,251 E 12TH AVE,MIAMI,33142,MIAMI-DADE,"-80.25672888,25.82465597",17R NJ 74496 56476,MUNICIPAL,0431160110220,EMERGENCY MEDICAL SERVICE,-8934138.191458123,2977379.9926542784
CORAL GABLES FIRE AND RESCUE,2815 SALZEDO ST,MIAMI,33134,MIAMI-DADE,"-80.26025041,25.74584786",17R NJ 74192 47746,MUNICIPAL,0341170055110,EMERGENCY MEDICAL SERVICE,-8934530.206637003,2967637.0121026933
RANDLE-EASTERN AMBULANCE SERV,7255 NW 19TH ST,MIAMI,33126,MIAMI-DADE,"-80.31597099,25.79150102",17R NJ 68577 52772,PRIVATE,3030350080020,EMERGENCY MEDICAL SERVICE,-8940732.993260924,2973280.2851223913
MCT EXPRESS MIAMI DADE AMBULANCE SERVICE,2766 NW 62ND ST,MIAMI,33142,MIAMI-DADE,"-80.24212922,25.83058459",17R NJ 75955 57141,PRIVATE,3031160097520,EMERGENCY MEDICAL SERVICE,-8932512.965247732,2978113.20485015
ADVANCED AIR AMB CORP,12360 SW 132ND CT STE 208,MIAMI,33186,MIAMI-DADE,"-80.40876570,25.65312241",17R NJ 59342 37402,PRIVATE,3059140570001,EMERGENCY MEDICAL SERVICE,-8951062.852673791,2956181.7121159583
MEDICAL 8 STATION,81850 OVERSEAS HWY,ISLAMORADA,33036,MONROE,"-80.63626191,24.91770924",17R NH 36729 55884,MUNICIPAL,3263 37 00095080000000,EMERGENCY MEDICAL SERVICE,-8976387.615606716,2865640.4381680884
Tavernier Vol Fire Dept/EMS  #22,151 MARINE AVE,TAVERNIER,33070,MONROE,"-80.51754096,25.01071922",17R NH 48680 66221,COUNTY,3462 38 00479100000000,EMERGENCY MEDICAL SERVICE,-8963171.659935484,2877061.296589049
ISLAMORADA VILLAGE OF ISLANDS FIRE RESCUE,81850 OVERSEAS HWY,ISLAMORADA,33036,MONROE,"-80.63626191,24.91770924",17R NH 36729 55884,MUNICIPAL,3263 37 00095080000000,EMERGENCY MEDICAL SERVICE,-8976387.615606716,2865640.4381680884
KEY LARGO AMBULANCE,98600 OVERSEAS HWY,KEY LARGO,33037,MONROE,"-80.45184534,25.08397133",17R NH 55277 74357,MUNICIPAL,3261 39 00088100000100,EMERGENCY MEDICAL SERVICE,-8955858.456847496,2886062.1401787703
MARATHON FIRE RESCUE,8900 OVERSEAS HWY,MARATHON,33050,MONROE,"-81.05198362,24.72471175",17R MH 94742 34467,MUNICIPAL,0166 32 00101160000000,EMERGENCY MEDICAL SERVICE,-9022665.544093203,2841969.3580360455
