Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,ADDRESSCITYZIP,x,y
DOWNEY PARK,10107 FLOWERS AVE,ORLANDO,32825,ORANGE,"-81.24438076,28.56611618",17R MM 76098 59940,COUNTY,312220000000001,DISASTER RECOVERY CENTER-MOBILE,"10107 FLOWERS AVE ORLANDO , FL 32825",-9044083.096172383,3320537.402531208
WEST OAKS MALL,9401 W COLONIAL DR,OCOEE,34761,ORANGE,"-81.51749900,28.55509900",17R MM 49380 58805,,282221914000020,DISASTER RECOVERY CENTER-MOBILE,"9401 W COLONIAL DR OCOEE , FL 34761",-9074486.479340449,3319141.05677259
GARDEN RIDGE,11100 E COLONAIL DR,ORLANDO,32825,ORANGE,"-81.22191000,28.56742000",17R MM 78296 60081,,312221000000024,DISASTER RECOVERY CENTER-MOBILE,"11100 E COLONAIL DR ORLANDO , FL 32825",-9041581.662408201,3320702.6614951617
GARDEN RIDGE,11100 E COLONAIL DR,ORLANDO,32825,ORANGE,"-81.22191000,28.56742000",17R MM 78296 60081,,312221000000024,DISASTER RECOVERY CENTER-MOBILE,"11100 E COLONAIL DR ORLANDO , FL 32825",-9041581.662408201,3320702.6614951617
FORT CHRISTMAS PARK,1300 FT CHRISTAMS RD,CHRISTMAS,32709,ORANGE,"-81.02180904,28.56177078",17R MM 97866 59435,COUNTY,332221000000012,DISASTER RECOVERY CENTER-MOBILE,"1300 FT CHRISTAMS RD CHRISTMAS , FL 32709",-9019306.525558075,3319986.637412891
ORANGE COUNTY CORRECTIONS (S. PARKING),3966 S JOHN YOUNG PKWY,ORLANDO,32839,ORANGE,"-81.41582825,28.50188438",17R MM 59305 52871,COUNTY,292309862000000,DISASTER RECOVERY CENTER-MOBILE,"3966 S JOHN YOUNG PKWY ORLANDO , FL 32839",-9063168.543565271,3312398.555831201
DOWNEY PARK,10107 FLOWERS AVE,ORLANDO,32825,ORANGE,"-81.24438076,28.56611618",17R MM 76098 59940,COUNTY,312220000000001,DISASTER RECOVERY CENTER-MOBILE,"10107 FLOWERS AVE ORLANDO , FL 32825",-9044083.096172383,3320537.402531208
TAFT COMMUNITY CENTER,9450 S ORANGE AVE,ORLANDO,32824,ORANGE,"-81.36982764,28.42960579",17R MM 63782 44849,COUNTY,292401851610600,DISASTER RECOVERY CENTER-MOBILE,"9450 S ORANGE AVE ORLANDO , FL 32824",-9058047.779330282,3303246.0169412517
ORLO VISTA PARK,1 N POWERS DR,ORLANDO,32835,ORANGE,"-81.46501452,28.54220542",17R MM 54509 57355,STATE,282225000000034,DISASTER RECOVERY CENTER-MOBILE,"1 N POWERS DR ORLANDO , FL 32835",-9068643.933834562,3317507.077564397
OSCEOLA HERITAGE PARK EXPO BUILDING (MOBILE),1901 CHIEF OSCEOLA RD,KISSIMMEE, ,OSCEOLA,"-81.36786691,28.29719298",17R MM 63929 30179,,,DISASTER RECOVERY CENTER-MOBILE,"1901 CHIEF OSCEOLA RD KISSIMMEE , FL  ",-9057829.51145339,3286494.9584686053
PALM BEACH COUNTY GLADES OFFICE BUILDING (MOBILE),2990 N MAIN ST,BELLE GLADE,33430,PALM BEACH,"-80.66651624,26.72532122",17R NK 33166 56056,STATE,00374320000003010,DISASTER RECOVERY CENTER-MOBILE,"2990 N MAIN ST BELLE GLADE , FL 33430",-8979755.511674475,3089195.979523504
GAINES PARK,1501 AUSTRALIAN AVE,WEST PALM BEACH,33401,PALM BEACH,"-80.07027267,26.72806123",17R NK 92466 56653,MUNICIPAL,74434316000003010,DISASTER RECOVERY CENTER-MOBILE,"1501 AUSTRALIAN AVE WEST PALM BEACH , FL 33401",-8913381.981483564,3089537.481847801
SUGAR SAND PARK,300 S MILITARY TRAIL,BOCA RATON,33486,PALM BEACH,"-80.12766535,26.34620087",17R NK 87045 14318,MUNICIPAL,06424725370020000,DISASTER RECOVERY CENTER-MOBILE,"300 S MILITARY TRAIL BOCA RATON , FL 33486",-8919770.905428177,3042022.9723716895
BOYNTON BEACH CIVIC CENTER,145 SE 2ND AVE,BOYNTON BEACH,33435,PALM BEACH,"-80.06288945,26.52574778",17R NK 93364 34250,MUNICIPAL,08434528050150020,DISASTER RECOVERY CENTER-MOBILE,"145 SE 2ND AVE BOYNTON BEACH , FL 33435",-8912560.084826887,3064344.1244535735
FASANO REGIONAL HURRICANE SHELTER (MOBILE),11611 DENTON AVE,HUDSON,34467,PASCO,"-82.62430475,28.39057203",17R LM 40862 41542,COUNTY,,DISASTER RECOVERY CENTER-MOBILE,"11611 DENTON AVE HUDSON , FL 34467",-9197695.53184925,3298305.8257381557
LAND O LAKES COMMUNITY CENTER,5401 LAND O LAKES BLVD,LAND O LAKES,34638,PASCO,"-82.46015900,28.23573900",17R LM 56738 24180,COUNTY,1826120000057000000,DISASTER RECOVERY CENTER-MOBILE,"5401 LAND O LAKES BLVD LAND O LAKES , FL 34638",-9179422.910586985,3278727.72595223
JACK MITCHELL PARK,4825 LITTLE ROAD,NEW PORT RICHEY,34653,PASCO,"-82.66820000,28.22964900",17R LM 36314 23769,,1626140000001000022,DISASTER RECOVERY CENTER-MOBILE,"4825 LITTLE ROAD NEW PORT RICHEY , FL 34653",-9202581.928827638,3277958.2483622744
ISTACHATTA COMMUNITY CENTER,COUNTY ROAD 39,DADE CITY,33523,PASCO,"-82.16655900,28.39562000",17R LM 85718 41581,,2124130000001000000,DISASTER RECOVERY CENTER-MOBILE,"COUNTY ROAD 39 DADE CITY , FL 33523",-9146739.50809378,3298944.6050634123
SAM PASCO PARK,39835 CHANCEY ROAD,ZEPHYRHILLS,33542,PASCO,"-82.14702900,28.22461900",17R LM 87451 22617,,2226180000499000000,DISASTER RECOVERY CENTER-MOBILE,"39835 CHANCEY ROAD ZEPHYRHILLS , FL 33542",-9144565.438426131,3277322.7357892697
A.L. ANDERSON PARK,39699 US HIGHWAY 19 N,TARPON SPRINGS,34689,PINELLAS,"-82.73897628,28.13348722",17R LM 29215 13211,,16 27 18 89424 000 0350,DISASTER RECOVERY CENTER-MOBILE,"39699 US HIGHWAY 19 N TARPON SPRINGS , FL 34689",-9210460.708384855,3265813.9218404777
RIDGECREST PARK,12000 ULMERTON RD,LARGO,33778,PINELLAS,"-82.80690200,27.89221000",17R LL 22147 86574,COUNTY,15 30 09 00000 210 0200,DISASTER RECOVERY CENTER-MOBILE,"12000 ULMERTON RD LARGO , FL 33778",-9218022.164784906,3235390.721072644
WAR VETERANS MEMORIAL PARK,9600 BAY PINES BLVD,SAINT PETERSBURG,33708,PINELLAS,"-82.77180721,27.80344067",17R LL 25460 76687,COUNTY,15 31 02 00000 300 0000,DISASTER RECOVERY CENTER-MOBILE,"9600 BAY PINES BLVD SAINT PETERSBURG , FL 33708",-9214115.430185726,3224214.681163207
CHAIN O LAKES CONVENTION CENTER,210 W CYPRESS GARDENS BLVD,WINTER HAVEN,33880,POLK,"-81.72936441,28.00365751",17R ML 28288 97821,,,DISASTER RECOVERY CENTER-MOBILE,"210 W CYPRESS GARDENS BLVD WINTER HAVEN , FL 33880",-9098071.229463292,3249434.925800199
HARDEE COUNTY FAIRGROUNDS,225 EAST MAIN STREET,WINTER HAVEN,33880,POLK,"-81.81038800,28.00000000",17R ML 20319 97466,,252833000000011010,DISASTER RECOVERY CENTER-MOBILE,"225 EAST MAIN STREET WINTER HAVEN , FL 33880",-9107090.733689975,3248973.7895572917
LAKELAND SQUARE MALL,3800 US HIGHWAY 98 NORTH,LAKELAND,33810,POLK,"-81.97796000,28.09122900",17R MM 03922 07694,,232735000000012020,DISASTER RECOVERY CENTER-MOBILE,"3800 US HIGHWAY 98 NORTH LAKELAND , FL 33810",-9125744.763444638,3260480.5557201486
FRANCIS YOUTH SPORTS COMPLEX,8012 ST. JOHNS AVE,PALATKA,32177,PUTNAM,"-81.70809190,29.64526778",17R MN 31463 79688,,,DISASTER RECOVERY CENTER-MOBILE,"8012 ST. JOHNS AVE PALATKA , FL 32177",-9095703.184444908,3458033.334637781
BOSTWICK COMMUNITY CENTER AND PARK,125-2 TILLMAN ST,BOSTWICK,32007,PUTNAM,"-81.63342193,29.77149195",17R MN 38767 93633,,,DISASTER RECOVERY CENTER-MOBILE,"125-2 TILLMAN ST BOSTWICK , FL 32007",-9087390.96069114,3474210.951012855
SOUTH PUTNAM RECREATION COMPLEX,280 UNION AVE,CRESCENT CITY,32148,PUTNAM,"-81.53539398,29.46502328",17R MN 48087 59627,,,DISASTER RECOVERY CENTER-MOBILE,"280 UNION AVE CRESCENT CITY , FL 32148",-9076478.539971678,3434967.2701933794
PALATKA MUNICIPAL AIRPORT,4015 REID ST,PALATKA,32177,PUTNAM,"-81.68750528,29.66292585",17R MN 33467 81633,,,DISASTER RECOVERY CENTER-MOBILE,"4015 REID ST PALATKA , FL 32177",-9093411.49211881,3460295.2728271424
PUTNAM COUNTY FAIRGROUNDS/EXPO CENTER,118 FAIRGROUNDS RD,EAST PALATKA,32131,PUTNAM,"-81.58887478,29.64186914",17R MN 43001 79247,COUNTY,39-10-27-7330-0020-0000,DISASTER RECOVERY CENTER-MOBILE,"118 FAIRGROUNDS RD EAST PALATKA , FL 32131",-9082431.994923517,3457598.025930257
JOHN THEOBOLD SPORTS COMPLEX,120 CARTER RD,PALATKA,32177,PUTNAM,"-81.65895695,29.66546539",17R MN 36232 81898,OTHER PUBLIC,37-09-26-0000-0070-0010,DISASTER RECOVERY CENTER-MOBILE,"120 CARTER RD PALATKA , FL 32177",-9090233.506624417,3460620.611127173
ST. JOHNS COUNTY GOVERNMENT COMPLEX,4010 LEWIS SPEEDWAY,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.33645944,29.93903141",17R MP 67529 12077,COUNTY,0819700000,DISASTER RECOVERY CENTER-MOBILE,"4010 LEWIS SPEEDWAY SAINT AUGUSTINE , FL 32084",-9054333.247775294,3495715.3045519567
CALVIN PEETE PARK,10 N HOLMES BLVD,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.35342373,29.88850030",17R MP 65874 06482,,4444444444,DISASTER RECOVERY CENTER-MOBILE,"10 N HOLMES BLVD SAINT AUGUSTINE , FL 32084",-9056221.704429317,3489225.6333199204
HAVERT L. FENN COMMUNITY CENTER (MOBILE),2000 VIRGINIA AVE,FORT PIERCE, ,ST. LUCIE,"-80.34483972,27.42638545",17R NL 64755 33833,,,DISASTER RECOVERY CENTER-MOBILE,"2000 VIRGINIA AVE FORT PIERCE , FL  ",-8943946.645699156,3176844.723333903
ST. LUCIE COUNTY ADMIN. BLDG (WEST PARKING LOT),2300 VIRGINIA AVE,FORT PIERCE,34950,ST. LUCIE,"-80.34862969,27.42707210",17R NL 64380 33907,COUNTY,2416-504-0770-000-8,DISASTER RECOVERY CENTER-MOBILE,"2300 VIRGINIA AVE FORT PIERCE , FL 34950",-8944368.54311407,3176930.8400303232
CHUCK RAY PARK,5626 NW MANVILLE DR.,PORT SAINT LUCIE,34983,ST. LUCIE,"-80.36680100,27.34804200",17R NL 62629 25144,MUNICIPAL,3420-715-0022-000-4,DISASTER RECOVERY CENTER-MOBILE,"5626 NW MANVILLE DR. PORT SAINT LUCIE , FL 34983",-8946391.3640746,3167022.697786084
SANDHILL CRANE PARK,2355 SE SCENIC PARK DR.,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.27982600,27.30272700",17R NL 71260 20171,MUNICIPAL,3420-765-0002-000-3,DISASTER RECOVERY CENTER-MOBILE,"2355 SE SCENIC PARK DR. PORT SAINT LUCIE , FL 34952",-8936709.351345552,3161344.6656359476
VAN WEZEL HALL,777 NORTH TAMIAMI TRAIL,SARASOTA,34236,SARASOTA,"-82.54762724,27.34331891",17R LL 46910 25411,MUNICIPAL,2009-01-0002,DISASTER RECOVERY CENTER-MOBILE,"777 NORTH TAMIAMI TRAIL SARASOTA , FL 34236",-9189159.830172,3166430.77914454
SARASOTA COUNTY TECHNICAL INSTITUTE,4746 BENEVA ROAD,SARASOTA,34231,SARASOTA,"-82.50092759,27.28540656",17R LL 51453 18939,COUNTY,0073-09-0001,DISASTER RECOVERY CENTER-MOBILE,"4746 BENEVA ROAD SARASOTA , FL 34231",-9183961.249767726,3159175.002543511
R. L. TAYLOR COMMUNITY CENTER (MOBILE),1845 34TH ST,SARASOTA,34234,SARASOTA,"-82.53317216,27.36603863",17R LL 48371 27911,,,DISASTER RECOVERY CENTER-MOBILE,"1845 34TH ST SARASOTA , FL 34234",-9187550.698262826,3169278.344063133
VENICE COMMUNITY CENTER (MOBILE),326 S NOKOMIS AVE ,VENICE,34285,SARASOTA,"-82.44696254,27.09515979",17R LK 56551 97800,,,DISASTER RECOVERY CENTER-MOBILE,"326 S NOKOMIS AVE  VENICE , FL 34285",-9177953.887400407,3135365.7455548784
ALTAMONTE SPRINGS MALL,451 ALTAMONTE DR,ALTAMONTE SPRINGS,32701,SEMINOLE,"-81.37582610,28.66566239",17R MM 63277 71002,,,DISASTER RECOVERY CENTER-MOBILE,"451 ALTAMONTE DR ALTAMONTE SPRINGS , FL 32701",-9058715.52409714,3333160.7812225227
OVIEDO MARKETPLACE,1700 OVIEDO MARKETPLACE BLVD,OVIEDO,32765,SEMINOLE,"-81.23617408,28.66084941",17R MM 76921 70434,,,DISASTER RECOVERY CENTER-MOBILE,"1700 OVIEDO MARKETPLACE BLVD OVIEDO , FL 32765",-9043169.532804502,3332550.1755255787
JEAN RHEIN CENTRAL BRANCH LIBRARY (MOBILE),215 N OXFORD RD.,CASSELBERRY,32707,SEMINOLE,"-81.33488913,28.66141963",17R MM 67275 70520,,,DISASTER RECOVERY CENTER-MOBILE,"215 N OXFORD RD. CASSELBERRY , FL 32707",-9054158.441697322,3332622.5158339664
SEMINOLE TOWN CENTER MALL,200 TOWN CENTER CIR,SANFORD,32771,SEMINOLE,"-81.33639225,28.80573656",17R MM 67174 86509,,,DISASTER RECOVERY CENTER-MOBILE,"200 TOWN CENTER CIR SANFORD , FL 32771",-9054325.767864529,3350943.809886703
DIVISION OF FORESTRY BUILDING,33 COUNTY ROAD 538,BUSHNELL,33513,SUMTER,"-82.10494949,28.69130376",17R LM 92056 74285,,H33=008,DISASTER RECOVERY CENTER-MOBILE,"33 COUNTY ROAD 538 BUSHNELL , FL 33513",-9139881.169322327,3336414.284780717
SUMTER COUNTY GOVERNMENT OFFICE - ROOM 142 (MOBILE),910 MAIN ST,BUSHNELL,33513,SUMTER,"-82.11304280,28.67625150",17R LM 91249 72624,,,DISASTER RECOVERY CENTER-MOBILE,"910 MAIN ST BUSHNELL , FL 33513",-9140782.111999495,3334504.2830542526
BUSHNELL COMMUNITY CENTER,407 E BELT AVE,BUSHNELL,33513,SUMTER,"-82.10535008,28.66826614",17R LM 91993 71733,,,DISASTER RECOVERY CENTER-MOBILE,"407 E BELT AVE BUSHNELL , FL 33513",-9139925.762629095,3333491.121679459
LAKE OKAHUMPKA PARK,6085 E STATE ROAD 44,WILDWOOD,34785,SUMTER,"-82.00264686,28.83189585",17R MM 02181 89774,,G15C011,DISASTER RECOVERY CENTER-MOBILE,"6085 E STATE ROAD 44 WILDWOOD , FL 34785",-9128492.892309582,3354267.491927407
RAILS END MH & RV PARK,7250 E SR 44,Wildwood,34785,SUMTER,"-81.98306430,28.82479382",17R MM 04086 88971,,,DISASTER RECOVERY CENTER-MOBILE,"7250 E SR 44 Wildwood , FL 34785",-9126312.971744798,3353365.0578623298
SUWANNEE COUNTY COLLISEUM COMPLEX - CONWORTH BLDG. (MOBILE),1302 SW 11TH ST,LIVE OAK,32064,SUWANNEE,"-83.00588449,30.29113492",17R LP 07084 52749,COUNTY,2202S13E05332000000,DISASTER RECOVERY CENTER-MOBILE,"1302 SW 11TH ST LIVE OAK , FL 32064",-9240172.793999845,3541027.68437547
LAKE BUTLER ELEMENTARY SCHOOL PARKING LOT,800 SW 6TH ST,LAKE BUTLER,32054,UNION,"-82.34779746,30.01735189",17R LP 70024 21472,COUNTY, ,DISASTER RECOVERY CENTER-MOBILE,"800 SW 6TH ST LAKE BUTLER , FL 32054",-9166914.88147124,3505780.4624130386
LAKE BUTLER COMMUNITY CENTER PARKING AREA AT LAKESIDE PARK,155 NW 3RD ST,LAKE BUTLER,32054,UNION,"-82.33944958,30.02634653",17R LP 70841 22460,MUNICIPAL,30-05-20-00-000-0100-0,DISASTER RECOVERY CENTER-MOBILE,"155 NW 3RD ST LAKE BUTLER , FL 32054",-9165985.599540958,3506936.8935282705
UNION COUNTY HIGH SCHOOL PARKING AREA,1000 S LAKE AVE,LAKE BUTLER,32054,UNION,"-82.33853753,30.01570708",17R LP 70915 21280,,31-05-20-00-000-0390-0,DISASTER RECOVERY CENTER-MOBILE,"1000 S LAKE AVE LAKE BUTLER , FL 32054",-9165884.070355387,3505569.0022435538
FL DEPT. OF HEALTH - DAYTONA BEACH OFFICE (MOBILE),1845 HOLSONBACK RD,DAYTONA BEACH,32117,VOLUSIA,"-81.07862669,29.21296012",17R MN 92357 31582,COUNTY,,DISASTER RECOVERY CENTER-MOBILE,"1845 HOLSONBACK RD DAYTONA BEACH , FL 32117",-9025631.437418703,3402779.1090032244
MEDART RECREATION PARK,79 RECREATION DR,CRAWFORDVILLE,32327,WAKULLA,"-84.37751246,30.11655744",16R GU 52680 34603,COUNTY,00-00-090-000-11622-000,DISASTER RECOVERY CENTER-MOBILE,"79 RECREATION DR CRAWFORDVILLE , FL 32327",-9392861.721682386,3518541.031819998
WEE CARE PARK,522 WALTON RD,DEFUNIAK SPRINGS,32433,WALTON,"-86.12458350,30.74342077",16R EV 83797 01494,COUNTY,22-3N-19-19000-001-0010,DISASTER RECOVERY CENTER-MOBILE,"522 WALTON RD DEFUNIAK SPRINGS , FL 32433",-9587344.779784624,3599472.0843770048
HELEN MCCALL PARK,357 MOLL DRIVE,SANTA ROSA BEACH,32459,WALTON,"-86.23759000,30.36980200",16R EU 73259 60010,,34-2S-20-33270-028-0000,DISASTER RECOVERY CENTER-MOBILE,"357 MOLL DRIVE SANTA ROSA BEACH , FL 32459",-9599924.605985133,3551173.5603852356
PAXTON AIRPORT,53 COUNTY HWY 147,DEFUNIAK SPRINGS,32433,WALTON,"-86.26675000,30.98341000",16R EV 70013 27993,,32-6N-20-31000-001-0000,DISASTER RECOVERY CENTER-MOBILE,"53 COUNTY HWY 147 DEFUNIAK SPRINGS , FL 32433",-9603170.682329003,3630594.8033816745
WALTON COUNTY FAIR GROUNDS,790 N 9TH ST,DEFUNIAK SPRINGS,32433,WALTON,"-86.11370857,30.73291094",16R EV 84847 00337,,,DISASTER RECOVERY CENTER-MOBILE,"790 N 9TH ST DEFUNIAK SPRINGS , FL 32433",-9586134.187997336,3598110.9073497565
