,CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude,TTL_BEDS,hf_Longitude,hf_Latitude
6304,CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30472457,28.65235953",-81.30472457,28.65235953,,,,,,,,,
6305,CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31727676,28.66062097",-81.31727676,28.66062097,,,,,,,,,
6306,CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.34587551,28.68028558",-81.34587551,28.68028558,,,,,,,,,
6307,CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28228445,28.64894353",-81.28228445,28.64894353,,,,,,,,,
6308,CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31959253,28.66045806",-81.31959253,28.66045806,,,,,,,,,
6309,GENEVA,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.11442593,28.73854290",-81.11442593,28.73854290,,,,,,,,,
6310,THE VILLAGES ,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.02784974,28.92640774",-82.02784974,28.92640774,,,,,,,,,
6311,BUSHNELL,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.14725507,28.65921801",-82.14725507,28.65921801,,,,,,,,,
6312,BUSHNELL,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11318715,28.67255434",-82.11318715,28.67255434,,,,,,,,,
6313,BUSHNELL,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12013939,28.67284381",-82.12013939,28.67284381,,,,,,,,,
6314,BUSHNELL,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11577036,28.66275054",-82.11577036,28.66275054,,,,,,,,,
6315,WEBSTER,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.06413007,28.62047746",-82.06413007,28.62047746,,,,,,,,,
6316,WEBSTER,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.05392232,28.60576637",-82.05392232,28.60576637,,,,,,,,,
6317,The Villages,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.02517533,28.92505193",-82.02517533,28.92505193,,,,,,,,,
6318,LAKE PANASOFFKEE,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12191802,28.76771747",-82.12191802,28.76771747,,,,,,,,,
6319,WILDWOOD,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03947955,28.85760103",-82.03947955,28.85760103,,,,,,,,,
6320,WILDWOOD,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03235470,28.85717748",-82.03235470,28.85717748,,,,,,,,,
6321,Wildwood,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03660260,28.86460619",-82.03660260,28.86460619,,,,,,,,,
6322,SUMTERVILLE,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.06183661,28.73722775",-82.06183661,28.73722775,,,,,,,,,
6323,SUMTERVILLE,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.06123781,28.73639504",-82.06123781,28.73639504,,,,,,,,,
6324,PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.56987676,30.12109888",-83.56987676,30.12109888,,,,,,,,,
6325,PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.56620257,30.07780867",-83.56620257,30.07780867,,,,,,,,,
6326,PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.56441118,30.11944919",-83.56441118,30.11944919,,,,,,,,,
6327,PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.57717786,30.12092496",-83.57717786,30.12092496,,,,,,,,,
6328,PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.57381945,30.12602415",-83.57381945,30.12602415,,,,,,,,,
6329,PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.57295428,30.12111967",-83.57295428,30.12111967,,,,,,,,,
6330,PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.56969839,30.12266168",-83.56969839,30.12266168,,,,,,,,,
6331,STEINHATCHEE,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.37577975,29.67330753",-83.37577975,29.67330753,,,,,,,,,
6332,LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33966718,30.01527770",-82.33966718,30.01527770,,,,,,,,,
6333,LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34800202,30.01634298",-82.34800202,30.01634298,,,,,,,,,
6334,LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33932259,30.01761176",-82.33932259,30.01761176,,,,,,,,,
6335,LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33875901,30.01836314",-82.33875901,30.01836314,,,,,,,,,
6336,LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33875901,30.01836314",-82.33875901,30.01836314,,,,,,,,,
6337,RAIFORD,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.19377024,30.08567722",-82.19377024,30.08567722,,,,,,,,,
6338,ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.09454739,29.23967041",-81.09454739,29.23967041,,,,,,,,,
6339,ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.07020487,29.30794866",-81.07020487,29.30794866,,,,,,,,,
6340,ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03986319,29.28709778",-81.03986319,29.28709778,,,,,,,,,
6341,ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05771465,29.28378824",-81.05771465,29.28378824,,,,,,,,,
6342,ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.13510952,29.27226160",-81.13510952,29.27226160,,,,,,,,,
6343,ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05921520,29.27937476",-81.05921520,29.27937476,,,,,,,,,
6344,ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.11413271,29.27521831",-81.11413271,29.27521831,,,,,,,,,
6345,ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.09061787,29.27505861",-81.09061787,29.27505861,,,,,,,,,
6346,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.21739391,28.92140364",-81.21739391,28.92140364,,,,,,,,,
6347,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.24638254,28.94662381",-81.24638254,28.94662381,,,,,,,,,
6348,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.22921515,28.87333667",-81.22921515,28.87333667,,,,,,,,,
6349,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.26520760,28.87156118",-81.26520760,28.87156118,,,,,,,,,
6350,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.16158014,28.89541670",-81.16158014,28.89541670,,,,,,,,,
6351,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.18903231,28.93469400",-81.18903231,28.93469400,,,,,,,,,
6352,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.17202886,28.89191873",-81.17202886,28.89191873,,,,,,,,,
6353,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.23008156,28.92997378",-81.23008156,28.92997378,,,,,,,,,
6354,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.17540942,28.88115003",-81.17540942,28.88115003,,,,,,,,,
6355,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.24296089,28.90623692",-81.24296089,28.90623692,,,,,,,,,
6356,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.27226616,28.87782411",-81.27226616,28.87782411,,,,,,,,,
6357,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.16282197,28.88751283",-81.16282197,28.88751283,,,,,,,,,
6358,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.25066147,28.89147324",-81.25066147,28.89147324,,,,,,,,,
6359,DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.23105946,28.93249830",-81.23105946,28.93249830,,,,,,,,,
6360,NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.91972094,29.01087938",-80.91972094,29.01087938,,,,,,,,,
6361,NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.93039346,29.00328195",-80.93039346,29.00328195,,,,,,,,,
6362,NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.93306937,29.02976386",-80.93306937,29.02976386,,,,,,,,,
6363,NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.92354785,29.00449489",-80.92354785,29.00449489,,,,,,,,,
6364,NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05095493,29.02271109",-81.05095493,29.02271109,,,,,,,,,
6365,NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.87855713,29.00278815",-80.87855713,29.00278815,,,,,,,,,
6366,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02663103,29.14857941",-81.02663103,29.14857941,,,,,,,,,
6367,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03799962,29.11938543",-81.03799962,29.11938543,,,,,,,,,
6368,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02778038,29.08314116",-81.02778038,29.08314116,,,,,,,,,
6369,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.01717296,29.13190794",-81.01717296,29.13190794,,,,,,,,,
6370,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.99135376,29.14221611",-80.99135376,29.14221611,,,,,,,,,
6371,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.04079406,29.06657513",-81.04079406,29.06657513,,,,,,,,,
6372,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.00477188,29.10575670",-81.00477188,29.10575670,,,,,,,,,
6373,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02663103,29.14857941",-81.02663103,29.14857941,,,,,,,,,
6374,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.00105445,29.14731847",-81.00105445,29.14731847,,,,,,,,,
6375,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.01739180,29.11628670",-81.01739180,29.11628670,,,,,,,,,
6376,PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.01602153,29.10851384",-81.01602153,29.10851384,,,,,,,,,
6377,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02355056,29.24728136",-81.02355056,29.24728136,,,,,,,,,
6378,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.98635159,29.17736452",-80.98635159,29.17736452,,,,,,,,,
6379,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03043209,29.19500556",-81.03043209,29.19500556,,,,,,,,,
6380,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.14508254,29.13639659",-81.14508254,29.13639659,,,,,,,,,
6381,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03004519,29.26674750",-81.03004519,29.26674750,,,,,,,,,
6382,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.06356184,29.21341980",-81.06356184,29.21341980,,,,,,,,,
6383,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.06844776,29.21403567",-81.06844776,29.21403567,,,,,,,,,
6384,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02715796,29.19590819",-81.02715796,29.19590819,,,,,,,,,
6385,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05539795,29.24932262",-81.05539795,29.24932262,,,,,,,,,
6386,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.04994528,29.21702244",-81.04994528,29.21702244,,,,,,,,,
6387,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05457862,29.20684580",-81.05457862,29.20684580,,,,,,,,,
6388,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.07430000,29.19860000",-81.07430000,29.19860000,,,,,,,,,
6389,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.04994528,29.21702244",-81.04994528,29.21702244,,,,,,,,,
6390,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.01666171,29.23846167",-81.01666171,29.23846167,,,,,,,,,
6391,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.13679435,29.20729084",-81.13679435,29.20729084,,,,,,,,,
6392,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.15200173,29.14455423",-81.15200173,29.14455423,,,,,,,,,
6393,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.07122572,29.22405973",-81.07122572,29.22405973,,,,,,,,,
6394,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.00841313,29.16825230",-81.00841313,29.16825230,,,,,,,,,
6395,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.14938089,29.14054326",-81.14938089,29.14054326,,,,,,,,,
6396,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.14276441,29.13674272",-81.14276441,29.13674272,,,,,,,,,
6397,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03968912,29.21336709",-81.03968912,29.21336709,,,,,,,,,
6398,DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05091057,29.19785356",-81.05091057,29.19785356,,,,,,,,,
6399,ORANGE CITY,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31347131,28.93244879",-81.31347131,28.93244879,,,,,,,,,
6400,ORANGE CITY,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30924992,28.93823381",-81.30924992,28.93823381,,,,,,,,,
6401,ORANGE CITY,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29164876,28.95109145",-81.29164876,28.95109145,,,,,,,,,
6402,ORANGE CITY,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31236389,28.94021801",-81.31236389,28.94021801,,,,,,,,,
6403,ORANGE CITY,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31347131,28.93244879",-81.31347131,28.93244879,,,,,,,,,
6404,LAKE HELEN,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.23000000,28.97642302",-81.23000000,28.97642302,,,,,,,,,
6405,LAKE HELEN,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.22614803,28.97210332",-81.22614803,28.97210332,,,,,,,,,
6406,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28393676,29.04088010",-81.28393676,29.04088010,,,,,,,,,
6407,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30929157,29.03131265",-81.30929157,29.03131265,,,,,,,,,
6408,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30893592,29.01503757",-81.30893592,29.01503757,,,,,,,,,
6409,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.33553187,29.04011591",-81.33553187,29.04011591,,,,,,,,,
6410,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.27136067,28.99403073",-81.27136067,28.99403073,,,,,,,,,
6411,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29694823,29.04588811",-81.29694823,29.04588811,,,,,,,,,
6412,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.33110000,29.01079998",-81.33110000,29.01079998,,,,,,,,,
6413,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.27628270,29.03084975",-81.27628270,29.03084975,,,,,,,,,
6414,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30929157,29.03131265",-81.30929157,29.03131265,,,,,,,,,
6415,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29746572,29.00433169",-81.29746572,29.00433169,,,,,,,,,
6416,DELAND,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31431346,29.00749747",-81.31431346,29.00749747,,,,,,,,,
6417,DEBARY,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.32071268,28.89117315",-81.32071268,28.89117315,,,,,,,,,
6418,DEBARY,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28274161,28.89508329",-81.28274161,28.89508329,,,,,,,,,
6419,DEBARY,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28502889,28.89073969",-81.28502889,28.89073969,,,,,,,,,
6420,PIERSON,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.45794653,29.24630984",-81.45794653,29.24630984,,,,,,,,,
6421,PIERSON,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.46460263,29.24420641",-81.46460263,29.24420641,,,,,,,,,
6422,OSTEEN,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.17559219,28.85477661",-81.17559219,28.85477661,,,,,,,,,
6423,EDGEWATER,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.89083023,28.94603950",-80.89083023,28.94603950,,,,,,,,,
6424,EDGEWATER,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.90714951,28.98430231",-80.90714951,28.98430231,,,,,,,,,
6425,OAK HILL,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.84879433,28.86192889",-80.84879433,28.86192889,,,,,,,,,
6426,DE LEON SPRINGS,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.35065188,29.12316353",-81.35065188,29.12316353,,,,,,,,,
6427,CRAWFORDVILLE,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.31811119,30.21563719",-84.31811119,30.21563719,,,,,,,,,
6428,CRAWFORDVILLE,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.35493849,30.25737982",-84.35493849,30.25737982,,,,,,,,,
6429,CRAWFORDVILLE,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.37132829,30.12707993",-84.37132829,30.12707993,,,,,,,,,
6430,CRAWFORDVILLE,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.39003854,30.08007172",-84.39003854,30.08007172,,,,,,,,,
6431,CRAWFORDVILLE,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.39286596,30.18225361",-84.39286596,30.18225361,,,,,,,,,
6432,CRAWFORDVILLE,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.31842786,30.21838896",-84.31842786,30.21838896,,,,,,,,,
6433,CRAWFORDVILLE,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.37682822,30.10739665",-84.37682822,30.10739665,,,,,,,,,
6434,CRAWFORDVILLE,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.38066077,30.17700406",-84.38066077,30.17700406,,,,,,,,,
6435,SOPCHOPPY,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.49376896,30.05807071",-84.49376896,30.05807071,,,,,,,,,
6436,SOPCHOPPY,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.49431013,30.05852631",-84.49431013,30.05852631,,,,,,,,,
6437,SAINT MARKS,WAKULLA,,,,PUBLIC SCHOOL,,,,,,,,,"-84.20808952,30.16112750",-84.20808952,30.16112750,,,,,,,,,
6438,FREEPORT,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.13366832,30.50020272",-86.13366832,30.50020272,,,,,,,,,
6439,FREEPORT,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.13069899,30.50832216",-86.13069899,30.50832216,,,,,,,,,
6440,FREEPORT,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.11581160,30.54367578",-86.11581160,30.54367578,,,,,,,,,
6441,SANTA ROSA BEACH,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.13848582,30.32085565",-86.13848582,30.32085565,,,,,,,,,
6442,SANTA ROSA BEACH,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.26145977,30.36136616",-86.26145977,30.36136616,,,,,,,,,
6443,SANTA ROSA BEACH,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.18018702,30.37900156",-86.18018702,30.37900156,,,,,,,,,
6444,SANTA ROSA BEACH,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.11880559,30.36708010",-86.11880559,30.36708010,,,,,,,,,
6445,SANTA ROSA BEACH,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.11361075,30.35882818",-86.11361075,30.35882818,,,,,,,,,
6446,LAUREL HILL,WALTON,,,,PUBLIC SCHOOL,,,,,,,,,"-86.30471532,30.97383912",-86.30471532,30.97383912,,,,,,,,,
6447,CHIPLEY,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.54283592,30.78223482",-85.54283592,30.78223482,,,,,,,,,
6448,CHIPLEY,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.55300310,30.77388580",-85.55300310,30.77388580,,,,,,,,,
6449,CHIPLEY,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.54390260,30.78159216",-85.54390260,30.78159216,,,,,,,,,
6450,CHIPLEY,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.55762425,30.76320159",-85.55762425,30.76320159,,,,,,,,,
6451,CHIPLEY,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.55534696,30.76318457",-85.55534696,30.76318457,,,,,,,,,
6452,CHIPLEY,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.54759974,30.77608099",-85.54759974,30.77608099,,,,,,,,,
6453,CHIPLEY,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.54283592,30.78223482",-85.54283592,30.78223482,,,,,,,,,
6454,VERNON,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.69493526,30.61064079",-85.69493526,30.61064079,,,,,,,,,
6455,VERNON,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.69312146,30.60839453",-85.69312146,30.60839453,,,,,,,,,
6456,VERNON,WASHINGTON,,,,PUBLIC SCHOOL,,,,,,,,,"-85.70480265,30.62563712",-85.70480265,30.62563712,,,,,,,,,
6457,GAINESVILLE,ALACHUA,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-82.35107310,29.63311778,,,,,,,
6458,GAINESVILLE,ALACHUA,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-82.31939272,29.64328610,,,,,,,
6459,GAINESVILLE,ALACHUA,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-82.30834182,29.66056646,,,,,,,
6460,GAINESVILLE,ALACHUA,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-82.35067738,29.63516272,,,,,,,
6461,MACCLENNY,BAKER,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-82.13964792,30.27944278,,,,,,,
6462,SANDERSON,BAKER,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-82.27369681,30.24958987,,,,,,,
6463,YOUNGSTOWN,BAY,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-85.43927033,30.36021161,,,,,,,
6464,LYNN HAVEN,BAY,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-85.64838642,30.24591479,,,,,,,
6465,PANAMA CITY BEACH,BAY,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-85.89008904,30.23036719,,,,,,,
6466,PANAMA CITY BEACH,BAY,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-85.80406679,30.18100588,,,,,,,
6467,PANAMA CITY,BAY,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-85.65001574,30.15788917,,,,,,,
6468,PANAMA CITY,BAY,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-85.59151594,30.15664497,,,,,,,
6469,PANAMA CITY,BAY,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-85.67595525,30.21230622,,,,,,,
6470,STARKE,BRADFORD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-82.10951247,29.95431514,,,,,,,
6471,SEBASTIAN,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.50591561,27.88308082,,,,,,,
6472,INDIALANTIC,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.57864295,28.12748600,,,,,,,
6473,MELBOURNE,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.67046723,28.07966927,,,,,,,
6474,MELBOURNE,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.62773128,28.10747567,,,,,,,
6475,MELBOURNE,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.67679596,28.22591177,,,,,,,
6476,MELBOURNE,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.64865297,28.13564493,,,,,,,
6477,MELBOURNE,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.70290258,28.14667906,,,,,,,
6478,MELBOURNE,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.61398004,28.08482653,,,,,,,
6479,MELBOURNE,BREVARD,,,,EMERGENCY MEDICAL SERVICE,,,,,,,,,,,,-80.71298288,28.23450306,,,,,,,
