,CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
3114,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41218200,25.57339800
3115,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40983100,25.74978300
3116,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43504200,25.74480800
3117,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29874000,25.70380300
3118,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.23526200,25.81174900
3119,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38118500,25.64823800
3120,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44044200,25.59682900
3121,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35250000,25.70133400
3122,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43124400,25.63663100
3123,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.23674100,25.88666200
3124,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44741200,25.73248000
3125,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36069100,25.70664300
3126,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39739300,25.73685800
3127,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37998000,25.60132400
3128,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30542000,25.75863300
3129,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.24752200,25.86847900
3130,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45052200,25.62655800
3131,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42811200,25.75820900
3132,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.21730000,25.91451300
3133,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.18765300,25.90123800
3134,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41493200,25.77694200
3135,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33208200,25.58073800
3136,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37998300,25.71415900
3137,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43400700,25.70546600
3138,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37758100,25.56813800
3139,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29220792,25.77762546
3140,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35170100,25.73469000
3141,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22611000,25.81845300
3142,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35172200,25.75082200
3143,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33031200,25.73597800
3144,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.20207300,25.94922800
3145,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44034200,25.75437300
3146,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22923300,25.74745800
3147,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.23568100,25.78127400
3148,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35267200,25.56571100
3149,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34333100,25.71627300
3150,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34626200,25.76027900
3151,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31081900,25.61381800
3152,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32345200,25.68777000
3153,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33706100,25.76039100
3154,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42987200,25.66204000
3155,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45389200,25.70168800
3156,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33064100,25.72855300
3157,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41216100,25.77118900
3158,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43748100,25.59613300
3159,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37998200,25.74157000
3160,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25749300,25.78511800
3161,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35377200,25.71736600
3162,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35781200,25.62374000
3163,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.20125200,25.90098900
3164,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37959778,25.72940161
3165,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40441200,25.74812800
3166,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.20896100,25.81372300
3167,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45186000,25.70815300
3168,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25016100,25.73849000
3169,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40655200,25.71387900
3170,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40875200,25.74664900
3171,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38940200,25.65888800
3172,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35183200,25.76301800
3173,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.18760400,25.90127100
3174,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34830200,25.75754500
3175,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36115200,25.71999800
3176,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35599100,25.56444100
3177,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40114200,25.72011800
3178,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41452100,25.76444200
3179,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32361500,25.76468500
3180,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34582200,25.58636400
3181,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40281100,25.75116300
3182,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40440700,25.71128600
3183,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34982800,25.62067300
3184,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.19744200,25.87327800
3185,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44435100,25.65797300
3186,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36949100,25.62522300
3187,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.47178765,25.57225427
3188,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43979456,25.73787362
3189,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.20522400,25.75819200
3190,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25221200,25.78353100
3191,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25467100,25.75360200
3192,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44489002,25.74628732
3193,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36246100,25.61944200
3194,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31368200,25.77542800
3195,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40502100,25.56374400
3196,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40786100,25.69237600
3197,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31849100,25.74165300
3198,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32872300,25.72530800
3199,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43899650,25.70720424
3200,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40581100,25.73514200
3201,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44488426,25.70664862
3202,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40276100,25.58998300
3203,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30747900,25.76522200
3204,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32215200,25.70769000
3205,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41684300,25.72276700
3206,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.24563300,25.87068800
3207,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28918000,25.76552300
3208,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.48431200,25.66640000
3209,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44777200,25.71754100
3210,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39429800,25.58784000
3211,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36952500,25.70456500
3212,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44427000,25.75712300
3213,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.24381300,25.76683800
3214,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34328300,25.59270000
3215,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39339600,25.75000400
3216,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42664000,25.74018300
3217,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35795300,25.81714200
3218,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39359200,25.63381900
3219,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39707200,25.58544100
3220,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31229700,25.74138500
3221,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38043100,25.56100100
3222,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36265100,25.75920200
3223,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22669100,25.89764300
3224,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35755300,25.75178100
3225,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34841300,25.68099000
3226,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22310200,25.76325800
3227,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44763200,25.67931000
3228,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37319200,25.64527900
3229,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41455200,25.65753300
3230,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.23404500,25.88937700
3231,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41628100,25.72662000
3232,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35864400,25.55624200
3233,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45724700,25.72383700
3234,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40190200,25.68813400
3235,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36691200,25.74241000
3236,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45073100,25.69820300
3237,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.20521900,25.75828000
3238,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38283900,25.76210700
3239,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30644100,25.73407300
3240,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38186400,25.64498700
3241,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33637324,25.63244885
3242,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44823100,25.74794400
3243,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43001400,25.67173700
3244,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39921200,25.74138200
3245,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44663100,25.75122800
3246,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34278100,25.73616200
3247,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40938300,25.70068200
3248,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.24473300,25.82196800
3249,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44058200,25.60790800
3250,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34837200,25.69379400
3251,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37461100,25.60527300
3252,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37475100,25.72216800
3253,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44774300,25.69473800
3254,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43400100,25.63443300
3255,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38884300,25.75348100
3256,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.23401100,25.77400400
3257,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34651200,25.74011800
3258,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42311100,25.73725200
3259,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40721100,25.71956300
3260,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.21340300,25.80100800
3261,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35441426,25.61780026
3262,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40025200,25.67082900
3263,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39185200,25.76257000
3264,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34097719,25.57376807
3265,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25295100,25.74896300
3266,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38273100,25.72359200
3267,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45531200,25.68842000
3268,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.21182100,25.82846300
3269,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44110200,25.60001800
3270,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31303500,25.76926500
3271,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41699200,25.74105900
3272,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44001200,25.71778000
3273,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35135300,25.68905000
3274,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30612200,25.76963300
3275,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43672200,25.74659800
3276,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41164300,25.76171300
3277,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38635100,25.55318300
3278,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40431500,25.68633700
3279,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37964100,25.57692100
3280,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42461100,25.59908100
3281,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41730300,25.75132800
3282,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41318000,25.73194300
3283,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40610031,25.77860155
3284,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29071200,25.73791900
3285,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34219200,25.70248000
3286,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44353300,25.74460800
3287,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41604300,25.73547900
3288,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37416300,25.66419800
3289,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41221100,25.76790200
3290,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34300300,25.74312800
3291,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42353100,25.72033800
3292,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33373000,25.72538400
3293,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36383100,25.76699300
3294,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35350800,25.58565500
3295,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33488200,25.75320100
3296,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39612100,25.74446100
3297,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.24040000,25.77858300
3298,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37590803,25.73159691
3299,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45718893,25.67603767
3300,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22833900,25.93931400
3301,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34016200,25.76131000
3302,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.19874200,25.89231300
3303,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34811800,25.75384200
3304,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37645100,25.82679300
3305,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42415200,25.75746000
3306,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25460300,25.78409800
3307,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44030100,25.68382400
3308,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34704200,25.73646800
3309,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35659200,25.58358100
3310,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37323100,25.55415800
3311,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.37981300,25.58375000
3312,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35200000,25.75935300
3313,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38375300,25.67560700
3314,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41036200,25.67499800
3315,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41867100,25.70028300
3316,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29575200,25.71084900
3317,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44126300,25.71306800
3318,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31829400,25.77440200
3319,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41392000,25.69645300
3320,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44763100,25.73869100
3321,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28892900,25.80586300
3322,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38316200,25.57560800
3323,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32350200,25.74120000
3324,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34813300,25.68638800
3325,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35505000,25.76606300
3326,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.20207000,25.94413400
3327,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36428300,25.60015800
3328,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26077344,25.78234509
3329,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.20312300,25.87376800
3330,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41567200,25.71670200
3331,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31409300,25.75480800
3332,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35247100,25.73077900
3333,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44779200,25.76014800
3334,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43362300,25.66167800
3335,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39815100,25.75889400
3336,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22189800,25.95783400
3337,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31262200,25.76370800
3338,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30030300,25.76506800
3339,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39344100,25.75796300
3340,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43023100,25.60205300
3341,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36452100,25.73664000
3342,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32750200,25.59325800
3343,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36870200,25.71827300
3344,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22948100,25.94629000
3345,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40153100,25.77730400
3346,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29646100,25.74902200
3347,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33894200,25.73904000
3348,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27988200,25.77012000
3349,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42062100,25.69111200
3350,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35544100,25.69158300
3351,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40403100,25.56911100
3352,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42661100,25.74425200
3353,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.21673000,25.81351300
3354,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44333200,25.75143300
3355,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.23329000,25.76362300
3356,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41770100,25.73072200
3357,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33057200,25.66620800
3358,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.20812100,25.94231300
3359,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44521100,25.59591300
3360,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.41035500,25.71936800
3361,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42010100,25.74999300
3362,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38573200,25.59970800
3363,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42624300,25.61888800
3364,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35906200,25.73537800
3365,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.21175100,25.82293300
3366,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35849200,25.76801300
3367,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25009100,25.77716200
3368,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29304100,25.77423300
3369,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42959500,25.61719700
3370,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42502400,25.69115400
3371,MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.24373200,25.77621900
