Name,Address,City,Zip,COUNTY,LONGLAT,USNG,FACILITY_TYPE,SHELTER_TYPE,RPC_Region,Year_Built,Building,AS_IS_A_Retrofit_R,Generator_Type,PreMitigation_Capacity_Spaces,PreMitigation_Square_Footage,EHPA_Capacity_Gained_Spaces,EHPA_Square_Footage_Gained,Retrofit_Capacity_Gained_Spaces,Retrofit_Square_Footage_Gained,Risk_Capacity_Spaces,Risk_Square_Footage,Planned_Usage_Spaces,FundingSource_F_Federal_State_S,Evacuation_Zone,SURGE_ZONE,FLOOD_ZONE,EHPA,General_Pop,SPECIAL_NEEDS,Pet_Friendly,Does_not_meet_ARC_4496,Survey_Needed,x,y
Jensen Beach HS,2876 Goldenrod Rd,Jensen Beach,34958,MARTIN,"-80.26884292, 27.24384832",17R NL 72385 13655,SHELTER,RISK,9,2002,5 Cafeteria,A,294 kW for campus,0,0,985,19700,0,0,985,19700,0, ,No,No,No,Yes,Yes, , , , ,-8935486.720902795,3153970.5463822237
Warfield ES,15260 SW 150th St,Indiantown,34956,MARTIN,"-80.46172598, 27.02093602",17R NK 53395 88868,SHELTER,RISK,9,2010,24 Classroom,A,134 kW for campus,0,0,0,0,0,0,517,10349,417,L,No,No,No,No,Yes, , , , ,-8956958.36486817,3126087.6716434746
Warfield ES,15260 SW 150th St,Indiantown,34956,MARTIN,"-80.46172598, 27.02093602",17R NK 53395 88868,SHELTER,RISK,9,2006,8 Cafeteria,A,134 kW for campus,0,0,0,0,0,0,231,4618,0, ,No,No,No,No,Yes, , , , ,-8956958.36486817,3126087.6716434746
Indiantown MS,16303 SW Farm Rd,Indiantown,34956,MARTIN,"-80.47545202, 27.02107600",17R NK 52033 88877,SHELTER,RISK,9,2010,4 Classroom,A, ,0,0,0,0,1121,22428,1121,22428,633, ,No,No,No,No,Yes, , , , ,-8958486.340368247,3126105.163295611
Hidden Oaks MS,2801 SW Martin Hwy,Palm City,34990,MARTIN,"-80.29214600, 27.16251802",17R NL 70129 04633,SHELTER,RISK,9,1991,3 Classroom,A,150 kW for campus,0,0,0,0,0,0,803,16067,678, ,No,No,No,No,Yes, , , , ,-8938080.807506602,3143790.941461383
JD Parker ES,1050 E 10th St,Stuart,34996,MARTIN,"-80.23293297, 27.18920302",17R NL 75978 07623,SHELTER,RISK,9,2004,01 Classroom,A,496 kW,0,0,2327,46538,0,0,2327,46538,1248,L/S,No,No,No,Yes,Yes, , , , ,-8931489.242870918,3147130.118062994
Hidden Oaks MS,2801 SW Martin Hwy,Palm City,34990,MARTIN,"-80.29214600, 27.16251802",17R NL 70129 04633,SHELTER,RISK,9,1991,8 Cafeteria,A,150 kW for campus,0,0,0,0,0,0,311,6224,0, ,No,No,No,No,Yes, , , , ,-8938080.807506602,3143790.941461383
Seawind ES,3700 SE Seabranch Blvd,Hobe Sound,33455,MARTIN,"-80.20307998, 27.09807400",17R NK 78999 97548,SHELTER,RISK,9,1993,6 Classroom,R, ,0,0,0,0,246,4910,246,4910,310, ,No,No,No,No,Yes, , , , ,-8928166.023624448,3135730.1523146005
Jensen Beach HS,2875 Goldenrod Rd,Jensen Beach,34957,MARTIN,"-80.26670600, 27.24066799",17R NL 72599 13304,SHELTER,RISK,9,2002,4 Classroom,A,294 kW for campus,0,0,3447,68940,0,0,3447,68940,1084,F/S,No,No,No,Yes,Yes, , , , ,-8935248.839886742,3153572.3451234936
Hidden Oaks MS,2801 SW Martin Hwy,Palm City,34990,MARTIN,"-80.29214600, 27.16251802",17R NL 70129 04633,SHELTER,RISK,9,1991,6 Music,A,150 kW for campus,0,0,0,0,0,0,240,4794,211, ,No,No,No,No,Yes, , , , ,-8938080.807506602,3143790.941461383
Warfield ES,15260 SW 150th St,Indiantown,34956,MARTIN,"-80.46172598, 27.02093602",17R NK 53395 88868,SHELTER,RISK,9,2010,23 Music / Art,A,134 kW for campus,0,0,0,0,0,0,80,1597,102,L,No,No,No,No,Yes, , , , ,-8956958.36486817,3126087.6716434746
Hidden Oaks MS,2801 SW Martin Hwy,Palm City,34990,MARTIN,"-80.29214600, 27.16251802",17R NL 70129 04633,SHELTER,RISK,9,1991,5 Art,A,150 kW for campus,0,0,0,0,0,0,50,1001,61, ,No,No,No,No,Yes, , , , ,-8938080.807506602,3143790.941461383
Seawind ES,3700 SE Seabranch Blvd,Hobe Sound,33455,MARTIN,"-80.20307998, 27.09807400",17R NK 78999 97548,SHELTER,RISK,9,1993,2 Classroom,R, ,0,0,0,0,314,6276,314,6276,299,F/S,No,No,No,No,Yes, , , , ,-8928166.023624448,3135730.1523146005
Seawind ES,3700 SE Seabranch Blvd,Hobe Sound,33455,MARTIN,"-80.20307998, 27.09807400",17R NK 78999 97548,SHELTER,RISK,9,1993,3 ESE,R, ,0,0,0,0,152,3049,152,3049,164, ,No,No,No,No,Yes, , , , ,-8928166.023624448,3135730.1523146005
Warfield ES,15260 SW 150th St,Indiantown,34956,MARTIN,"-80.46172598, 27.02093602",17R NK 53395 88868,SHELTER,RISK,9,2001,21 Classroom,A,134 kW for campus,0,0,0,0,0,0,547,10946,363, ,No,No,No,No,Yes, , , , ,-8956958.36486817,3126087.6716434746
Hidden Oaks MS,2801 SW Martin Hwy,Palm City,34990,MARTIN,"-80.29214600, 27.16251802",17R NL 70129 04633,SHELTER,RISK,9,1991,4 Library,A,150 kW for campus,0,0,0,0,0,0,77,1549,57, ,No,No,No,No,Yes, , , , ,-8938080.807506602,3143790.941461383
Indiantown MS,16303 SW Farm Rd,Indiantown,34956,MARTIN,"-80.47545202, 27.02107600",17R NK 52033 88877,SHELTER,RISK,9,2010,5 Cafeteria,A, ,0,0,0,0,368,7369,368,7369,368, ,No,No,No,No,Yes, , , , ,-8958486.340368247,3126105.163295611
Citrus Grove ES,2527 SW Citrus Blvd,Palm City,34990,MARTIN,"-80.31698401, 27.17502101",17R NL 67661 06004,SHELTER,RISK,9,2007,1 ESE / Classroom,A, ,2329,46586,0,0,0,0,2329,46586,1289, ,No,No,No,No,Yes, , , , ,-8940845.762153704,3145355.379752895
Indiantown MS,16303 SW Farm Rd,Indiantown,34956,MARTIN,"-80.47545202, 27.02107600",17R NK 52033 88877,SHELTER,RISK,9,1999,2 Classroom,A, ,0,0,0,0,398,7952,398,7952,295,L,No,No,No,No,Yes, , , , ,-8958486.340368247,3126105.163295611
Willoughby Learning Center,5151 SE Willoughby Blvd,Stuart,34997,MARTIN,"-80.23119492, 27.14305032",17R NL 76181 02512,SHELTER,RISK,9,1998,Main,R, ,0,0,0,0,591,11813,591,11813,0, ,No,No,No,No,Yes, ,Yes, , ,-8931295.764190817,3141355.3926918027
Port Salerno ES,3260 SE Lionel Ter,Stuart,34997,MARTIN,"-80.20839201, 27.14610298",17R NL 78439 02864,SHELTER,RISK,9,2002,1 Classroom,A,660 kW for campus,451,9023,849,16977,0,0,1300,26000,1423,F/S,No,No,No,Yes,Yes, , , , ,-8928757.356200898,3141737.273988655
Miami Northwestern HS,1100 NW 71st St,Miami,33150,MIAMI-DADE,"-80.21391803, 25.83898298",17R NJ 78777 58087,SHELTER,RISK,10,1994,1A Auditorium,A, ,0,0,0,0,0,0,211,4216,2420,S-1523-2002,No,No,No,No,Yes, , , , ,-8929372.510046415,2979151.92498054
Ben Sheppard ES,5700 W 24th Ave,Hialeah,33016,MIAMI-DADE,"-80.33225400, 25.87441199",17R NJ 66898 61946,SHELTER,RISK,10,1984,4 Classroom,A,40 kW,0,0,0,0,0,0,106,2117,106, ,No,No,No,No,Yes, , , , ,-8942545.609014703,2983534.626519152
Kelsey L Pharr ES,2000 NW 46th St,Miami,33142,MIAMI-DADE,"-80.22971096, 25.81632301",17R NJ 77209 55569,SHELTER,RISK,10,1967,1 Classroom,A, ,0,0,0,0,0,0,453,9064,453, ,No,No,No,No,Yes, , , , ,-8931130.571102748,2976349.489184258
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,3D West Part Classroom,A,275 kW,0,0,0,0,0,0,207,4138,207, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1962,3B Classroom,A,800 kW,0,0,190,3806,0,0,190,3806,190, ,No,No,No,Yes,Yes, , , , ,-8933979.44495974,2991738.071242746
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,3 (area D3A) Gym,A,235 kW,0,0,0,0,0,0,739,14780,739, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
John I Smith MS,5005 NW 112th Ave,Doral,33178,MIAMI-DADE,"-80.37661002, 25.81949401",17R NJ 62483 55842,SHELTER,RISK,10,1998,1B Admin / Classroom, ,180 kW,0,0,0,0,1214,24271,1214,24271,1214,L,No,No,No,No,Yes, , , , ,-8947483.299097892,2976741.6252671056
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,2007,11 ESE Classroom,A,60 kW,0,0,0,0,0,0,569,11370,569, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Stirrup ES,330 NW 97th Ave,Miami,33172,MIAMI-DADE,"-80.35395198, 25.76995801",17R NJ 64781 50367,SHELTER,RISK,10,1984,3 Art Classroom,A,45 kW,0,0,0,0,0,0,193,3861,193, ,E,No,No,No,Yes, , , , ,-8944961.017198173,2970617.0420499095
Lawton Chiles MS,8190 NW 197th St,Miami,33015,MIAMI-DADE,"-80.33431804, 25.95071501",17R NJ 66648 70395,SHELTER,RISK,10,1998,2C Classroom,A,325 kW,0,0,1240,24808,0,0,1240,24808,1240, ,No,No,AE,Yes,Yes, , , , ,-8942775.37724736,2992978.065630746
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,33018,MIAMI-DADE,"-80.34576696, 25.90123198",17R NJ 65529 64909,SHELTER,RISK,10,1994,5 Classroom,A,235 kW,0,0,0,0,0,0,324,6471,324,s-1523-2002,No,No,AE,No,Yes, , , , ,-8944049.865827583,2986853.2351727937
Dante Fascell ES,15625 SW 80th St,Miami,33193,MIAMI-DADE,"-80.44528304, 25.69339900",17R NJ 55658 41847,SHELTER,RISK,10,1995,4 Classroom,A,80 kW,0,0,0,0,0,0,472,9440,472, ,E,5,No,No,Yes, , , , ,-8955127.944387324,2961156.385705098
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2011,9ND Admin / Classroom,A,130 kW,0,0,0,0,0,0,176,3515,176, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
John I Smith MS,5005 NW 112th Ave,Doral,33178,MIAMI-DADE,"-80.37661002, 25.81949401",17R NJ 62483 55842,SHELTER,RISK,10,1998,1A Classroom, ,180 kW,0,0,0,0,738,14754,738,14754,738,L,No,No,No,No,Yes, , , , ,-8947483.299097892,2976741.6252671056
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,1990,5 Cafeteria,A,416 kW,0,0,0,0,0,0,179,3588,179, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Hammocks MS,9889 Hammocks Blvd,Miami,33196,MIAMI-DADE,"-80.44200001, 25.67421601",17R NJ 55997 39724,SHELTER,RISK,10,1982,4 Cafeteria / PE,A,250 kW / 99 kW,0,0,0,0,0,0,170,3403,170, ,E,5,No,No,Yes, , , , ,-8954762.479807034,2958786.8319072453
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,"3 (area F3B) Auditorium, Classroom",A,235 kW,0,0,0,0,0,0,361,7220,361, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
Florida International University,11290 SW 12th St,Miami,33199,MIAMI-DADE,"-80.37808320, 25.75759670",17R NJ 62367 48986,SHELTER,RISK,10,2017,Rec Complex 1st Floor,A,600 kW,0,0,0,0,511,10220,511,10220,511, ,E,5,AH,No,Yes, , , , ,-8947647.292739093,2969089.100721762
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,2C South Part Classroom,A,275 kW,0,0,0,0,0,0,217,4339,217, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
Joe Hall ES,1901 SW 134th Ave,Miami,33175,MIAMI-DADE,"-80.41218298, 25.74985699",17R NJ 58952 48113,SHELTER,RISK,10,1984,2 Classroom,A,50 kW,0,0,0,0,0,0,101,2028,101, ,E,No,No,No,Yes, , , , ,-8951443.263458291,2968132.500855062
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,1990,10 Classroom / Media,A,416 kW,0,0,0,0,0,0,312,6232,312, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Ben Sheppard ES,5700 W 24th Ave,Hialeah,33016,MIAMI-DADE,"-80.33225400, 25.87441199",17R NJ 66898 61946,SHELTER,RISK,10,1984,3 Art / Classroom,A,40 kW,0,0,0,0,0,0,205,4093,205, ,No,No,No,No,Yes, , , , ,-8942545.609014703,2983534.626519152
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,2003,4B Music / Classroom,A,800 kW,0,0,276,5523,0,0,276,5523,276, ,No,No,No,Yes,Yes, , , , ,-8933979.44495974,2991738.071242746
Dr Carlos J Finlay ES,851 SW 117th Ave,Miami,33184,MIAMI-DADE,"-80.38155501, 25.75919099",17R NJ 62018 49161,SHELTER,RISK,10,2000,3 Cafeteria,A,125 kW,0,0,0,0,0,0,278,5554,278, ,E,No,AH,No,Yes, , , , ,-8948033.77268088,2969286.156996262
Kinloch Park MS,4340 NW 3rd St,Miami,33126,MIAMI-DADE,"-80.26682603, 25.77394398",17R NJ 73515 50854,SHELTER,RISK,10,1999,8 Admin / Dining / Classroom,A,70 kW / 60 kW,0,0,0,0,0,0,717,14335,717, ,E,No,No,No,Yes, , , , ,-8935262.201454801,2971109.769136008
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1962,1A Admin / Media / Classroom,A,800 kW,0,0,0,0,0,0,520,10406,520, ,No,No,No,No,Yes, , , , ,-8933979.44495974,2991738.071242746
John I Smith MS,5005 NW 112th Ave,Miami,33178,MIAMI-DADE,"-80.37661002, 25.81949401",17R NJ 62483 55842,SHELTER,RISK,10,1998,2B Cafeteria / Music,R,180 kW,0,0,0,0,345,6892,345,6892,345,L,No,No,No,No,Yes, , , , ,-8947483.299097892,2976741.6252671056
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,2007,13 Multipurpose / Cafeteria,A,60 kW,0,0,0,0,0,0,96,1915,96, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Joe Hall ES,1901 SW 134th Ave,Miami,33175,MIAMI-DADE,"-80.41218298, 25.74985699",17R NJ 58952 48113,SHELTER,RISK,10,1984,5 Classroom,A,50 kW,0,0,0,0,0,0,231,4629,231, ,E,No,No,No,Yes, , , , ,-8951443.263458291,2968132.500855062
North Miami Beach HS,1247 NE 167th St,Miami,33162,MIAMI-DADE,"-80.17528802, 25.92990798",17R NJ 82585 68181,SHELTER,RISK,10,2005,7 Classroom,A,100 kW,0,0,0,0,0,0,800,15997,3152, ,E,No,No,No,Yes, , , , ,-8925072.23681703,2990402.33354293
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2002,5E Classroom,A,125 kW,0,0,0,0,0,0,85,1695,85, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Ronald Reagan HS,8600 NW 107th Ave,Doral,33178,MIAMI-DADE,"-80.37145197, 25.85259100",17R NJ 62982 59510,SHELTER,RISK,10,2003,4 Auditorium,A,400 kW,0,0,0,0,0,0,683,13655,683,L,No,No,No,No,Yes, , , , ,-8946909.107069287,2980835.132989222
Van Blanton ES,10327 NW 11th Ave,Miami,33150,MIAMI-DADE,"-80.21543298, 25.87014899",17R NJ 78605 61538,SHELTER,RISK,10,1991,3 Classroom,A, ,0,0,0,0,0,0,98,1960,98,"L, S",D,No,No,No,Yes, , , , ,-8929541.15301498,2983007.208552712
Ben Sheppard ES,5700 W 24th Ave,Hialeah,33016,MIAMI-DADE,"-80.33225400, 25.87441199",17R NJ 66898 61946,SHELTER,RISK,10,1984,6 Cafeteria,A,40 kW,0,0,0,0,0,0,92,1847,92, ,No,No,No,No,Yes, , , , ,-8942545.609014703,2983534.626519152
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2003,10 Classroom,A,125 kW,0,0,0,0,0,0,329,6577,329, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Country Club MS,18305 NW 75th Pl,Miami,33015,MIAMI-DADE,"-80.32276602, 25.93970601",17R NJ 67811 69181,SHELTER,RISK,10,2005,1 Admin / Classroom,A,200 kW,0,0,0,0,0,0,289,5789,289, ,No,No,AE,No,Yes, , , , ,-8941489.411904825,2991615.188732094
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,2C East Part Classroom,A,275 kW,0,0,0,0,0,0,66,1328,66, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
Norwood ES,19810 NW 14th Ct,Miami,33169,MIAMI-DADE,"-80.22699196, 25.95548800",17R NJ 77391 70982,SHELTER,RISK,10,1991,6 Cafeteria,A, ,0,0,0,0,0,0,154,3085,154, ,No,No,No,No,Yes, , , , ,-8930827.892721193,2993568.985278483
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2002,4N Classroom,A,125 kW,0,0,0,0,0,0,191,3825,191, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Citrus Grove MS,2153 NW 3rd St,Miami,33125,MIAMI-DADE,"-80.23011497, 25.77674899",17R NJ 77194 51186,SHELTER,RISK,10,1975,1 Admin / Auditorium / Cafeteria / Classroom,A,125 kW / 215 kW,0,0,0,0,0,0,2251,45021,1700,HMGP,E,No,No,No,Yes, , , , ,-8931175.544985808,2971456.5204937463
Orchard Villa ES,5720 NW 13th Ave,Miami,33142,MIAMI-DADE,"-80.21939603, 25.82778799",17R NJ 78236 56844,SHELTER,RISK,10,1990,1 Main,A, ,0,0,0,0,0,0,801,16011,1179, ,No,No,No,No,Yes, , , , ,-8929982.317499325,2977767.334795319
American HS,18350 NW 67th Ave,Miami,33015,MIAMI-DADE,"-80.30851896, 25.93960601",17R NJ 69238 69178,SHELTER,RISK,10,2000,4 Classroom,A,200 kW,0,0,0,0,0,0,232,4646,0, ,No,No,AE,No,Yes, , , , ,-8939903.436900558,2991602.81013493
Miami Northwestern HS,1100 NW 71st St,Miami,33150,MIAMI-DADE,"-80.21391803, 25.83898298",17R NJ 78777 58087,SHELTER,RISK,10,1994,1C Cafeteria / Classroom,A, ,0,0,0,0,0,0,489,9779,489,S-1523-2002,No,No,No,No,Yes, , , , ,-8929372.510046415,2979151.92498054
Lawton Chiles MS,8190 NW 197th St,Miami,33015,MIAMI-DADE,"-80.33431804, 25.95071501",17R NJ 66648 70395,SHELTER,RISK,10,1998,3D South Gym,A,325 kW,0,0,0,0,0,0,83,1666,83, ,No,No,AE,No,Yes, , , , ,-8942775.37724736,2992978.065630746
North Miami HS,13110 NE 8th Ave,North Miami,33161,MIAMI-DADE,"-80.18395198, 25.89694300",17R NJ 81741 64525,SHELTER,RISK,10,2007, ,A,70 kW,0,0,0,0,0,0,412,8230,412, ,D,No,No,No,Yes, , , , ,-8926036.703773083,2986322.4819615465
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,4B Classroom,A,275 kW,0,0,0,0,0,0,187,3743,187, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,1962,1B Admin / Media / Classroom,A,800 kW,0,0,0,0,0,0,307,6140,307, ,No,No,No,No,Yes, , , , ,-8933979.44495974,2991738.071242746
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2011,9SF Classroom,A,130 kW,0,0,0,0,0,0,304,6080,304, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Joe Hall ES,1901 SW 134th Ave,Miami,33175,MIAMI-DADE,"-80.41218298, 25.74985699",17R NJ 58952 48113,SHELTER,RISK,10,1984,6 Cafeteria,A,50 kW,0,0,0,0,0,0,101,2028,101, ,E,No,No,No,Yes, , , , ,-8951443.263458291,2968132.500855062
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,33056,MIAMI-DADE,"-80.25530283, 25.94069867",17R NJ 74566 69328,SHELTER,RISK,10,2003,4A Auditorium,A,800 kW,0,0,404,8080,0,0,404,8080,404, ,No,No,No,Yes,Yes, , , , ,-8933979.44495974,2991738.071242746
Charles R Drew K-8,1775 NW 60th St,Miami,33142,MIAMI-DADE,"-80.22710696, 25.83082102",17R NJ 77461 57176,SHELTER,RISK,10,1994,6 Art / Classroom,A,30 kW,0,0,0,0,0,0,398,7966,398, ,No,No,No,No,Yes, , , , ,-8930840.694523409,2978142.4455732796
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,33018,MIAMI-DADE,"-80.34576696, 25.90123198",17R NJ 65529 64909,SHELTER,RISK,10,1994,8 Classroom,A,235 kW,0,0,0,0,0,0,517,10341,517,s-1523-2002,No,No,AE,No,Yes, , , , ,-8944049.865827583,2986853.2351727937
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,1990,7 ESE Classroom,A,416 kW,0,0,0,0,0,0,155,3099,155, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Andover MS,121 NE 207th St,Miami Gardens,33179,MIAMI-DADE,"-80.19994800, 25.96685499",17R NJ 80091 72258,SHELTER,RISK,10,2006,1A Admin / Media,A,275 kW,0,0,0,0,0,0,98,1957,98, ,D,No,No,No,Yes, , , , ,-8927817.372990433,2994976.370996764
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,3 (area D3B) Classroom,A,235 kW,0,0,0,0,0,0,69,1376,69, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,33016,MIAMI-DADE,"-80.32829296, 25.91739401",17R NJ 67270 66708,SHELTER,RISK,10,2002,5W Classroom,A,125 kW,0,0,0,0,0,0,220,4395,220, ,No,No,AE,No,Yes, , , , ,-8942104.668496124,2988853.429836919
Richmond Heights MS,15015 SW 103rd Ave,Miami,33176,MIAMI-DADE,"-80.35960197, 25.62968900",17R NJ 64289 34830,SHELTER,RISK,10,1999,3 Classroom,A,15 kW,0,0,0,0,0,0,729,14583,729, ,D,4,No,No,Yes, , , , ,-8945589.971114125,2953288.1598688136
Country Club MS,18305 NW 75th Pl,Miami,33015,MIAMI-DADE,"-80.32276602, 25.93970601",17R NJ 67811 69181,SHELTER,RISK,10,2005,2 Cafeteria / Classroom,A,200 kW,0,0,0,0,0,0,447,8945,447, ,No,No,AE,No,Yes, , , , ,-8941489.411904825,2991615.188732094
Booker T. Washington HS,1200 NW 6th Ave,Miami,33136,MIAMI-DADE,"-80.20480598, 25.78654701",17R NJ 79726 52286,SHELTER,RISK,10,1986,12a Gym,A,325 kW,0,0,0,0,0,0,794,15876,794, ,E,No,No,No,Yes, , , , ,-8928358.161190145,2972667.805311039
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,33184,MIAMI-DADE,"-80.38809599, 25.76873601",17R NJ 61358 50215,SHELTER,RISK,10,1990,"1, 2, 9 Admin / Clinic / ESE / Classroom",A,416 kW,0,0,0,0,0,0,88,1767,88, ,No,5,AH,No,Yes, , , , ,-8948761.91187937,2970465.9877129057
Dr Michael M Krop HS,1410 NE 215th St,Miami,33179,MIAMI-DADE,"-80.17333898, 25.97148302",17R NJ 82752 72787,SHELTER,RISK,10,1996,3 (area E3) Cafeteria,A,235 kW,0,0,0,0,0,0,284,5670,284, ,C,No,No,No,Yes, , , , ,-8924855.270226868,2995549.421563278
Hammocks MS,9889 Hammocks Blvd,Miami,33196,MIAMI-DADE,"-80.44200001, 25.67421601",17R NJ 55997 39724,SHELTER,RISK,10,1982,6 Gym / Classroom,A,250 kW / 99 kW,0,0,0,0,0,0,66,1310,66, ,E,5,No,No,Yes, , , , ,-8954762.479807034,2958786.8319072453
Joe Hall ES,1901 SW 134th Ave,Miami,33175,MIAMI-DADE,"-80.41218298, 25.74985699",17R NJ 58952 48113,SHELTER,RISK,10,1984,7 Classroom,A,50 kW,0,0,0,0,0,0,231,4629,231, ,E,No,No,No,Yes, , , , ,-8951443.263458291,2968132.500855062
Miami Northwestern HS,1100 NW 71st St,Miami,33150,MIAMI-DADE,"-80.21391803, 25.83898298",17R NJ 78777 58087,SHELTER,RISK,10,1994,1G Gym,A, ,0,0,0,0,0,0,746,14927,746,S-1523-2002,No,No,No,No,Yes, , , , ,-8929372.510046415,2979151.92498054
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,33018,MIAMI-DADE,"-80.34576696, 25.90123198",17R NJ 65529 64909,SHELTER,RISK,10,1994,1 Classroom,A,235 kW,0,0,0,0,0,0,2532,50647,2532,s-1523-2002,No,No,AE,No,Yes, , , , ,-8944049.865827583,2986853.2351727937
Booker T. Washington HS,1200 NW 6th Ave,Miami,33136,MIAMI-DADE,"-80.20480598, 25.78654701",17R NJ 79726 52286,SHELTER,RISK,10,2001,13 Auditorium,A, ,0,0,0,0,0,0,271,5415,271, ,E,5,No,No,Yes, , , , ,-8928358.161190145,2972667.805311039
Country Club MS,18305 NW 75th Pl,Miami,33015,MIAMI-DADE,"-80.32276602, 25.93970601",17R NJ 67811 69181,SHELTER,RISK,10,2005,3A Classroom / Gym,A,200 kW,0,0,0,0,0,0,1590,31790,2089, ,No,No,AE,No,Yes, , , , ,-8941489.411904825,2991615.188732094
