Name,Address,City,Zip,COUNTY,X,Y,USNG,OWNERSHIP,PARCELID,NAME_OTHER,DESCRIPTION,LINK,FAC_STATUS,UAID,ACODE,AUSE,AOWNERSHIP,LAT,LONG,COMMENT,FACILITY_TYPE,x,y
BLUE CREEK AIRPORT, , , ,LIBERTY,-84.74158611,30.35058889,16R GU 17076 59796,,,BLUE CREEK AIRPORT,"LORD, JEAN 9169 NEW BERLIN ROAD  JACKSONVILLE FL 32226",,Active,FL001296,,Private,Private,30.35058888,-84.74158611,,AIRPORT,-9433390.214914307,3548694.8485350125
BLUE SPRINGS AIRPORT, , , ,MADISON,-83.25833333,30.48333333,17R KP 83224 74512,,,BLUE SPRINGS AIRPORT,ROUTE 1  LEE FL 32059,,Active,FL000557,38FA,Private,Private,30.48333333,-83.25833333,,AIRPORT,-9268275.27093778,3565830.364841248
MOUNT OLIVE FARM AIRPORT, , , ,MADISON,-83.78361111,30.33638889,17R KP 32385 59345,,,MOUNT OLIVE FARM AIRPORT,16131 HWY 19  LAMONT FL 32336,,Active,FL001254,2FA9,Private,Private,30.33638888,-83.78361111,,AIRPORT,-9326748.925667461,3546863.19832908
ESTHERBROOK AERODROME, ,PINETTA,32350,MADISON,-83.28548452,30.62353501,17R KP 80933 90107,,00-3N-10-6125-003-000,ESTHERBROOK AERODROME,"DECKER, SHELLY 357 NE WILLOWRUN WAY  PINETTA FL 32350",,Active,FL000554,7FD9,Private,Private,30.62284722,-83.28565277,,AIRPORT,-9271297.726957517,3583953.90504607
MADISON COUNTY AIRPORT, ,LEE,32059,MADISON,-83.31227453,30.44281804,17R KP 77953 70125,,34-1N-10-5784-000-000,MADISON COUNTY AIRPORT,"THIGPEN, LONNIE P.O. BOX 237  MADISON FL 32341",,Active,FL000533,99FL,Private,Private,30.44281944,-83.31162499,,AIRPORT,-9274279.977647198,3560597.91550638
THOMSON AIRFIELD, ,PALMETTO,34221,MANATEE,-82.53009806,27.54420447,17R LL 48918 47646,,748200059,THOMSON AIRFIELD,"CIPRIANI, FRANK 3135 37TH STREET EAST  PALMETTO FL 34221",,Active,FL000343,6FD7,Private,Private,27.54420277,-82.53009722,,AIRPORT,-9187208.49073381,3191628.990285919
MYAKKA HEAD AIRPORT, ,MYAKKA CITY,34251,MANATEE,-82.10500314,27.45555449,17R LL 90808 37379,,58700451,MYAKKA HEAD AIRPORT,"TAYLOR, J / PATTY TOFT 1350 DUETTE ROAD  MYAKKA FL 34251",,Active,FL000208,67FL,Private,Private,27.45527777,-82.10722222,,AIRPORT,-9139887.141120907,3180503.4657360106
DRAKE RANCH STOLPORT,13210 SW STATE ROAD 200,DUNNELLON,34432,MARION,-82.32857537,28.99126448,17R LN 70579 07745,,40866-000-00,DRAKE RANCH STOLPORT,"DRAKE, GEORGE AND ANN LOUISE 1120 AZALEA LANE  WINTER PARK FL 32789",,Active,FL000428,7FD2,Private,Private,28.99025555,-82.33037222,,AIRPORT,-9164775.087645454,3374534.245818062
THOMPSONS GOINBROKE AERO RANCH AIRPORT,300 NW 165TH ST,CITRA,32113,MARION,-82.14285027,29.38610451,17R LN 89098 51306,,07598-000-00,THOMPSONS GOINBROKE AERO RANCH AIRPORT,"THOMPSON, LANNY 94  NW 165TH STREET  CITRA FL 32113",,Active,FL000302,9FD5,Private,Private,29.38555555,-82.1425,,AIRPORT,-9144100.263886856,3424880.872573447
CROSSWIND FARM AIRPORT,14028 NW COUNTY ROAD 464B,MORRISTON,32668,MARION,-82.35370338,29.24126739,17R LN 68450 35475,,12226-001-01,CROSSWIND FARM AIRPORT,"REISS, JOHN 14024 NW HIGHWAY 464B  MORRISTON FL 32668",,Active,FL000640,FL19,Private,Private,29.24083333,-82.35416666,,AIRPORT,-9167572.325575612,3406389.952669
RELUCTANT GREMLIN AIRPORT,8549 NW 130TH ST,REDDICK,32686,MARION,-82.26416,29.34071782,17R LN 77271 46398,,05976-001-00,RELUCTANT GREMLIN AIRPORT,RICHARD HELMS 8549 NW 130TH ST.  REDDICK FL 32686,,Active,FL000347,FA09,Private,Private,29.34080555,-82.26370833,,AIRPORT,-9157604.40211254,3419083.6662783218
JUMBOLAIR-GREYSTONE AIRPORT,8851 W ANTHONY RD,OCALA,34479,MARION,-82.12506213,29.27983468,17R LN 90711 39514,,14105-000-00,JUMBOLAIR-GREYSTONE AIRPORT,1201 NE 77TH STREET    OCALA FL 34479,,Active,FL000633,17FL,Private,Private,29.28025277,-82.12481388,,AIRPORT,-9142120.097940389,3411311.160568118
WINGS-N-WHEELS AIRFIELD,950 W COUNTY ROAD 316,CITRA,32113,MARION,-82.14962787,29.36330406,17R LN 88416 48786,,07764-000-00,WINGS-N-WHEELS AIRFIELD,"NELSON, EDWARD 2102 NE 145TH AVENUE ROAD  SILVER SPRINGS FL 34488",,Active,FL000730,FA50,Private,Private,29.36136111,-82.14981666,,AIRPORT,-9144854.743557826,3421968.2660614643
LEE FARMS AIRPORT,2323 W COUNTY ROAD 329,REDDICK,32686,MARION,-82.16591889,29.33408339,17R LN 86802 45564,,07270-001-00,LEE FARMS AIRPORT,"LEE, C. K. 2323 W. HIGHWAY 329 CITRA FL 32113",,Active,FL000546,FL80,Private,Private,29.33469444,-82.16676111,,AIRPORT,-9146668.251203349,3418236.4711276116
WOODS AND LAKE AIRPARK,1 WOODS & LAKES AIRSTRIP,OCKLAWAHA,32179,MARION,-81.88714659,29.12432459,17R MN 13693 22085,,39430-16-018,WOODS AND LAKE AIRPARK,DWAINE BERRY 6504 SE 159TH COURT  OCKLAWAHA FL 32179,,Active,FL000657,FA38,Private,Private,29.12358888,-81.88702777,,AIRPORT,-9115635.46087149,3391479.3055632655
SKIPPERS AIRPORT, , , ,MARION,-81.95,28.98333333,17R MN 07452 06510,,,SKIPPERS AIRPORT,"SKIPPER, SCOTT 17025 SE 19TH COURT  SUMMERFIELD FL 34491",,active,FL001087,,Private,Private,28.98333333,-81.95,,AIRPORT,-9122632.27053122,3373524.912504427
JOHARY AIRPORT,13250 SE 100TH AVE,BELLEVIEW,34420,MARION,-81.98786111,29.02636847,17R MN 03804 11309,,45504-000-00,JOHARY AIRPORT,"JOHARY, C 13250 SE 100TH AVE BELLEVIEW FL 34420",,Active,FL000255,FL58,Private,Private,29.02636944,-81.98786388,,AIRPORT,-9126846.949473573,3379002.5785772717
LEEWARD AIR RANCH AIRPORT,8492  LEEWARD AIR RANCH CIR,OCALA,34472,MARION,-82.03227003,29.08855138,17R LN 99539 18236,,37511-002-01,LEEWARD AIR RANCH AIRPORT,P O BOX 1476  OCALA FL 34478,,Active,FL000634,FD04,Private,Private,29.08414722,-82.03230833,,AIRPORT,-9131790.528846623,3386921.475868454
LOVE FIELD, ,WEIRSDALE,32195,MARION,-81.89108413,28.96199264,17R MN 13174 04101,,5011-000-000,LOVE FIELD,"LOVE, JOHN 10835 SE SUNSET HARBOR ROAD  SUMMERFIELD FL 34491",,Active,FL000803,97FL,Private,Private,28.96192777,-81.89146944,,AIRPORT,-9116073.785796624,3370809.437712484
BACK ACHERS AIRPORT,1  BACK ACRES AIRSTRIP,OCALA,34472,MARION,-81.99975175,29.07319884,17R MN 02690 16508,,37847-000-00,BACK ACHERS AIRPORT,"FAMBROUGH, THOMAS 9215 SE 110TH ST RD BELLEVIEW FL 34420",,Active,FL000253,8FL3,Private,Private,29.07303611,-81.99953055,,AIRPORT,-9128170.610024428,3384965.910111384
FLYING DUTCHMAN RANCH AIRPORT,1547 SE 59TH ST,OCALA,34480,MARION,-82.11997555,29.13155894,17R LN 91049 23079,,36016-003-03,FLYING DUTCHMAN RANCH AIRPORT,P.O. BOX 3068  OCALA FL 34478,,Active,FL000636,FD29,Private,Private,29.13055555,-82.11916666,,AIRPORT,-9141553.862221884,3392401.2196471505
MONROE AIRPARK, , , ,MARION,-82.1137,29.01886944,17R LN 91541 10587,,,MONROE AIRPARK,"MONROE, DENNIS 1770 SE 140TH STREET  SUMMERFIELD FL 34491",,Active,FL000252,2FA2,Private,Private,29.01886944,-82.11369999,,AIRPORT,-9140855.271124711,3378047.9115099115
DALLAS AIRPORT, , , ,MARION,-82.03314167,28.97915,17R LN 99348 06115,,,DALLAS AIRPORT,"CANGELOSI ,JOHN M. 7280 SE HWY 42 SUMMERFIELD FL 34491",,Active,FL000765,,Private,Private,28.97914999,-82.03314166,,AIRPORT,-9131887.558545707,3372992.5645744866
MCGINLEY AIRPORT,5495 SW COUNTY ROAD 484,OCALA,34473,MARION,-82.21272739,29.02980436,17R LN 81909 11894,,,MCGINLEY AIRPORT,"MCGINLEY, RICHARD 5700 SW HIGHWAY 484  OCALA FL 34473",,Active,FL000635,FL61,Private,Private,29.02608888,-82.21231388,,AIRPORT,-9151878.949535403,3379440.009366717
IDLE WILD AIRPORT,9420 NW 125TH AVE,OCALA,34482,MARION,-82.32229399,29.28929121,17R LN 71562 40762,,12315-000-00,IDLE WILD AIRPORT,"HAMBLETON, SARAH J 9420 NW 125TH AVENUE  OCALA FL 34482",,Active,FL000638,FL63,Private,Private,29.28913888,-82.32232222,,AIRPORT,-9164075.84734799,3412518.102417525
NORTON AIRPORT,2780 SE 150TH ST,SUMMERFIELD,34491,MARION,-82.10041922,29.00031213,17R LN 92816 08519,,44685-001-00,NORTON AIRPORT,"NORTON, HUGH 15010 SE 28TH COURT  SUMMERFIELD FL 34491",,Active,FL000254,8FL2,Private,Private,29.00109166,-82.10064444,,AIRPORT,-9139376.861725805,3375685.761582311
PANIOLA SKY RANCH AIRPORT,6301 E COUNTY ROAD 316,CITRA,32113,MARION,-82.05659543,29.36872217,17R LN 97451 49301,,07655-030-00,PANIOLA SKY RANCH AIRPORT,"DIERSCHKE, WOLF 6301 E. HIGHWAY 316 CITRA FL 32113",,Active,FL000303,FD14,Private,Private,29.37524999,-82.05814722,,AIRPORT,-9134498.419254882,3422660.334724681
HOBBY HILL AIRPORT,14070 SE COUNTY ROAD 42,WEIRSDALE,32195,MARION,-81.91909317,28.9769886,17R MN 10458 05784,,49681-000-00,HOBBY HILL AIRPORT,"WIMBERLY, GARY P.O. BOX 33  EAST LAKE WEIR FL 32133",,Active,FL000804,2FD1,Private,Private,28.97553888,-81.91869444,,AIRPORT,-9119191.738277161,3372717.5255030617
SHADY INTERNATIONAL AIRPORT,3060 SW 85TH ST,OCALA,34476,MARION,-82.17763415,29.09692348,17R LN 85401 19296,,35610-003-04,SHADY INTERNATIONAL AIRPORT,"ZURAWSKI, JOE 3504 SW 85TH ST  OCALA FL 34476",,Active,FL000639,FA49,Private,Private,29.09608888,-82.17898055,,AIRPORT,-9147972.387946393,3387988.015185099
TROPICAL PLANTATION AIRPORT, ,PALM CITY,34990,MARTIN,-80.29338,27.10282851,17R NK 70044 98021,,553841000007000101,TROPICAL PLANTATION AIRPORT,"MADONIA, STEVE 3655 SW 96 STREET STUART FL 34990",,Active,FL000684,18FA,Private,Private,27.10282777,-80.29338055,,AIRPORT,-8938218.175426941,3136324.6969142566
NAKED LADY RANCH AIRPORT, ,PALM CITY,34990,MARTIN,-80.33782917,27.14282754,17R NL 65615 02427,,283840000015000103,NAKED LADY RANCH AIRPORT,"6100 SW. MOORE ST.,  PALM CITY FL 34990",,Active,FL000764,64FA,Private,Private,27.14282777,-80.33782777,,AIRPORT,-8943166.234988268,3141327.522991011
TAILWINDS AIRPARK, ,JUPITER,33478,MARTIN,-80.21865811,26.9794995,17R NK 77536 84404,,234041002000002106,TAILWINDS AIRPARK,TAILWINDS HOMEOWNERS ASSOCIATION 2400 SE DOWNWINDS RD JUPITER FL 33478,,Active,FL000477,FD15,Private,Private,26.9795,-80.21865555,,AIRPORT,-8929900.173046185,3120910.715851498
HORSESHOE ACRES AIRPARK, ,INDIANTOWN,34956,MARTIN,-80.61222004,27.09333356,17R NK 38442 96832,,113937000000008287,HORSESHOE ACRES AIRPARK,26110 SW 86TH STREET  INDIANTOWN FL 34956,,Active,FL000446,FA24,Private,Private,27.09333333,-80.61222222,,AIRPORT,-8973711.286596265,3135137.3908763183
BRADY RANCH AIRPORT, ,INDIANTOWN,34956,MARTIN,-80.63339208,27.11338351,17R NK 36336 99046,,043937000000000100,BRADY RANCH AIRPORT,"BRADY, FRANK P.O. BOX 536  OKEECHOBEE FL 34973",,Active,FL000445,80FD,Private,Private,27.11338333,-80.63338888,,AIRPORT,-8976068.146928255,3137644.676643395
BURRS STRIP, ,MIAMI,33177,MIAMI-DADE,-80.3997801,25.57010657,17R NJ 60286 28213,,3069110080540,BURRS STRIP,"BURR, CHARLES 21100 SW 127TH AVENUE  MIAMI FL 33177",,Active,FL000586,14FA,Private,Private,25.56961111,-80.39877777,,AIRPORT,-8950062.581093872,2945933.490421804
LINDBERGHS LANDING AIRSTRIP, ,MIAMI,33187,MIAMI-DADE,-80.48867015,25.61952752,17R NJ 51336 33649,,3058250000570,LINDBERGHS LANDING AIRSTRIP,"TORRES, RAMON 17705 SW 158TH STREET  MIAMI FL 33187-1208",,Active,FL000852,FA35,Private,Private,25.61965833,-80.49231666,,AIRPORT,-8959957.776007647,2952033.5995877986
HOMESTEAD ARB, ,HOMESTEAD,33039,MIAMI-DADE,-80.38366667,25.48844167,17R NJ 61946 19177,,3079120000100,HOMESTEAD ARB,COMMAND POST 305-224-7023 USAF RESERVE HOMESTEAD FL 33030,,Active,FL000002,HST,Private,Military USAF,25.48844166,-80.38366666,,AIRPORT,-8948268.84147854,2935858.9698925605
RICHARDS FIELD , ,MIAMI,33170,MIAMI-DADE,-80.51506004,25.55871947,17R NJ 48711 26905,,3068150000051,RICHARDS FIELD ,22001 SW 202 AVE  MIAMI FL 33170,,Active,FL000442,04FA,Private,Private,25.55966666,-80.51473611,,AIRPORT,-8962895.48495729,2944528.318258187
MACS FIELD, 23799 SW 167th Ave,HOMESTEAD,33031,MIAMI-DADE,-80.46561403,25.54649637,17R NJ 53684 25570,,3069190000091,MACS FIELD,"MUNZ, CHARLES 23600 SW 162 AVENUE  HOMESTEAD FL 33031",,Active,FL000439,78FD,Private,Private,25.54678333,-80.46538055,,AIRPORT,-8957391.180306878,2943020.1329129348
MJD STOLPORT, ,MIAMI,33170,MIAMI-DADE,-80.5539471,25.55455149,17R NJ 44807 26429,,3068170000090,MJD STOLPORT,"DUREIKO, MARTIN 22361 SW 232ND STREET  MIAMI FL 33170",,Active,FL000575,FL31,Private,Private,25.55217499,-80.55581944,,AIRPORT,-8967224.372775074,2944014.022101339
THE WRIGHT PLACE STOLPORT, , , ,MIAMI-DADE,-80.5,25.52777778,17R NJ 50237 23484,,,THE WRIGHT PLACE STOLPORT,"WRIGHT, GEORGE P.O. BOX 1751  HOMESTEAD FL 33090",,Active,FL001135,4FD3,Private,Private,25.52777777,-80.5,,AIRPORT,-8961219.008878931,2940710.779232036
Tavernier Airport Site, ,TAVERNIER,33070,MONROE,-80.53534598,25.0045698,17R NH 46886 65534,,3362 38 00437493006600,TAVERNAERO AIRPARK,P.O. BOX 171  TAVERNIER FL 33070,,Active,FL000783,FA81,Private,Private,25.00493333,-80.53290555,,AIRPORT,-8965153.705627687,2876305.931107415
SUMMERLAND KEY COVE AIRPORT, ,SUMMERLAND KEY,33042,MONROE,-81.44780207,24.66079972,17R MH 54688 27463,,3566 28 00189500000000,SUMMERLAND KEY COVE AIRPORT,AIRPORT DRIVE SOUTH & NORTH P.O. BOX  420290  SUMMERLAND KEY FL 33042,,Active,FL000766,FD51,Private,Private,24.65916111,-81.44566666,,AIRPORT,-9066727.852203649,2834138.672214931
KEY WEST NAS / BOCA CHICA FIELD,OVERSEAS HWY & SARATOGA AVE ,KEY WEST,33040,MONROE,-81.68870271,24.57583394,17R MH 30265 18156,,3067 26 00122630000000,KEY WEST NAS / BOCA CHICA FIELD,BASE OPERATIONS 305-293-2770 U.S. NAVY KEY WEST FL ,,Active,FL001015,NQX,Private,Military Navy,24.5757,-81.68897777,,AIRPORT,-9093544.789490638,2823734.6271296735
OCEAN REEF CLUB AIRPORT, ,KEY LARGO,33037,MONROE,-80.27772399,25.32136712,17R NJ 72695 00729,,0759 41 00081720000303,OCEAN REEF CLUB AIRPORT,JANIS SMYLY 35 OCEAN REEF DRIVE  KEY LARGO FL 33037,,Active,FL000481,07FA,Private,Private,25.32539166,-80.274775,,AIRPORT,-8936475.35649146,2915269.2522843587
SUGAR LOAF AIRPORT, ,SUMMERLAND KEY,33042,MONROE,-81.57387393,24.64857071,17R MH 41926 26156,,3366 27 00117910000100,SUGAR LOAF AIRPORT,"GOOD,  JOHN 17001 OVERSEAS HIGHWAY SUGARLOAF KEY FL 33042",,Active,FL000485,7FA1,Private,Private,24.64883611,-81.57759444,,AIRPORT,-9080762.107622419,2832640.7964078556
FLYING A RANCH AIRPORT, ,YULEE,32097,NASSAU,-81.57046932,30.6006517,17R MP 45313 85484,,42-2N-27-0000-0005-0010,FLYING A RANCH AIRPORT,"ARNETT, FREDDY 85454 FLYING A RANCH DRIVE  YULEE FL 32097",,Active,FL000350,FL84,Private,Private,30.60058333,-81.57083333,,AIRPORT,-9080383.108265378,3580994.0446055615
NASSAU PRIVATE FIELD, ,YULEE,32097,NASSAU,-81.53446628,30.62675018,17R MP 48778 88359,,25-2N-28-231W-0001-0000,NASSAU PRIVATE FIELD,"HANCOCK, STEPHEN 96541 CESSNA DRIVE  YULEE FL 32097",,Active,FL000351,83FL,Private,Private,30.62686111,-81.53476388,,AIRPORT,-9076375.268943897,3584369.8304077014
DOTSON FARMS AIRPORT, ,BAKER,32531,OKALOOSA,-86.6880163,30.81860845,16R EV 29840 09541,,30-4N-24-0000-0006-0000,DOTSON FARMS AIRPORT,"DOTSON, GLENN 1250 HIGHWAY C4A  BAKER FL 32531",,Active,FL000243,55FD,Private,Private,30.81851944,-86.68801111,,AIRPORT,-9650065.832293082,3609214.3364044693
SKY PARK ESTATES AIRPORT, ,BAKER,32531,OKALOOSA,-86.66717503,30.8540745,16R EV 31821 13477,,17-4N-24-0100-000A-0120,SKY PARK ESTATES AIRPORT,"WILLIAMS, REDDOCH 1493 SKY RANCH LANE BAKER FL 32531",,Active,FL000242,18FD,Private,Private,30.85388888,-86.66722222,,AIRPORT,-9647745.792506421,3613812.404805785
FIVE OAKS ESTATE, ,CRESTVIEW,32539,OKALOOSA,-86.43659331,30.80295022,16R EV 53896 07899,,34-4N-22-0000-0001-0000,FIVE OAKS ESTATE,"SCOTT, RONALD 4274 POVERTY CREEK ROAD  CRESTVIEW FL 32539",,Active,FL000319,FD03,Private,Private,30.80018611,-86.43550555,,AIRPORT,-9622077.552847482,3607184.8326825793
EGLIN TEST SITE B6, ,EGLIN AFB,32542,OKALOOSA,-86.74281308,30.62949727,16R EU 24647 88570,,31-2N-25-0000-0001-0000,EGLIN TEST SITE B6,COMMAND POST 850-883-4020 U.S. AIR FORCE VALPARAISO FL ,,Active,FL001007,FL34,Private,Military USAF,30.63185833,-86.74717777,,AIRPORT,-9656165.781507498,3584725.214305536
EGLIN AF AUX NR 3 DUKE, ,EGLIN AFB,32542,OKALOOSA,-86.52292618,30.6524773,16R EU 45708 91185,,07-2N-23-0000-0001-0010,EGLIN AF AUX NR 3 DUKE,COMMAND POST 850-884-8100 U.S. AIR FORCE VALPARAISO FL ,,Active,FL001010,EGI,Private,Military USAF,30.65185833,-86.52300555,,AIRPORT,-9631688.083942857,3587698.4727629833
HURLBURT FIELD, ,HURLBURT FIELD,32544,OKALOOSA,-86.68862596,30.42512095,16R EU 29902 65934,,05-2S-24-0000-0001-0000,HURLBURT FIELD,COMMAND POST 850-884-8100 U.S. AIR FORCE MARY ESTHER FL ,,Active,FL001003,HRT,Private,Military USAF,30.42881111,-86.68884444,,AIRPORT,-9650133.699515905,3558313.0621127863
YELLOW RIVER VALLEY AIRSTRIP, ,HOLT,32564,OKALOOSA,-86.74746101,30.68645721,16R EU 24187 94881,,09-2N-25-0000-0024-0060,YELLOW RIVER VALLEY AIRSTRIP,THOMAS H JULIAN P.O. BOX 85  HOLT FL 32564,,Active,FL000436,FD93,Private,Private,30.68546944,-86.74717777,,AIRPORT,-9656683.187460795,3592096.2401501485
TRIPLE B AIRPARK STOLPORT, ,CRESTVIEW,32539,OKALOOSA,-86.46600426,30.78213547,16R EV 51094 05579,,05-3N-22-0000-0004-0030,TRIPLE B AIRPARK STOLPORT,5706 MOUNT OLIVE RD  CRESTVIEW FL 32539,,Active,FL000318,FL81,Private,Private,30.78185277,-86.46717222,,AIRPORT,-9625351.56464094,3604487.491354178
RUCKEL AIRPORT, ,NICEVILLE,32578,OKALOOSA,-86.43844339,30.51964872,16R EU 53876 76503,,03-1S-22-0000-0001-0000,RUCKEL AIRPORT,"RUCKEL PROPERTIES, INC. 1003C JOHN SIMS PARKWAY EAST NICEVILLE FL 32578",,Active,FL000623,FL17,Private,Private,30.51964166,-86.43828055,,AIRPORT,-9622283.503021177,3570522.259197823
INDIAN HAMMOCK AIRPORT,32801 HWY 441 N,OKEECHOBEE,34972,OKEECHOBEE,-80.84242635,27.53783492,17R NL 15558 46017,,1-04-34-35-0010-00000-2500,INDIAN HAMMOCK AIRPORT,"MARILYN KLUEGEL 32801 US HIGHWAY 441 NORTH,  #268  OKEECHOBEE FL 34972",,Active,FL000353,FL75,Private,Private,27.54198055,-80.83311666,,AIRPORT,-8999337.735354288,3190829.3163468884
RUSSAKIS RANCH 441 AIRPORT, ,OKEECHOBEE,34972,OKEECHOBEE,-80.84339502,27.59525469,17R NL 15454 52377,,1-20-33-35-0A00-00001-0000,RUSSAKIS RANCH 441 AIRPORT,8801 INDRIO ROAD  FT. PIERCE FL 34951,,ACTIVE,FL000655,33FA,Private,Private,27.59777777,-80.84611111,,AIRPORT,-8999445.568128953,3198039.8392938157
FLYING COW AIR RANCH, ,OKEECHOBEE,34974,OKEECHOBEE,-80.69344388,27.1588925,17R NL 30372 04071,,1-24-38-36-0A00-00007-0000,FLYING COW AIR RANCH,"WESTGATE & BEYOND, INC. 10151 SE 126TH BLVD  OKEECHOBEE FL 34974",,Active,FL000380,FD39,Private,Private,27.15555555,-80.69166666,,AIRPORT,-8982753.082606439,3143337.3317230316
PAXTON AIRPORT, ,OKEECHOBEE,34972,OKEECHOBEE,-80.76173566,27.35604465,17R NL 23564 25893,,1-07-36-36-0A00-00001-A000,PAXTON AIRPORT,"PAXTON, JOHN 6333 NE 120TH STREET  OKEECHOBEE FL 34972",,Active,FL000653,90FL,Private,Private,27.36115277,-80.76089166,,AIRPORT,-8990355.28889948,3168025.682623938
BASS FAMILY INC. AIRPORT, , , ,OKEECHOBEE,-80.99718611,27.45692222,17R NL 00278 37045,,,BASS FAMILY INC. AIRPORT,COUNTY ROAD 724 & 700A  OKEECHOBEE FL 34972,,Active,FL001234,,Private,Private,27.45692222,-80.99718611,,AIRPORT,-9016565.513528075,3180675.0472118002
RANCH-AERO AIRPORT, , , ,OKEECHOBEE,-80.74111111,27.24111111,17R NL 25630 13167,,,RANCH-AERO AIRPORT,"CUNNINGHAM, FRANK 810 SE 80TH AVENUE  OKEECHOBEE FL 34974",,Active,FL000929,,Private,Private,27.24111111,-80.74111111,,AIRPORT,-8988059.374955727,3153627.8267125688
CITRUS HEDGING RANCH AIRPORT, ,OKEECHOBEE,34972,OKEECHOBEE,-80.73660484,27.33228383,17R NL 26055 23267,,1-16-36-36-0A00-00006-B000,CITRUS HEDGING RANCH AIRPORT,9000 NE 120TH STREET  OKEECHOBEE FL 34972,,Active,FL000652,96FD,Private,Private,27.333375,-80.73616944,,AIRPORT,-8987557.73956207,3165047.914637937
GOODBREAD RANCH AIRPORT, , , ,OKEECHOBEE,-80.70416667,27.29583333,17R NL 29274 19236,,,GOODBREAD RANCH AIRPORT,"GOODBREAD, BRADLEY 12575 HWY 70 E  OKEECHOBEE FL 34972",,Active,FL001173,,Private,Private,27.29583333,-80.70416666,,AIRPORT,-8983946.73828025,3160481.082935506
RIVER ACRES AIRPORT, ,OKEECHOBEE,34972,OKEECHOBEE,-81.03109272,27.32902263,17R ML 96924 22878,,1-21-36-33-0010-00000-0790,RIVER ACRES AIRPORT,"BUSSELL, JAN 19840 NW 94TH DRIVE  OKEECHOBEE FL 34972",,Active,FL000650,FD70,Private,Private,27.32531944,-81.02867499,,AIRPORT,-9020339.98044749,3164639.261809827
RIVER OAK ACRES AIRPORT, ,OKEECHOBEE,34974,OKEECHOBEE,-80.96946697,27.23165255,17R NL 03023 12093,,1-20-37-34-0A00-00002-0000,RIVER OAK ACRES AIRPORT,13525 SW 144TH PKWY   OKEECHOBEE FL 34974,,Active,FL000648,00FL,Private,Private,27.23088055,-80.96923055,,AIRPORT,-9013479.832904045,3152443.6045606127
LAKE MONTAZA AIRPORT, , , ,OKEECHOBEE,-80.81527778,27.58027778,17R NL 18232 50722,,,LAKE MONTAZA AIRPORT,1494 NE 342ND TRAIL  OKEECHOBEE FL 34972,,Active,FL001059,83FD,Private,Private,27.58027777,-80.81527777,,AIRPORT,-8996315.570548093,3196158.740271359
SUNNILAND RANCH AIRPORT, ,OKEECHOBEE,34972,OKEECHOBEE,-80.77204902,27.37085192,17R NL 22541 27532,,1-06-36-36-0A00-00002-0000,SUNNILAND RANCH AIRPORT,"MALONE, WILLIAM 12245 NE 56TH STREET  OKEECHOBEE FL 34972",,Active,FL000651,08FD,Private,Private,27.36309722,-80.77283611,,AIRPORT,-8991503.367023619,3169881.690460109
SUNSET STRIP AIRPARK, , , ,OKEECHOBEE,-80.90367222,27.23421389,17R NL 09537 12380,,,SUNSET STRIP AIRPARK,DEWEY DANIEL 7589 SW 13TH ST OKEECHOBEE FL 34973,,Active,FL000654,32FA,Private,Private,27.23421388,-80.90367222,,AIRPORT,-9006155.595096005,3152764.277386713
RYBOLT RANCH AIRPORT, ,ORLANDO,32820,ORANGE,-81.14423304,28.58944253,17R MM 85896 62509,,322208000000001,RYBOLT RANCH AIRPORT,"LAMAR, MARY P.O. BOX 3350  WINTER PARK FL 32790",,Active,FL000668,01FA,Private,Private,28.58944444,-81.14423055,,AIRPORT,-9032934.702779127,3323494.325624207
TANGERINE AIRPORT, ,MOUNT DORA,32757,ORANGE,-81.60590317,28.76027055,17R MM 40848 81576,,272010000000007,TANGERINE AIRPORT,"KIMBALL, JIM P.O. BOX 849  ZELLWOOD FL 32798",,Active,FL000837,FL97,Private,Private,28.76027222,-81.60590555,,AIRPORT,-9084327.58615347,3345169.0869140136
LAKE BUENA VISTA STOLPORT, , , ,ORANGE,-81.56590555,28.39611944,17R MM 44563 41214,,,LAKE BUENA VISTA STOLPORT,"MOUSSEAU, JEFFEREY P.O. BOX 10,000; ATTN: LEGAL DEPARTMENT  LAKE BUENA VISTA FL 32830",,Active,FL000667,,Private,Private,28.39611944,-81.56590555,,AIRPORT,-9079875.072433492,3299007.8072176827
CARTER AIRPORT, ,ORLANDO,32818,ORANGE,-81.50868214,28.6188886,17R MM 50273 65868,,282134000000022,CARTER AIRPORT,"CARTER, BYRON P.O. BOX 2635  WINTER PARK FL 32790",,Active,FL000230,FL57,Private,Private,28.61888888,-81.50868333,,AIRPORT,-9073504.991219265,3327227.9425496673
ORLANDO NORTH AIRPARK, ,MOUNT DORA,32757,ORANGE,-81.65090916,28.72638239,17R MM 36434 77845,COUNTY,272030000000003,ORLANDO NORTH AIRPARK,"LOOMIS, BOB 2849 LUST ROAD  APOPKA FL 32703",,Active,FL000835,FA83,Private,Private,28.72527777,-81.65083333,,AIRPORT,-9089337.630964743,3340866.524153093
BLANKET BAY AIRPORT, ,KENANSVILLE,34739,OSCEOLA,-81.10532459,27.78088604,17R ML 89623 72934,,15-31-32-0000-0010-0000,BLANKET BAY AIRPORT,"ADAMS, MIKE P.O. BOX 12909  FT. PIERCE FL 34979-2909",,Active,FL000833,6FD5,Private,Private,27.77863888,-81.09978888,,AIRPORT,-9028603.433578216,3221376.514114614
