Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
J.R. ARNOLD HIGH SCHOOL,550 ALF COLEMAN RD,PANAMA CITY BEACH,32407,BAY,"-85.81280300,30.20467351",16R FU 14270 42060,C,34034-001-000,PUBLIC SCHOOL,-9552637.533174051,3529885.938713758
CEDAR GROVE ELEMENTARY SCHOOL,2826 E 15TH ST,PANAMA CITY,32401,BAY,"-85.62165138,30.17410977",16R FU 32712 38880,C,15322-000-000,PUBLIC SCHOOL,-9531358.632959904,3525949.720285186
WALLER ELEMENTARY SCHOOL,11332 HWY 388,YOUNGSTOWN,32466,BAY,"-85.44078377,30.36619817",16R FU 49836 60395,C,03585-000-000,PUBLIC SCHOOL,-9511224.541967211,3550708.5877585155
SOUTHPORT ELEMENTARY SCHOOL,1835 BRIDGE ST,PANAMA CITY,32409,BAY,"-85.64160002,30.28850001",16R FU 30639 51535,C,08059-000-000,PUBLIC SCHOOL,-9533579.304796655,3540687.996024959
BAY REGIONAL JUVENILE DETENTION CENTER,450 E 11TH ST,PANAMA CITY,32401,BAY,"-85.65464340,30.16733735",16R FU 29544 38092,C,16674-005-000,PUBLIC SCHOOL,-9535031.287641019,3525077.6849802234
LUCILLE MOORE ELEMENTARY SCHOOL,1900 MICHIGAN AVE,PANAMA CITY,32405,BAY,"-85.70707485,30.18330423",16R FU 24475 39803,C,28475-000-000,PUBLIC SCHOOL,-9540867.92993275,3527133.7207263936
SURFSIDE MIDDLE SCHOOL,300 NAUTILUS ST,PANAMA CITY BEACH,32413,BAY,"-85.85178045,30.20881576",16R FU 10514 42481,C,33805-020-000,PUBLIC SCHOOL,-9556976.483696463,3530419.500316471
RUTHERFORD HIGH SCHOOL,1000 SCHOOL AVE,PANAMA CITY,32401,BAY,"-85.61507415,30.16668835",16R FU 33355 38066,C,15365-000-000,PUBLIC SCHOOL,-9530626.459021693,3524994.1210228824
ROSENWALD MIDDLE SCHOOL,924 BAY AVE,PANAMA CITY,32401,BAY,"-85.64087594,30.16600510",16R FU 30871 37960,C,16048-000-000,PUBLIC SCHOOL,-9533498.700225545,3524906.148547497
BAY HAVEN CHARTER ACADEMY,2501 HAWKS LANDING BLVD,PANAMA CITY,32405,BAY,"-85.62664662,30.21320042",16R FU 32179 43207,C,11823-010-010,PUBLIC SCHOOL,-9531914.700331818,3530984.3127104
A. CRAWFORD MOSLEY HIGH SCHOOL,501 MOSLEY DR,PANAMA CITY,32405,BAY,"-85.64380000,30.21010000",16R FU 30532 42843,C,11800-020-000,PUBLIC SCHOOL,-9533824.205249913,3530584.928181301
MILLVILLE ELEMENTARY SCHOOL,203 N EAST AVE,PANAMA CITY,32401,BAY,"-85.62561099,30.14988854",16R FU 32363 36191,C,22926-000-000,PUBLIC SCHOOL,-9531799.41427007,3522831.2049240936
BAY COUNTY SUPERINTENDENT'S OFFICE,1311 BALBOA AVE,PANAMA CITY,32401,BAY,"-85.67600423,30.17252814",16R FU 27480 38643,C,18656-010-000,PUBLIC SCHOOL,-9537409.16461701,3525746.0600292454
NEWPOINT MIDDLE SCHOOL,2381 ST ANDREWS BLVD,PANAMA CITY, ,BAY,"-85.67230160,30.19164962",16R FU 27812 40766,,,PUBLIC SCHOOL,-9536996.988814266,3528208.4787615514
TYNDALL ELEMENTARY SCHOOL,7800 TYNDALL PKWY,PANAMA CITY,32403,BAY,"-85.60927037,30.08313269",16R FU 34027 28812,,26397-000-000,PUBLIC SCHOOL,-9529980.384371014,3514240.257283699
SPRINGFIELD ELEMENTARY SCHOOL,520 SCHOOL AVE,PANAMA CITY,32401,BAY,"-85.61547836,30.15739262",16R FU 33329 37035,C,23139-000-000,PUBLIC SCHOOL,-9530671.454569027,3523797.2834762945
JINKS MIDDLE SCHOOL,600 W 11TH ST,PANAMA CITY,32401,BAY,"-85.66801154,30.16870809",16R FU 28255 38229,C,18151-000-000,PUBLIC SCHOOL,-9536519.421998018,3525254.180982031
NORTH BAY HAVEN CHARTER ACADEMY ,1104  A BALBOA AVENUE,PANAMA CITY,32401,BAY,"-85.67476240,30.16964831",16R FU 27603 38325,,,PUBLIC SCHOOL,-9537270.923767714,3525375.243754974
TOMMY SMITH ELEMENTARY SCHOOL,5044 TOMMY SMITH DR,PANAMA CITY,32404,BAY,"-85.56416447,30.24187111",16R FU 38153 46459,C,05838-010-000,PUBLIC SCHOOL,-9524959.218786148,3534678.1610190934
BAY COUNTY SUPERINTENDENT'S OFFICE,1311 BALBOA AVE,PANAMA CITY,32401,BAY,"-85.67600423,30.17252814",16R FU 27480 38643,C,18656-010-000,PUBLIC SCHOOL,-9537409.16461701,3525746.0600292454
HUTCHISON BEACH ELEMENTARY SCHOOL,12900 MIDDLE BEACH RD,PANAMA CITY BEACH,32407,BAY,"-85.83696274,30.19937834",16R FU 11951 41450,C,34053-000-000,PUBLIC SCHOOL,-9555326.983921511,3529203.900338853
HILAND PARK ELEMENTARY SCHOOL,2507 E BALDWIN RD,PANAMA CITY,32405,BAY,"-85.62865817,30.20292250",16R FU 31999 42065,C,12038-000-000,PUBLIC SCHOOL,-9532138.62517808,3529660.3977132617
CHAUTAUQUA CHARTER SCHOOL,1118 MAGNOLIA AVE,PANAMA CITY,32401,BAY,"-85.65846128,30.16860792",16R FU 29174 38228,C,17557-000-000,PUBLIC SCHOOL,-9535456.291851824,3525241.2829827443
MOWAT MIDDLE SCHOOL,1903 HWY 390,LYNN HAVEN,32444,BAY,"-85.65585123,30.22849619",16R FU 29347 44868,C,11624-000-000,PUBLIC SCHOOL,-9535165.741873732,3532954.8415294834
"UNIVERSITY ACADEMY (SABL, INC.)",4750 COLLEGIATE DR,PANAMA CITY, ,BAY,"-85.72339487,30.18987693",16R FU 22895 40514,,,PUBLIC SCHOOL,-9542684.666099994,3527980.176206174
BAY HAVEN CHARTER ACADEMY,2501 HAWKS LANDING BLVD,PANAMA CITY,32405,BAY,"-85.62664662,30.21320042",16R FU 32179 43207,C,11823-010-010,PUBLIC SCHOOL,-9531914.700331818,3530984.3127104
NORTHSIDE ELEMENTARY SCHOOL,2001 NORTHSIDE DR,PANAMA CITY,32405,BAY,"-85.67731989,30.18531084",16R FU 27337 40058,C,13792-000-000,PUBLIC SCHOOL,-9537555.62249156,3527392.132963443
MERRIAM CHERRY STREET ELEMENTARY SCHOOL,1125 CHERRY ST,PANAMA CITY,32401,BAY,"-85.64553704,30.14676522",16R FU 30448 35822,C,21994-000-000,PUBLIC SCHOOL,-9534017.572472986,3522429.128235795
NORTH BAY HAVEN CHARTER ACADEMY ,1104  A BALBOA AVENUE,PANAMA CITY,32401,BAY,"-85.67476240,30.16964831",16R FU 27603 38325,,,PUBLIC SCHOOL,-9537270.923767714,3525375.243754974
DEANE BOZEMAN SCHOOL K-12,13410 HWY 77,PANAMA CITY,32409,BAY,"-85.68583265,30.39425316",16R FU 26249 63205,C,07504-060-000,PUBLIC SCHOOL,-9538503.259103753,3554328.7449673773
OAKLAND TERRACE ELEMENTARY SCHOOL,1906 W 12TH ST,PANAMA CITY,32401,BAY,"-85.69129998,30.17059126",16R FU 26010 38411,C,18779-000-000,PUBLIC SCHOOL,-9539111.87962832,3525496.660238433
ST ANDREW ELEMENTARYSCHOOL,3001 W 15TH ST,PANAMA CITY,32401,BAY,"-85.70200001,30.17500001",16R FU 24974 38888,C,29915-000-000,PUBLIC SCHOOL,-9540303.001341602,3526064.3554211287
PARKER ELEMENTARY SCHOOL,640 S HWY 22A,PANAMA CITY,32404,BAY,"-85.60064245,30.13561945",16R FU 34787 34639,C,24969-000-000,PUBLIC SCHOOL,-9529019.92942535,3520994.398011613
MARGARET K. LEWIS SCHOOL,1527 LINCOLN AVE,PANAMA CITY,32405,BAY,"-85.69157543,30.17683444",16R FU 25975 39103,C,13989-000-000,PUBLIC SCHOOL,-9539142.54178102,3526300.5732772737
TOM P HANEY TECHNICAL SCHOOL,3016 HWY 77,PANAMA CITY,32405,BAY,"-85.64657146,30.20343576",16R FU 30274 42102,C,12857-000-000,PUBLIC SCHOOL,-9534132.723257693,3529726.5080646053
LYNN HAVEN ELEMENTARY SCHOOL,301 W 9TH ST,LYNN HAVEN,32444,BAY,"-85.65132439,30.24470066",16R FU 29762 46670,C,09707-000-000,PUBLIC SCHOOL,-9534661.817286199,3535042.770971306
NORTH BAY HAVEN CHARTER ACADEMY ,1104  A BALBOA AVENUE,PANAMA CITY,32401,BAY,"-85.67476240,30.16964831",16R FU 27603 38325,,,PUBLIC SCHOOL,-9537270.923767714,3525375.243754974
OSCAR PATTERSON ELEMENTARY SCHOOL,1025 REDWOOD AVE,PANAMA CITY,32401,BAY,"-85.63830043,30.16676006",16R FU 31118 38047,C,16048-000-000,PUBLIC SCHOOL,-9533211.99581233,3525003.3549305727
NEW HORIZONS LEARNING CENTER,3100 MINNESOTA AVE,PANAMA CITY,32405,BAY,"-85.64520141,30.20720144",16R FU 30400 42521,C,,PUBLIC SCHOOL,-9533980.209852789,3530211.5574172474
MERRITT BROWN MIDDLE SCHOOL,5601 MERRITT BROWN RD,PANAMA CITY,32404,BAY,"-85.56215632,30.24175637",16R FU 38346 46448,C,05838-010-000,PUBLIC SCHOOL,-9524735.672518099,3534663.376708235
NEWPOINT BAY CHARTER HIGH SCHOOL,700 W 23RD ST BLDG H,PANAMA CITY, ,BAY,"-85.67230160,30.19164962",16R FU 27812 40766,,,PUBLIC SCHOOL,-9536996.988814266,3528208.4787615514
DEER POINT ELEMENTARY SCHOOL,4800 HWY 2321,PANAMA CITY,32404,BAY,"-85.59207315,30.25769105",16R FU 35445 48178,C,08710-020-000,PUBLIC SCHOOL,-9528065.998782413,3536716.8170071156
PANAMA CITY MARINE INSTITUTE,200 E BEACH DR,PANAMA CITY,32401,BAY,"-85.66079998,30.15199998",16R FU 28971 36385, ,19533-000-000,PUBLIC SCHOOL,-9535716.634270541,3523103.024847695
EVERITT MIDDLE SCHOOL,608 SCHOOL AVE,PANAMA CITY,32401,BAY,"-85.61557859,30.15915534",16R FU 33317 37230,C,23139-000-000,PUBLIC SCHOOL,-9530682.612486709,3524024.2269246248
BREAKFAST POINT ACADEMY,601 N BECKRICH RD,PANAMA CITY BEACH,32407,BAY,"-85.80767140,30.20272450",16R FU 14767 41850,C,34030-020-010,PUBLIC SCHOOL,-9552066.2862025,3529634.894216433
CALLAWAY ELEMENTARY SCHOOL,7115 E HWY 22,PANAMA CITY,32404,BAY,"-85.56884970,30.15381906",16R FU 37824 36694,C,06458-000-000,PUBLIC SCHOOL,-9525480.776325785,3523337.212495168
BRADFORD COUNTY SUPERINTENDENT'S OFFICE,501 W WASHINGTON ST,STARKE,32091,BRADFORD,"-82.11257823,29.95156680",17R LP 92638 13939,,,PUBLIC SCHOOL,-9140730.396736681,3497325.7254310003
BRADFORD COUNTY SUPERINTENDENT'S OFFICE,501 W WASHINGTON ST,STARKE,32091,BRADFORD,"-82.11257823,29.95156680",17R LP 92638 13939,,,PUBLIC SCHOOL,-9140730.396736681,3497325.7254310003
BRADFORD MIDDLE SCHOOL,527 N ORANGE ST,STARKE,32091,BRADFORD,"-82.11663543,29.95132933",17R LP 92247 13916,C,03956-0-00000,PUBLIC SCHOOL,-9141182.04183562,3497295.214979811
LAWTEY ELEMENTARY SCHOOL,22703 N PARK ST,LAWTEY,32058,BRADFORD,"-82.07202541,30.04622147",17R LP 96650 24391,C,01452-0-00000,PUBLIC SCHOOL,-9136216.076653251,3509492.56674457
BROOKER ELEMENTARY SCHOOL,18551 CHARLOTTE AVE,BROOKER,32622,BRADFORD,"-82.32925164,29.88948964",17R LP 71649 07282,C,00346-0-00000,PUBLIC SCHOOL,-9164850.369616749,3489352.661887327
SOUTHSIDE ELEMENTARY SCHOOL,823 STANSBURY ST,STARKE,32091,BRADFORD,"-82.10345937,29.93580343",17R LP 93502 12183,C,04420-0-00000,PUBLIC SCHOOL,-9139715.28976483,3495300.639250146
BRADFORD UNION VOCATIONAL TECHNICAL CENTER,609 N ORANGE ST,STARKE,32091,BRADFORD,"-82.11729602,29.95233899",17R LP 92184 14029,C,03956-0-00000,PUBLIC SCHOOL,-9141255.577783626,3497424.9347658353
BRADFORD COUNTY SUPERINTENDENT'S OFFICE,501 W WASHINGTON ST,STARKE,32091,BRADFORD,"-82.11257823,29.95156680",17R LP 92638 13939,,,PUBLIC SCHOOL,-9140730.396736681,3497325.7254310003
STARKE ELEMENTARY SCHOOL,581 W WASHINGTON ST,STARKE,32091,BRADFORD,"-82.12260431,29.95197670",17R LP 91671 13993,C,03687-0-00000,PUBLIC SCHOOL,-9141846.494312027,3497378.387899113
HAMPTON ELEMENTARY SCHOOL,10501 HAMPTON AVE,HAMPTON,32044,BRADFORD,"-82.12852135,29.86930067",17R LP 91010 04837,C,04946-0-00100,PUBLIC SCHOOL,-9142505.176423809,3486760.701974894
BRADFORD HIGH SCHOOL,582 N TEMPLE AVE,STARKE,32091,BRADFORD,"-82.11031343,29.94944613",17R LP 92855 13701,C,03667-0-00000,PUBLIC SCHOOL,-9140478.279710094,3497053.268844583
CAPE VIEW ELEMENTARY SCHOOL,8440 N ROSALIND AVE,CAPE CANAVERAL,32920,BREVARD,"-80.59929998,28.39260002",17R NM 39254 40759,C,24 371477    7,PUBLIC SCHOOL,-8972273.031872291,3298562.4476734414
CENTRAL AREA ADULT EDUCATION CENTER,1535 N COGSWELL ST,ROCKLEDGE,32955,BREVARD,"-80.73277513,28.33130257",17R NM 26193 33932, ,25 360400  525,PUBLIC SCHOOL,-8987131.418155583,3290808.0397968283
ASTRONAUT HIGH SCHOOL,800 WAR EAGLE BLVD,TITUSVILLE,32796,BREVARD,"-80.85037960,28.62521284",17R NM 14625 66472,C,21 353100    31,PUBLIC SCHOOL,-9000223.087969147,3328029.961730968
ATLANTIS ELEMENTARY SCHOOL,7300 BRIGGS AVE,COCOA,32927,BREVARD,"-80.79560000,28.48760000",17R NM 20005 51235,C,23 3514JZ  284   12,PUBLIC SCHOOL,-8994125.05064322,3310589.2481262297
PALM BAY COMMUNITY CHARTER - PATRIOT CAMPUS,1350 WYOMING DR,PALM BAY,32909,BREVARD,"-80.63233609,27.94961498",17R NL 36166 91675,,,PUBLIC SCHOOL,-8975950.595538404,3242622.874802703
DISCOVERY ELEMENTARY SCHOOL,1275 GLENDALE AVE NW,PALM BAY,32907,BREVARD,"-80.71909998,28.02910000",17R NM 27611 00457,C,28 3622KO    H,PUBLIC SCHOOL,-8985609.10675345,3252643.1293716845
BREVARD ACHIEVEMENT CENTER,1845 COGSWELL ST,ROCKLEDGE, ,BREVARD,"-80.73284767,28.32683584",17R NM 26187 33437,,,PUBLIC SCHOOL,-8987139.493406855,3290243.1527501447
SPESSARD L. HOLLAND ELEMENTARY SCHOOL,50 HOLLAND CT,SATELLITE BEACH,32937,BREVARD,"-80.60242641,28.18617278",17R NM 39023 17889,C,26 373500    5,PUBLIC SCHOOL,-8972621.06412554,3272466.2592862216
PALM BAY ACADEMY CHARTER SCHOOL,1465 BAYTREE DR NE,PALM BAY,32905,BREVARD,"-80.61102443,28.03390450",17R NM 38233 01019,M,28 3722FN    4    1,PUBLIC SCHOOL,-8973578.19187536,3253249.044005915
MILA ELEMENTARY SCHOOL,288 W MERRITT AVE,MERRITT ISLAND,32953,BREVARD,"-80.70280002,28.36169999",17R NM 29123 37306,C,24 362600  506,PUBLIC SCHOOL,-8983794.60374017,3294652.8924373607
APOLLO ELEMENTARY SCHOOL,3085 KNOX MCRAE DR,TITUSVILLE,32780,BREVARD,"-80.84355618,28.58069906",17R NM 15298 61542,C,22 3517AV        50,PUBLIC SCHOOL,-8999463.508239523,3322385.899078821
SCULPTOR CHARTER SCHOOL,1301 ARMSTRONG DR,TITUSVILLE,32780,BREVARD,"-80.81540000,28.53280000",17R NM 18060 56239,P,22 3533OF         2,PUBLIC SCHOOL,-8996329.176375218,3316315.271495922
CAMBRIDGE ELEMENTARY MAGNET SCHOOL,2000 CAMBRIDGE DR,COCOA,32922,BREVARD,"-80.75009999,28.38290001",17R NM 24483 39644,C,24 362000  255,PUBLIC SCHOOL,-8989060.01291197,3297335.053765289
COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,1500 MINUTEMEN CAUSEWAY,COCOA BEACH,32931,BREVARD,"-80.63058076,28.31772893",17R NM 36215 32455,C,25 371600    1,PUBLIC SCHOOL,-8975755.192602113,3289091.517631493
BREVARD COUNTY SUPERINTENDENT'S OFFICE,2700 JUDGE FRAN JAMIESON WAY,MELBOURNE,32940,BREVARD,"-80.73671313,28.24865322",17R NM 25827 24775,C,26 360400  502,PUBLIC SCHOOL,-8987569.793603022,3280359.5962446406
STONE MIDDLE SCHOOL,1101 E UNIVERSITY BLVD,MELBOURNE,32901,BREVARD,"-80.60360000,28.06289999",17R NM 38952 04233,C,28 371100  517,PUBLIC SCHOOL,-8972751.708215958,3256906.3560632546
TITUSVILLE HIGH SCHOOL,150 TERRIER TRL S,TITUSVILLE,32780,BREVARD,"-80.80564829,28.59231504",17R NM 19003 62834,C,22 3510AZ         6,PUBLIC SCHOOL,-8995243.62058888,3323858.499913579
ROBERT L. STEVENSON ELEMENTARY SCHOOL,1450 MARTIN BLVD,MERRITT ISLAND,32952,BREVARD,"-80.67089998,28.39860001",17R NM 32238 41402,C,24 371800  267,PUBLIC SCHOOL,-8980243.507220216,3299321.7149742986
CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CSWY,COCOA BEACH,32931,BREVARD,"-80.62303951,28.36010552",17R NM 36939 37151,,,PUBLIC SCHOOL,-8974915.704969943,3294451.187458554
MIMS ELEMENTARY SCHOOL,2582 US HWY 1,MIMS,32754,BREVARD,"-80.84695618,28.66816861",17R NM 14953 71232,C,21 351700  288,PUBLIC SCHOOL,-8999841.994005485,3333478.748017024
BREVARD COUNTY SUPERINTENDENT'S OFFICE,2700 JUDGE FRAN JAMIESON WAY,MELBOURNE,32940,BREVARD,"-80.73671313,28.24865322",17R NM 25827 24775,C,26 360400  502,PUBLIC SCHOOL,-8987569.793603022,3280359.5962446406
HARBOR CITY ELEMENTARY SCHOOL,1377 SARNO RD,MELBOURNE,32935,BREVARD,"-80.64159998,28.12110000",17R NM 35199 10669,C,27 372000  751,PUBLIC SCHOOL,-8976981.846173648,3264250.3253356735
JOHN F. KENNEDY MIDDLE SCHOOL,2100 FISKE BLVD,ROCKLEDGE,32955,BREVARD,"-80.74183266,28.32520464",17R NM 25307 33254,C,25 360800   11,PUBLIC SCHOOL,-8988139.697433937,3290036.8687704043
ROY ALLEN ELEMENTARY SCHOOL,2601 FOUNTAINHEAD BLVD,MELBOURNE,32935,BREVARD,"-80.66405579,28.11711534",17R NM 32995 10221,C,27 371900  505,PUBLIC SCHOOL,-8979481.61565762,3263747.394827505
SATURN ELEMENTARY SCHOOL,880 RANGE RD,COCOA,32926,BREVARD,"-80.77079999,28.37040001",17R NM 22458 38255,C,24 363000  255,PUBLIC SCHOOL,-8991364.325377105,3295753.527976107
CAMPUS CHARTER SCHOOL,3815 CURTIS BLVD,COCOA,32927,BREVARD,"-80.78094200,28.48033700",17R NM 21442 50433,C,23 3513RT    A    4,PUBLIC SCHOOL,-8992493.329230709,3309669.3855716595
UNIVERSITY PARK ELEMENTARY SCHOOL,500 W UNIVERSITY BLVD,MELBOURNE,32901,BREVARD,"-80.62959999,28.06370001",17R NM 36397 04314,C,28 370975    W,PUBLIC SCHOOL,-8975646.013351755,3257007.2798370277
BREVARD GROUP TREATMENT HOME,3905 GRISSOM PKWY,COCOA,32926,BREVARD,"-80.78442114,28.41795382",17R NM 21113 43521,P,24 351200  255,PUBLIC SCHOOL,-8992880.625437474,3301771.130736346
JUPITER ELEMENTARY SCHOOL,950 TUPELO RD SW,PALM BAY,32908,BREVARD,"-80.69800002,27.98720002",17R NL 29696 95821,C,29 360200  500,PUBLIC SCHOOL,-8983260.270309176,3247360.1008636164
MANATEE ELEMENTARY SCHOOL,3425 SOLERNO BLVD,ROCKLEDGE,32955,BREVARD,"-80.74459860,28.26311608",17R NM 25050 26376,C,25 3632TH    A,PUBLIC SCHOOL,-8988447.600961134,3282187.39018005
CLEARLAKE MIDDLE SCHOOL,1225 CLEARLAKE RD,COCOA,32922,BREVARD,"-80.75598517,28.37585397",17R NM 23908 38862,C,24 361900  752,PUBLIC SCHOOL,-8989715.147476176,3296443.550829182
JOHN F. TURNER SENIOR ELEMENTARY SCHOOL,3175 JUPITER BLVD SE,PALM BAY,32909,BREVARD,"-80.66060000,27.98850001",17R NL 33374 95974,C,29 3706GK    J,PUBLIC SCHOOL,-8979096.919273246,3247523.980841314
PALM BAY SENIOR HIGH SCHOOL,101 PIRATE LN,MELBOURNE,32901,BREVARD,"-80.61801136,28.04873360",17R NM 37541 02659,C,28 371500  501,PUBLIC SCHOOL,-8974355.973011898,3255119.37171222
RIVERVIEW ELEMENTARY SCHOOL,3000 JOLLY ST,TITUSVILLE,32780,BREVARD,"-80.81359999,28.58029999",17R NM 18228 61502,C,22 351500  255,PUBLIC SCHOOL,-8996128.800112532,3322335.310155987
THEODORE ROOSEVELT ELEMENTARY SCHOOL,1400 MINUTEMEN CAUSEWAY,COCOA BEACH,32931,BREVARD,"-80.62726570,28.31756882",17R NM 36540 32438,C,25 371600    1,PUBLIC SCHOOL,-8975386.161790643,3289071.271966709
SOUTH AREA ADULT/ COMM EDUCATION CENTER,1362 S BABCOCK ST,MELBOURNE,32901,BREVARD,"-80.62361096,28.08725761",17R NM 36977 06925,,,PUBLIC SCHOOL,-8974979.31766124,3259979.438687351
ROYAL PALM CHARTER SCHOOL,7145 S BABCOCK ST SE,PALM BAY,32909,BREVARD,"-80.62319999,27.96920001",17R NL 37058 93847, ,29 3716GP  780   14,PUBLIC SCHOOL,-8974933.569144668,3245091.1695503583
EMMA JEWEL CHARTER ACADEMY,705 BLAKE AVE,COCOA, ,BREVARD,"-80.73907234,28.35111271",17R NM 25571 36125,,,PUBLIC SCHOOL,-8987832.419508114,3293313.6236581514
TROPICAL ELEMENTARY SCHOOL,885 S COURTENAY PKWY,MERRITT ISLAND,32952,BREVARD,"-80.69489998,28.34160002",17R NM 29903 35081,C,25 360200    5,PUBLIC SCHOOL,-8982915.17558819,3292110.4013675265
SUNRISE ELEMENTARY SCHOOL,1651 MARA LOMA BLVD,PALM BAY,32909,BREVARD,"-80.62559876,27.90893705",17R NL 36843 87171,C,30 370400    2,PUBLIC SCHOOL,-8975200.598683326,3237497.6788182566
SOUTH AREA ALTERNATE LEARNING CENTER,2175 N WICKHAM RD,MELBOURNE,32934,BREVARD,"-80.67085604,28.14263250",17R NM 32319 13046, ,27 361301         2,PUBLIC SCHOOL,-8980238.616525088,3266968.4152120114
ENDEAVOUR ELEMENTARY SCHOOL,905 PINEDA ST,COCOA,32922,BREVARD,"-80.74787466,28.36845005",17R NM 24704 38044,C,24 362900  266,PUBLIC SCHOOL,-8988812.289520778,3295506.831555528
FIELDSTON PREPARATORY SCHOOL,4940 COLUMBIA BLVD,TITUSVILLE,32780,BREVARD,"-80.83618700,28.55077300",17R NM 16023 58227, ,22 352977        55,PUBLIC SCHOOL,-8998643.174551232,3318592.808377543
THOMAS JEFFERSON MIDDLE SCHOOL,1275 S COURTENAY PKWY,MERRITT ISLAND,32952,BREVARD,"-80.68680001,28.33479999",17R NM 30698 34330,C,25 360100  508,PUBLIC SCHOOL,-8982013.490969868,3291250.359467641
ANDREW JACKSON MIDDLE SCHOOL,1515 KNOX MCRAE DR,TITUSVILLE,32780,BREVARD,"-80.81880001,28.56949999",17R NM 17721 60304,C,22 352100    7,PUBLIC SCHOOL,-8996707.663560158,3320966.304695019
OAK PARK ELEMENTARY SCHOOL,3395 DAIRY RD,TITUSVILLE,32796,BREVARD,"-80.85120001,28.63630002",17R NM 14543 67700,C,21 353000  751,PUBLIC SCHOOL,-9000314.415520275,3329436.116401736
CENTRAL MIDDLE SCHOOL,2600 WINGATE BLVD,MELBOURNE,32904,BREVARD,"-80.66363798,28.06214525",17R NM 33053 04132,C,28 370700  500,PUBLIC SCHOOL,-8979435.105580833,3256811.1451357333
GEMINI ELEMENTARY SCHOOL,2100 OAK ST,MELBOURNE BEACH,32951,BREVARD,"-80.55529998,28.05430000",17R NM 43702 03297,C,28 381700  253,PUBLIC SCHOOL,-8967374.97415082,3255821.5038448796
RIVERDALE COUNTRY DAY SCHOOL,1975 PALM BAY RD,PALM BAY,32905,BREVARD,"-80.61430001,28.03449998",17R NM 37911 01084, ,28 372200  529,PUBLIC SCHOOL,-8973942.827605687,3253324.144986286
W. MELBOURNE ELEMENTARY FOR SCIENCE,2255 MEADOWLANE AVE,MELBOURNE,32904,BREVARD,"-80.67024815,28.07386260",17R NM 32400 05428,C,28 370600  517,PUBLIC SCHOOL,-8980170.94625806,3258289.369568902
OCEAN BREEZE ELEMENTARY SCHOOL,1101 CHEYENNE DR,SATELLITE BEACH,32937,BREVARD,"-80.59242877,28.14969983",17R NM 40018 13852,C,27 371100    6,PUBLIC SCHOOL,-8971508.132992873,3267860.6562904324
SHERWOOD ELEMENTARY SCHOOL,2541 POST RD,MELBOURNE,32935,BREVARD,"-80.66430005,28.17088890",17R NM 32954 16178,C,27 370625  185,PUBLIC SCHOOL,-8979508.806221602,3270536.104484918
FRANCES WALKER HALFWAY HOUSE,5332 RIVEREDGE DR,TITUSVILLE,32780,BREVARD,"-80.79158408,28.54581365",17R NM 20387 57685,S,22 352650         301,PUBLIC SCHOOL,-8993677.9997718,3317964.321069631
PALM BAY COMMUNITY CHARTER - PATRIOT CAMPUS,1350 WYOMING DR,PALM BAY,32909,BREVARD,"-80.63233609,27.94961498",17R NL 36166 91675,,,PUBLIC SCHOOL,-8975950.595538404,3242622.874802703
DELAURA MIDDLE SCHOOL,300 JACKSON AVE,SATELLITE BEACH,32937,BREVARD,"-80.59695574,28.18391243",17R NM 39561 17641,C,26 373500    5,PUBLIC SCHOOL,-8972012.072570013,3272180.7884309785
OUTWARD BOUND - HURRICANE ISLAND,3558 SUNSET AVE,SCOTTSMOOR,32775,BREVARD,"-80.86921507,28.77064042",17R NM 12766 82581,,,PUBLIC SCHOOL,-9002319.842302535,3346485.961549149
LYNDON B. JOHNSON MIDDLE SCHOOL,2155 CROTON RD,MELBOURNE,32935,BREVARD,"-80.65399999,28.14250000",17R NM 33974 13036,C,27 371727        11,PUBLIC SCHOOL,-8978362.209668828,3266951.6870433018
IMPERIAL ESTATES ELEMENTARY SCHOOL,900 IMPERIAL ESTATES LN,TITUSVILLE,32780,BREVARD,"-80.81230002,28.54210000",17R NM 18361 57270,C,22 353400  251,PUBLIC SCHOOL,-8995984.08759432,3317493.7185648344
CROTON ELEMENTARY SCHOOL,1449 CROTON RD,MELBOURNE,32935,BREVARD,"-80.65419999,28.12990001",17R NM 33959 11640,C,27 371700  5691,PUBLIC SCHOOL,-8978384.47349346,3265361.102771915
FREEDOM 7 ELEMENTARY/INTERNATIONAL STUDIES,400  4TH ST S,COCOA BEACH,32931,BREVARD,"-80.61279998,28.31059998",17R NM 37960 31670,C,25 371500  789,PUBLIC SCHOOL,-8973775.845694514,3288190.079193155
LEWIS CARROLL ELEMENTARY SCHOOL,ONE SKYLINE BLVD,MERRITT ISLAND,32953,BREVARD,"-80.69930000,28.39439998",17R NM 29457 40930,C,24 361400  752,PUBLIC SCHOOL,-8983404.983872311,3298790.219247344
MELBOURNE HIGH SCHOOL,74 BULLDOG BLVD,MELBOURNE,32901,BREVARD,"-80.61994064,28.09023338",17R NM 37337 07256,C,27 373400  502,PUBLIC SCHOOL,-8974570.740133258,3260354.9246327677
VIERA CHARTER SCHOOL,6206 BRESLAY DR,VIERA, ,BREVARD,"-80.74514223,28.25783895",17R NM 24998 25791,,,PUBLIC SCHOOL,-8988508.116847789,3281520.4453766756
